call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
VE2CRD,NA,"Club Radioamateur de Drummondville, Inc.",QC,1,1AC,C,496,132,116,0,16,2,0,5
VE2CRO,NA,Club Radio Amateur de l'Outaouais,QC,3,3A,B,3008,672,282,65,325,2,9.7,33
VE2CRS,NA,Club Radio Amateur Saguenay Lac St-Jean,QC,2,2A,G,2654,606,387,59,160,2,5.5,5
VE2CUR,NA,Groupe Radio VE2RMP RG,QC,1,1A,G,1622,604,132,0,472,2,1.5,12
VE2CVR,NA,Club Radioamateur de la valle du Richelieu,QC,3,3A,G,2430,488,123,24,341,2,11.6,23
VE2CWQ,NA,NA,QC,1,1A,B,962,256,0,0,256,2,4.5,13
VE2EZD,NA,NA,QC,1,1B1B,B,2030,168,168,0,0,5,3.5,1
VE2FET,NA,NA,QC,1,1A,G,3888,780,778,1,1,2,7.7,9
VE2GT,NA,NA,QC,1,1D,C,184,67,0,0,67,2,0.5,1
VE2ICU,NA,NA,QC,1,1D,C,68,9,0,0,9,2,0.5,1
VE2JCW,NA,NA,QC,1,1D,C,2266,554,553,1,0,2,0.5,1
VE2NTT,NA,NA,QC,1,1D,C,605,555,0,0,555,1,0.5,1
VE2QV,NA,NA,QC,1,1D,C,422,68,68,0,0,2,1.5,1
VE2RAE,NA,NA,QC,2,2D,C,2340,675,320,0,355,2,3.5,40
VE2UGO,NA,NA,QC,1,1B1B,B,190,8,0,0,8,5,1.5,1
VE2UMS,NA,Union Metropolitaine des Sans-filistes de Montreal,QC,1,1A,G,2528,533,256,0,277,2,9.5,30
VE3AIR,NA,Manotick Amater Radio Group,ONE,2,2A,G,1422,194,0,42,152,2,9.5,4
VE3CNA,NA,NA,ONS,1,1D,C,210,105,0,0,105,2,0,1
VE3CQH,NA,NA,ONS,1,1E,B,710,56,56,0,0,5,1.5,1
VE3DC,NA,Hamilton ARC,ONS,5,5A,G,3378,821,306,37,478,2,10.5,8
VE3EDX,NA,NA,ONN,1,1B1B,B,770,52,52,0,0,5,2.5,1
VE3EEE,NA,NA,ONE,1,1B1,G,624,69,1,67,1,2,3.5,1
VE3EQP,NA,NA,ONS,1,1B2B,B,2200,223,147,0,76,5,3.5,2
VE3FJ,NA,NA,GTA,1,1D,C,250,100,100,0,0,1,0.5,1
VE3FME,NA,NA,ONS,1,1B1,G,416,54,54,0,0,2,2,1
VE3FMK,NA,NA,ONE,1,1D,C,58,29,0,0,29,2,0,1
VE3FRG,NA,Frontenac Radio Group - Team A,ONE,5,5AC,C,3646,1147,174,252,721,2,5,5
VE3GCB,NA,Barrie ARC,ONS,2,2A,G,2150,258,72,20,166,2,14.5,23
VE3HB,NA,NA,GTA,1,1D,C,602,138,138,0,0,2,0.5,1
VE3HED,NA,NA,ONE,1,1D,C,182,66,0,0,66,2,0.5,1
VE3HG,NA,NA,GTA,1,1B1B,B,620,37,37,0,0,5,2.5,1
VE3IC,NA,Kitchener Waterloo ARC,ONS,5,5A,G,1742,377,169,0,208,2,6.5,17
VE3JJF,NA,LOWARS,ONN,1,1A,G,642,72,0,24,48,2,4.5,5
VE3JOG,NA,NA,ONS,1,1E,G,250,60,0,0,60,1,1.9,3
VE3JW,VE3RAM,Ottawa Valley Mobile RC,ONE,2,2A,G,2446,453,165,0,288,2,12.1,27
VE3KBR,NA,Kingston ARC,ONE,3,3A,G,748,99,0,0,99,2,5.5,24
VE3KQN,NA,NA,ONE,1,1B1B,B,3570,322,322,0,0,5,3.5,1
VE3LON,NA,London ARC,ONS,7,7A,G,1872,270,81,50,139,2,10.7,40
VE3MGY,NA,NA,ONS,1,1E,B,4194,1318,604,0,714,2,3.5,1
VE3MIS,NA,Mississauga ARC,GTA,12,12A,G,7988,1778,925,116,737,2,23.5,45
VE3NAR,NA,Nortown ARC,ONS,2,2A,G,460,155,0,0,155,2,1.5,7
VE3NLW,NA,NA,ONE,1,1D,C,196,73,0,0,73,2,0.5,1
VE3NSR,VE3QG,North Shore ARC Ontario,GTA,4,4A,G,3144,612,123,202,287,2,12.7,30
VE3OD,NA,Halton ARC,GTA,1,1A,G,2002,295,221,0,74,2,9.7,7
VE3OKV,NA,South Halton ARES,GTA,3,3A,G,1814,199,0,33,166,2,13.5,16
VE3ORF,VE3FDS,NA,ONE,2,2A,G,4414,1062,451,29,582,2,13.3,25
VE3OW,NA,Sun Parlor Retirees ARC / Border City RC,ONS,5,5A,G,3930,1149,269,22,858,2,10.5,15
VE3PVI,NA,NA,ONE,1,1B1B,B,430,28,28,0,0,5,1.5,1
VE3QVL,NA,NA,GTA,1,1D,C,154,52,0,0,52,2,0.5,1
VE3RB,VE3KRG,Peterborough ARC,ONE,4,4A,G,5734,1554,660,28,866,2,12.5,35
VE3RC,VE3NCR,Ottawa ARC,ONE,2,2A,G,3618,696,520,8,168,2,11.7,30
VE3RL,NA,Quinte  ARC/Prince Edward RC,ONE,3,3A,G,2050,543,108,49,386,2,6.5,15
VE3RSE,NA,Elgin ARS,ONS,4,4AB,B,1790,93,83,8,2,5,8.7,15
VE3SAR,VA3OIL,Lambton Cty RC,ONS,3,3A,G,5430,1160,1020,0,140,2,10.7,16
VE3SB,NA,NA,GTA,1,1E,B,1510,136,136,0,0,5,1.5,1
VE3SDF,NA,NA,ONS,3,3AC,C,478,39,0,0,39,2,4,3
VE3SGB,NA,S Georgian Bay ARC,ONS,1,1A,G,2530,640,100,0,540,2,10.5,14
VE3SHO,NA,NA,GTA,1,1B1B,B,190,8,0,0,8,5,1.5,1
VE3SME,VE3RTL,Norfolk ARC,ONS,7,7A,G,5500,1537,768,0,769,2,8.9,23
VE3SOO,NA,Algoma ARC,ONN,2,2F,C,1078,327,162,0,165,2,1,12
VE3SPC,NA,South Pickering ARC,GTA,5,5A,G,2716,666,367,0,299,2,6.5,11
VE3SWA,NA,NA,ONS,1,1D,C,1366,329,329,0,0,2,0.5,1
VE3TAZ,NA,NA,ONS,1,1B1,G,722,118,118,0,0,2,2.5,1
VE3TNC,NA,Toronto ARC,ONS,5,5A,G,3210,645,370,115,160,2,9.5,20
VE3TW,NA,NA,ONE,1,1E,G,250,100,100,0,0,1,0.5,1
VE3UDO,NA,Frontenac Radio Group - Team B,ONE,5,5AC,C,914,242,0,15,227,2,4,5
VE3UZ,NA,NA,ONS,1,1B1B,B,1300,105,105,0,0,5,2.5,1
VE3VCF,NA,NA,ONE,1,1D,C,36,9,9,0,0,2,0,1
VE3VM,VA3ROW,Niagara Peninsula ARC,ONS,5,5A,G,5024,1220,652,90,478,2,11,23
VE3VSW,NA,Seaway Valley ARC,ONE,2,2A,G,932,194,47,0,147,2,4.5,14
VE3WZ,NA,NA,GTA,1,1E,B,1790,164,164,0,0,5,1.5,1
VE3XR,VA3IHX,Peel  ARC,GTA,4,4A,G,6148,1587,441,131,1015,2,18.3,32
VE3YOM,NA,NA,GTA,1,1E,G,762,88,88,0,0,2,4.1,5
VE3YRA,VE3YRK,York Region ARC,GTA,5,5A,G,5656,1543,537,103,903,2,12.9,63
VE4MEC,NA,Mobile Em Comm,MB,1,1F,G,1104,171,5,1,165,2,7.5,11
VE4SNA,NA,NA,MB,1,1C,G,330,76,64,0,12,2,0.5,2
VE5AA,NA,Meewasin ARS / Saskatoon ARC,SK,5,5A,G,2568,454,322,33,99,2,9.5,34
VE5EEE,NA,Northern Saskatchewan ARC,SK,2,2AC,C,184,67,0,0,67,2,0.5,6
VE5MA,NA,Moose Jaw ARC,SK,2,2A,G,924,213,120,54,39,2,1.5,8
VE5NN,NA,Regina ARA,SK,3,3A,G,3030,603,437,0,166,2,9.5,28
VE6AO,NA,NA,AB,1,1D,C,292,71,71,0,0,1,1.5,4
VE6ARC,NA,Peace Country ARC,AB,3,3A,B,526,113,0,0,113,2,3,10
VE6CJ,NA,Fort Saskatchewan RC,AB,1,1A,G,604,404,0,0,404,1,2,4
VE6CSZ,NA,NA,AB,1,1D,C,70,20,0,0,20,1,0.5,1
VE6FAR,NA,Foothills ARS,AB,7,7A,G,1274,112,0,0,112,2,10.5,12
VE6FI,NA,NA,AB,2,2E,G,1858,1608,0,0,1608,1,2.5,4
VE6FT,NA,Mayerthorpe Flying Tigers,AB,2,2A,G,1144,327,267,0,60,1,5.5,18
VE6JF,NA,NA,AB,1,1D,C,64,33,31,0,2,1,0,1
VE6KZ,NA,NA,AB,1,1B2,G,3966,929,929,0,0,2,2.5,2
VE6NS,NA,NA,AB,1,1B1B,B,1040,79,79,0,0,5,2.5,1
VE6SKY,NA,NA,AB,1,1B1B,B,385,7,0,0,7,5,3.5,1
VE6WP,NA,Sask Alta RC,AB,3,3A,O,766,81,27,0,54,2,5.5,7
VE6YAC,NA,Yellowhead ARC,AB,2,2A,G,578,109,5,0,104,2,3.5,7
VE6ZC,NA,NA,AB,1,1B1B,B,900,65,42,3,20,5,3.5,1
VE7CMR,NA,Maple Ridge ARC,BC,3,3A,G,852,151,0,0,151,2,5.5,8
VE7CRC,NA,NA,BC,2,2A,G,642,196,0,0,196,2,2.5,15
VE7CVA,NA,Cowichan Valley ARS,BC,2,2A,G,1672,353,208,0,145,2,5.5,20
VE7CW,NA,Beaver Valley  ARC / West Kootenay ARC,BC,2,2A,B,1266,215,180,13,22,2,4.5,3
VE7CWD,NA,Colwood Em  Program,BC,2,2A,B,606,78,0,0,78,2,4.5,5
VE7DB,NA,White Rock ARC,BC,2,2A,B,554,42,10,0,32,2,4.5,7
VE7ECC,NA,Abbotsford  ARC,BC,2,2A,G,758,84,20,0,64,2,5.5,15
VE7EOL,NA,NA,BC,1,1D,C,82,16,0,0,16,2,0.5,1
VE7GM,NA,NA,BC,1,1B1C,C,544,110,87,0,23,2,1.5,1
VE7IO,NA,NA,BC,1,1D,C,268,67,67,0,0,2,0,1
VE7NA,NA,Nanaimo ARA,BC,1,1A,B,610,64,16,0,48,2,4.5,20
VE7NI,NA,NA,BC,1,1E,B,1170,82,82,0,0,5,3.5,1
VE7NSR,NA,North Shore ARC,BC,2,2A,G,2572,687,1,23,663,2,11.5,41
VE7PCE,NA,EPCOM,BC,2,2A,G,3258,1194,0,0,1194,2,8.7,25
VE7RBH,NA,Bulkley Valley ARS,BC,1,1A,B,372,61,0,0,61,2,2.5,7
VE7SAR,NA,NA,BC,3,3D,C,3626,1051,592,0,459,2,3.4,20
VE7SCC,NA,"Coquitlam, Burnaby & New Westminster ARCs",BC,3,3F,G,3366,1215,143,0,1072,2,6.5,30
VE7SUN,NA,Delta ARS,BC,8,8A,G,3554,520,275,47,198,2,18.7,18
VE7WJ,NA,NA,BC,1,1D,C,744,261,0,1,260,2,2.2,1
VE7XT,NA,NA,BC,1,1B1B,B,670,60,44,0,16,5,1.5,1
VE8YK,NA,Yellowknife ARS,NWT,2,2AB,B,1320,18,3,13,2,5,11.5,5
VE9AA,NA,NA,MAR,1,1B1,G,1150,252,248,0,4,2,1.5,1
VE9BPD,NA,Bathurst AR Group,MAR,2,2A,B,680,172,93,0,79,2,1.5,5
VE9CRM,NA,Club Radio Amateur Du Madawaska,MAR,2,2A,G,888,166,103,0,63,2,3.5,18
VE9EMM,NA,Maarc,MAR,2,2A,G,798,274,0,0,274,2,2.5,8
VE9LC,NA,Loyalist City ARC,MAR,2,2F,C,906,261,57,60,144,2,1.5,12
VE9ND,NA,NA,MAR,3,3A,G,2384,332,235,0,97,2,12.5,20
VO1AA,VO1PCW,Soc of Newfoundland RA,NL,2,2A,G,1364,98,49,0,49,2,10.7,7
VO1MRC,NA,Marconi RC of Newfoundland,NL,1,1AB,B,1745,81,78,0,3,5,9.5,3
VY2CRS,NA,Charlottetown ARC,MAR,2,2AC,C,806,128,0,75,53,2,4,4
VY2DM,NA,NA,MAR,1,1D,C,250,50,50,0,0,2,0.5,1
VY2PEI,NA,NA,MAR,2,2E,B,1126,356,0,0,356,1,7.7,25
W1ABC,NA,NA,CT,1,1D,C,1356,483,170,0,313,2,0.5,1
W1ACT,NA,Fall River ARC,EMA,2,2A,G,2010,464,116,0,348,2,8.5,12
W1AQ,NA,Assn Radio Amateurs of SO New England,RI,1,1A,G,3190,837,523,0,314,2,4.7,12
W1AVK,NA,NA,CT,1,1D,C,65,65,0,0,65,1,0,1
W1AW,K1NO,Maxim Memorial Station - ARRL HQ,CT,3,3F,G,2031,910,191,100,619,1,8.3,8
W1BAA,K1LEE,Southern Berkshire ARC,CT,3,3A,G,1880,311,154,0,157,2,9.5,13
W1BIM,NA,Central Mass AR Assn,WMA,6,6A,G,6834,1604,1108,25,471,2,13.6,35
W1BOS,NA,Boston ARC & Harvard WC,EMA,3,3A,G,3114,675,410,97,168,2,7.5,20
W1BRS,NA,The BEARS of Manchester,CT,9,9F,G,3606,648,225,95,328,2,16.7,22
W1CLA,NE1AR,Clay Center ARC,EMA,3,3A,G,3512,1103,38,0,1065,2,12.3,58
W1CRI,NA,Charlestown EOC ARES,RI,2,2F,G,1324,138,0,39,99,2,9.7,6
W1CUM,NA,NHRC AR.S.,NH,1,1A,G,1374,562,0,0,562,2,2.5,6
W1DDD,W1TBR,Blackstone Valley ARC,RI,2,2A,G,4280,972,673,0,299,2,9.9,54
W1DGL,NA,NA,AZ,1,1D,C,316,124,0,34,90,2,0,1
W1DHT,NA,Insurance City Rep Club,CT,4,4A,G,1948,411,19,19,373,2,10.5,21
W1ECH,NA,NA,VT,1,1D,C,1576,400,363,0,37,2,0.5,1
W1ECV,KC1BLB,Southington ARA,CT,3,3AC,C,1510,427,82,31,314,2,4.3,20
W1EDH,NA,Middlesex ARS,CT,4,4A,G,2852,577,343,31,203,2,9.5,14
W1EE,K1FC,Stamford ARA,CT,3,3A,G,6704,1893,434,130,1329,2,17.9,49
W1EKT,NA,Quannapowitt RA,EMA,3,3A,G,498,48,1,0,47,2,4,12
W1FZ,AB1ST,NA,NH,4,4A,G,2004,280,8,79,193,2,12.7,12
W1GKT,NA,NA,AL,1,1E,B,884,317,0,0,317,2,2.5,1
W1GLO,NA,NA,EMA,3,3D,C,960,118,63,24,31,2,5.5,45
W1GZ,W1QED,Montachusett ARA,WMA,4,4A,G,6844,1477,1060,230,187,2,13.1,17
W1HBR,NA,NA,CT,1,1D,C,720,180,180,0,0,2,0,1
W1HEN,NA,NA,CT,1,1E,B,980,93,93,0,0,5,0.5,1
W1HP,NA,NA,EMA,2,2A,G,4458,1141,763,0,378,2,6.5,6
W1HR,NA,NA,WPA,1,1B2,G,1648,472,327,0,145,2,0.5,2
W1IE,NA,Moose Pirates,VA,3,3A,G,1620,367,204,64,99,2,3.5,3
W1JCW,NA,NA,NTX,1,1C,G,1044,447,0,0,447,2,1.5,1
W1JY,W1CNH,Central NH ARC,NH,4,4A,G,3086,593,186,39,368,2,14.5,14
W1KAW,NA,NA,EMA,1,1B1B,B,260,2,0,0,2,5,2.5,1
W1KDA,W1QZ,KC1CUE,RI,1,1A,G,4160,1065,0,0,1065,2,20.3,26
W1KOO,NA,Burlington ARC,VT,3,3F,C,1920,360,164,1,195,2,8.7,14
W1KVI,NA,Portland Amateur Wireless Assn,ME,2,2F,B,876,149,8,6,135,2,5.5,15
W1KX,NA,Bass Hill Rep Group,ME,1,1A,G,2430,515,415,0,100,2,5.7,9
W1LAS,NA,Waterbury ARC,CT,2,2F,C,1164,349,8,0,341,2,4.5,10
W1LY,W1SYE,Newport Co RC Sakonnet 49'ers,RI,2,2A,G,13096,3715,1568,0,2147,2,25.3,87
W1MA,NA,Barnstable ARC,EMA,3,3A,G,4498,1126,448,0,678,2,13.5,25
W1MJ,NA,NA,NH,1,1B2B,B,1625,128,125,2,1,5,3.5,2
W1MP,NA,NA,VT,1,1E,G,174,12,0,0,12,2,1.5,1
W1MWV,NA,White Mountain ARC,NH,4,4A,G,2924,625,127,100,398,2,12.2,33
W1NRG,W1FD,Meriden ARC,CT,2,2F,B,3974,812,530,0,282,2,12.9,58
W1NV,NA,NA,SV,1,1B1,B,1008,179,0,0,179,2,6.5,1
W1NVT,W1PU,Radio Amateurs of Northern VT,VT,2,2A,G,13018,3932,1312,0,2620,2,25.3,20
W1NY,NA,Hampden Cty RA,WMA,6,6A,G,9592,2822,1058,21,1743,2,17.9,35
W1OP,W1PRA,Providence RA,RI,3,3A,G,8428,2381,833,0,1548,2,20,15
W1PBR,NA,NA,ME,4,4A,B,4020,927,201,17,709,2,17.3,12
W1PID,NA,NA,NH,1,1B1B,B,1770,152,152,0,0,5,2.5,1
W1QI,NA,Candlewood ARA,CT,2,2AC,C,2870,645,250,0,395,2,10.8,38
W1S,NA,Tippecanoe ARA,IN,2,2A,B,4532,906,675,0,231,2,13.7,7
W1SAT/4A,W1SAT/BS270,SATERN,ORG,4,4A,G,1676,49,3,11,35,2,15.5,69
W1SMH,NA,Sturdy Mem Hospital ARC,EMA,2,2A,G,2354,539,216,37,286,2,7.7,15
W1SRG,NA,Southborough Rod & Gun Club,EMA,1,1A,G,744,203,94,0,109,2,1.5,6
W1TAG,NA,NA,ME,1,1E,B,1490,124,124,0,0,5,2.5,1
W1TU,KB1NEB,Ellsworth AWA,ME,2,2A,G,3608,610,469,0,141,2,14.5,20
W1VAR,NA,Valley ARA,CT,2,2A,G,656,139,89,0,50,2,2,5
W1VCM,NA,Vintage Radio & Com Museum 10,CT,3,3A,B,894,58,14,0,44,2,7.5,10
W1WAB,NA,NA,WCF,1,1D,C,182,12,0,4,8,2,1.5,1
W1WIU,NA,NA,RI,1,1D,C,356,306,0,0,306,1,0.5,1
W1YAR,NA,NA,ME,1,1E,B,325,15,0,0,15,5,2.5,1
W2AE,NA,Radio Amateurs of Greater Syracuse,WNY,4,4A,G,3692,644,294,188,162,2,14.4,43
W2AMC,NA,Peconic ARC,NLI,3,3A,G,2160,390,214,1,175,2,9.5,30
W2BEE,NA,NA,ENY,1,1D,C,906,214,214,0,0,2,0.5,1
W2BEW,NA,NA,ENY,1,1B2B,B,1150,82,78,0,4,5,3.5,2
W2BK,NA,NA,ENY,2,2E,G,1778,589,25,0,564,2,5.5,25
W2CM,NA,Liverpool Am Rep Club,WNY,4,4A,G,4770,1131,470,159,502,2,12.5,19
W2CRA,NA,Cherryville Rep Assn,NNJ,3,3A,G,1604,280,46,101,133,2,7.5,21
W2EB,NA,NA,WNY,1,1B1B,B,450,10,10,0,0,5,3.5,1
W2EF,NA,West Essex ARC,NNJ,1,1F,G,2340,547,98,0,449,2,10.5,10
W2EGB,NA,East Greenbush ARA,ENY,1,1A,B,1316,226,7,0,219,2,8.5,21
W2EUP,NA,Buffaalo AR Rep Assn,WNY,3,3A,B,874,212,0,0,212,2,4.5,9
W2FAM,NA,NA,WNY,2,2E,G,1914,391,391,0,0,2,3.5,2
W2FHA,NA,Fort Herkimer ARA,WNY,6,6A,G,2422,296,40,0,256,2,17.5,7
W2FU,NA,NA,IA,1,1B1,B,4052,938,913,0,25,2,3.5,1
W2GN,NA,NA,WNY,2,2B2B,B,11930,1163,1153,0,10,5,3.5,2
W2GSA,W2XYZ,Garden State ARA,NNJ,3,3F,C,3982,847,742,17,88,2,7.7,26
W2GSB,W2TOB,Great South Bay ARC,NLI,6,6F,O,11318,3142,1552,0,1590,2,19.3,65
W2HO,K2ULZ,Orange Cty ARC,ENY,5,5A,G,3502,666,50,150,466,2,17.7,66
W2IR,K2AE,Broughton Memorial FD Group,ENY,6,6A,G,6830,1606,648,156,802,2,20.1,50
W2IX,NA,NA,ENY,1,1D,C,406,89,89,0,0,2,0.5,1
W2JST,NA,Bear Bait RC,NNY,5,5A,B,2410,383,222,100,61,2,10,25
W2LCA,NA,North Country ARC,NNY,2,2A,B,2340,379,235,31,113,2,10.5,12
W2LE,NA,NA,NNJ,1,1E,G,1188,469,469,0,0,1,2.5,1
W2LI,AA2ZJ,Tri Cty Radio Assn,NNJ,3,3A,G,4452,1036,497,118,421,2,11.5,21
W2LRC,AC2FV,Larkfield ARC,NLI,2,2A,G,1810,311,119,0,192,2,9.5,23
W2LV,NA,Sussex Cty ARC,NNJ,5,5A,G,10948,3025,1438,196,1391,2,16.3,30
W2MMD,NA,Gloucester Co  ARC,SNJ,6,6A,B,7886,1750,1375,83,292,2,14.7,38
W2MRD,NA,NA,ENY,1,1E,B,292,21,0,0,21,2,2.5,1
W2NPT,NA,Fairlawn ARC,NNJ,2,2A,G,2598,503,216,0,287,2,11.6,82
W2NYW,NA,Peekskill / Cortlandt ARA,ENY,2,2A,G,3018,816,201,7,608,2,9.7,19
W2OFQ,KB2CCD,Rome RC,WNY,4,4A,G,4136,847,417,19,411,2,15.7,26
W2ORC,WA2DQL,NA,WNY,2,2F,B,5068,1330,565,14,751,2,12.5,21
W2OW,K2RZO,Binghamton ARA,WNY,3,3A,G,1650,180,67,53,60,2,10.5,28
W2PE,NA,RA of Western NY,WNY,4,4AC,C,2254,661,51,100,510,2,6.3,24
W2RC,NA,Radio Central ARC / Order of Boiled Owls of NY,NLI,2,2AC,C,6716,1977,858,38,1081,2,9.7,22
W2RDX,W2AN,Rochester DX Assn,WNY,3,3A,G,12302,3278,1948,0,1330,2,18.5,22
W2RME,AD2TM,"Chenango Valley ARA, Inc.",WNY,3,3A,G,3144,654,100,128,426,2,13.8,27
W2RUI,NA,LARA,WNY,3,3A,G,1274,103,7,2,94,2,10.5,23
W2SEX,NA,ARA of the Tonawandas,WNY,3,3F,G,1226,146,7,0,139,2,9.2,20
W2SO,NA,Lancaster ARC,WNY,5,5A,G,4268,944,610,55,279,2,10.5,14
W2UIS,NA,NA,ENY,1,1D,C,38,19,0,0,19,2,0,1
W2VL,NA,Long Island Mobile ARC,NLI,6,6A,G,3608,618,388,23,207,2,15.5,70
W2WCR,KD2HWB,Warren Cty RC,ENY,4,4A,G,5216,1217,504,102,611,2,15.7,44
W2WNC,NA,NA,NC,1,1D,C,126,38,0,0,38,2,0.5,1
W2XRX,KD2FET,XRX ARC,WNY,3,3A,G,3922,970,380,26,564,2,11.7,25
W2XTV,NA,Atlant Region Repeater Legion,NNJ,2,2A,G,1144,282,115,0,167,2,3.5,10
W2YC,NA,NA,SNJ,1,1D,C,1444,701,691,2,8,1,0.5,1
W2YD,NA,Morris  RC/Hanover TSP OEM,NNJ,2,2A,G,3330,637,416,37,184,2,11.5,27
W2YRC,KF2FK,Yonkers ARC,ENY,3,3A,G,2188,460,62,87,311,2,9.7,59
W2ZC,W2AXR,Salt City DX Assn,WNY,2,2A,G,8716,2201,1712,0,489,2,8.9,7
W2ZJ,NA,ARA of the Southern Tier,WNY,2,2AC,C,596,123,0,0,123,2,3.5,19
W3ACH,NA,Cumberland Valley ARC,WPA,3,3A,G,2196,329,114,0,215,2,13.1,53
W3AG,NA,NA,WPA,1,1D,C,618,142,142,0,0,2,0.5,1
W3AI,NA,RF Hill ARC,EPA,5,5A,G,1904,329,139,9,181,2,9.5,15
W3AO,KE3Q,Potomac Valley RC & Columbia ARA,MDC,17,17A,G,30034,8910,3220,812,4878,2,41.5,70
W3ARO,WA2YLY,Wayne Co ARC,EPA,6,6A,B,3432,576,240,35,301,2,17.3,39
W3BA,NA,NA,EPA,1,1B1B,B,900,65,65,0,0,5,2.5,1
W3BMD,KB3JOD,ICARC,WPA,3,3A,G,1988,573,86,0,487,2,6.7,13
W3BN,NA,Reading RC,EPA,2,2A,G,1340,195,0,0,195,2,9.5,40
W3BQC,NA,Boschveldt QRP Club,EPA,4,4AB,B,2515,242,171,0,71,5,4.5,5
W3BSA,NA,BSA Venturing Crew 80,VA,2,2A,G,1352,221,0,0,221,2,9.1,15
W3BTN,NA,No Penn ARC,EPA,3,3A,G,2146,338,100,0,238,2,12.7,6
W3CB,NA,NA,MDC,1,1D,C,450,50,50,0,0,2,2.5,1
W3CF,NA,Flagler Palm Coast ARC,NFL,2,2AC,C,1294,142,0,10,132,2,9.9,35
W3CMA,KB3AYY,Tamaqua Wireless Assn,EPA,3,3A,G,1264,171,76,0,95,2,7.7,10
W3CSL,NA,Monessen ARC,WPA,3,3A,G,2506,451,347,0,104,2,9.1,21
W3CU,NA,Maryland Mobileers ARC,MDC,3,3A,G,2994,534,212,76,246,2,13.5,17
W3CWC,NA,Antietam Radio Assn,MDC,6,6A,O,3734,611,355,76,180,2,16.5,53
W3DE,NA,Delaware Valley ARS,DE,4,4A,G,1950,521,40,44,437,2,7.4,15
W3DP,NA,NA,EPA,1,1D,C,438,115,102,2,11,2,0,1
W3EM,W3AA,Phil-Mont Mobile RC,EPA,5,5A,G,2772,834,38,39,757,2,9.5,40
W3EOC,NA,Chester Cty ARES / RACES,EPA,3,3F,G,756,178,0,0,178,2,4,10
W3FT,NA,Hanover Area Hamming Assn,EPA,2,2A,G,2576,749,64,0,685,2,9.5,14
W3GQJ,NA,NA,NFL,1,1E,G,288,19,0,0,19,2,2.5,1
W3GS,NA,Chapter 17 QCWA,EPA,2,2A,B,276,87,26,0,61,2,0.5,5
W3GV,NA,NA,WPA,4,4E,G,3162,772,377,82,313,2,7,13
W3HA,NA,Carbon ARC,EPA,2,2A,G,2912,640,581,0,59,2,4.7,7
W3HGT,NA,NA,TN,1,1E,G,2302,718,208,0,510,2,4.5,5
W3HRK,NA,Panther ARC - U of Pittsburgh,WPA,2,2A,B,668,87,72,0,15,2,3.5,4
W3KDR,NA,Dr Loomis Mem Jr Mechanics League,MDC,1,1A,G,4016,1102,581,0,521,2,6.5,9
W3KGN,NA,Adams Cty ARS,EPA,3,3F,C,1260,222,33,50,139,2,6.5,11
W3KM,NA,NA,EPA,1,1D,C,830,195,195,0,0,2,0.5,1
W3KS,NA,NA,DE,1,1E,B,790,270,0,0,270,2,2.5,1
W3LIF,NA,NA,WPA,7,7E,G,7686,2466,752,0,1714,2,12.5,30
W3LRS,NA,Lewes ARS & Sussex ARA,DE,2,2AC,C,954,184,43,0,141,2,5,7
W3M,KV3B,Montgomery ARC,MDC,5,5A,B,4856,1263,201,49,1013,2,18.3,70
W3MIE,N3QQH,Crawford ARS,WPA,2,2A,G,4024,1009,297,26,686,2,13.6,26
W3MUM,KC3GBV,Penn-Mar RC,MDC,2,2A,G,978,311,0,23,288,2,3.1,31
W3NCR,NA,NA,MDC,1,1B1C,C,1672,302,259,0,43,2,5.5,1
W3NWA,NA,Mid-Atlantic ARC,EPA,2,2A,G,1416,116,17,0,99,2,11.5,27
W3OC,NA,Two Rovers AR  of McKeesport,WPA,3,3A,G,4590,1070,750,0,320,2,9.5,29
W3OI,NA,Lehigh Valley ARC,EPA,3,3F,G,1482,222,0,74,148,2,8.9,38
W3OK,NT3P,Delaware Lehigh ARC,EPA,2,2A,G,3664,995,442,0,553,2,7.9,57
W3PGA,NA,Aero  ARC,MDC,5,5A,G,3210,634,121,25,488,2,16.5,30
W3PIE,NA,Uniontown ARC,WPA,2,2A,G,1994,536,256,0,280,2,4.1,14
W3PP,NA,NA,DE,1,1C,B,3740,359,359,0,0,5,1.5,1
W3RFC,NA,Y Food Fest & Ham Radio FD,MDC,1,1AC,C,950,236,214,0,22,2,0.5,7
W3RLO,NA,NA,DE,1,1D,C,96,30,18,0,12,2,0,1
W3RP,NA,NA,WPA,1,1D,C,480,138,52,0,86,2,1,3
W3RRR,NA,Red Rose Rep Assc,EPA,2,2A,G,748,99,0,0,99,2,5.5,4
W3SFG,NA,NA,MDC,1,1D,C,160,35,20,0,15,2,0.5,1
W3SGJ,NA,Beaver Valley ARA,WPA,3,3A,G,1264,327,0,30,297,2,5.5,22
W3SK,NA,Penn Wireless Assn,EPA,3,3A,G,2674,494,154,4,336,2,13.7,26
W3SVJ,NA,NA,WPA,1,1E,G,510,205,0,0,205,2,1,1
W3SW,NA,NA,WNY,2,2B2,B,1220,385,0,0,385,2,4.5,2
W3T,K3ZMC,Pottstown Area ARC,EPA,3,3A,G,4082,835,321,50,464,2,16.7,37
