call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
KD0CI,NA,384,1AC,MN,2,Mora Open Repeater Assn.,5,1,C,0,0,167,167,50,NA,NA
"KD0EAY (KD0NJU, KF0QQX)",NA,356,1B2,MO,2,Cole Co. Em. Response Team,2,1,G,0,0,53,53,250,NA,NA
KD0FAB,NA,268,1B1,CO,2,NA,1,1,B,0,0,9,9,250,NA,NA
KD0LHI,NA,520,1D,ID,2,NA,2,1,C,0,0,60,60,400,NA,NA
KD0LOS,NA,506,1D,MO,2,NA,1,1,C,0,89,0,89,150,NA,NA
KD0YTE,NA,350,1D,MO,2,NEMO ARC,1,1,C,0,75,0,75,50,NA,NA
KD0ZYL,NA,470,1D,MN,2,Northern Lakes ARC,1,1,C,0,58,19,77,200,NA,NA
KD1W,NA,140,1D,NH,2,NA,1,1,C,22,0,1,23,50,NA,NA
KD2DJU,NA,72,1D,ENY,2,NA,1,1,C,0,0,11,11,50,NA,NA
KD2EYH,NA,298,1B1,TN,2,Overlook Mountain ARC,1,1,B,0,0,24,24,250,NA,NA
KD2GUT,NA,250,1D,NLI,2,NA,1,1,C,50,0,0,50,50,NA,NA
KD2JC,NA,848,1D,NNJ,2,NA,1,1,C,194,0,11,205,50,NA,NA
KD2KW,NA,1410,1D,NTX,2,Lake Area AR Klub,1,1,C,280,0,0,280,290,NA,NA
KD2LNQ,NA,52,1D,DE,2,NA,1,1,C,0,0,1,1,50,NA,NA
KD2OMV,NA,70,1D,NNY,2,NA,1,1,C,5,0,0,5,50,NA,NA
KD2PFH,NA,270,1D,WNY,2,NA,1,1,C,0,55,0,55,50,NA,NA
KD2PHN,NA,636,2D,EPA,2,NA,3,2,C,0,82,119,201,70,NA,NA
KD2REU,NA,442,1D,WNY,2,NA,1,1,C,0,73,0,73,150,NA,NA
KD2RPX,NA,386,1B1,CO,2,NA,1,1,B,0,0,68,68,250,NA,NA
KD2UBH,NA,166,1D,WNY,2,NA,1,1,C,25,0,8,33,50,NA,NA
KD2UTL,NA,294,1D,NNY,2,NA,1,1,C,0,0,122,122,50,NA,NA
KD2VCE,NA,386,1D,WNY,2,NA,1,1,C,0,84,0,84,50,NA,NA
KD3FG,NA,466,1E,MDC,2,NA,1,1,B,48,0,62,110,150,NA,NA
KD3G,NA,290,1D,WV,2,NA,1,1,C,0,0,120,120,50,NA,NA
KD3JK,NA,78,1D,MDC,2,Antietam Radio Assn.,1,1,C,0,0,14,14,50,NA,NA
KD3KP,NA,376,1B1,EPA,2,NA,1,1,B,0,0,63,63,250,NA,NA
KD4C,NA,374,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,56,0,56,150,NA,NA
KD4HWS,NA,52,1D,NC,2,Forsyth ARC,1,1,C,0,0,1,1,50,NA,NA
KD4MCB,NA,216,1D,STX,2,Lake Conroe ARC,1,1,C,0,0,83,83,50,NA,NA
KD4NGC,NA,886,1D,GA,2,Piedmont ARC,1,1,C,0,209,0,209,50,NA,NA
KD4TTP,NA,202,1D,VA,2,NA,1,1,C,0,13,50,63,50,NA,NA
KD4WLE,NA,762,1E,SFL,2,NA,1,1,B,0,128,0,128,250,NA,NA
KD4ZVD,NA,58,1D,VA,2,NA,1,1,C,0,0,4,4,50,NA,NA
KD5AYW,NA,200,1D,NM,2,NA,1,1,C,0,0,75,75,50,NA,NA
KD5BBR,NA,290,1B1C,OK,2,NA,1,1,C,0,0,70,70,150,NA,NA
KD5BPR,NA,138,1D,LA,2,NA,1,1,C,11,0,22,33,50,NA,NA
KD5C (+W5QGG),W5QGG,13490,4A,WTX,2,Midessa Field Day Grp.,20,4,G,2009,419,984,3412,1810,NA,NA
KD5DX,NA,2498,4A,STX,2,Medina Co. AR Corp.,48,4,G,200,55,344,599,790,NA,NA
KD5GFG,NA,540,1E,LA,2,Ozone ARC,1,1,B,0,0,195,195,150,NA,NA
KD5ILA,NA,442,1D,AR,2,NA,1,1,C,0,98,0,98,50,NA,NA
KD5JSE,NA,62,1D,AR,2,Benton ARS,1,1,C,0,0,6,6,50,NA,NA
KD5MOA,NA,495,1B1B,STX,5,NA,1,1,B,0,0,39,39,300,NA,NA
KD5OMJ,NA,0,1D,AZ,1,NA,1,1,C,0,0,27,27,0,Y,NA
KD5SHY,NA,52,2D,AR,2,NA,1,2,C,0,0,1,1,50,NA,NA
KD5TKR,NA,950,1E,WTX,2,NA,1,1,G,0,200,0,200,150,NA,NA
KD5WBW,NA,180,1D,NTX,2,Arlington ARC,1,1,C,0,0,65,65,50,NA,NA
KD5YPH,NA,248,1D,CO,2,Kicked Back Contesters Club,1,1,C,0,29,41,70,50,NA,NA
KD6GWQ,NA,86,1D,ORG,2,NA,1,1,C,0,9,0,9,50,NA,NA
KD6IEZ,NA,0,1D,SB,0,Conejo Valley ARC,1,1,C,0,0,29,29,0,Y,NA
KD6NFD,NA,112,1D,SB,2,Conejo Valley ARC,1,1,C,0,0,31,31,50,NA,NA
KD6SPN,NA,454,1D,SCV,2,NA,1,1,C,0,101,0,101,50,NA,NA
KD6VKF,NA,174,1D,SDG,2,NA,1,1,C,0,31,0,31,50,NA,NA
KD7GOM,NA,198,1E,AZ,2,NA,1,1,B,12,0,0,12,150,NA,NA
KD7LEE,NA,1498,1E,WWA,2,NA,1,1,B,96,237,8,341,150,NA,NA
KD7PCE,NA,170,1D,AZ,2,NA,1,1,C,0,0,60,60,50,Y,NA
KD7PH (+KK7VO),KK7VO,1557,3A,ID,2,Palouse Hills ARC,16,3,G,39,35,68,142,1125,NA,NA
KD7UXT,NA,62,1B1C,PAC,2,NA,1,1,C,0,0,6,6,50,NA,NA
KD7YVV,NA,224,1B1C,WWA,2,NA,1,1,C,0,0,37,37,150,NA,NA
KD7ZYN,NA,250,1B1B,WWA,5,NA,1,1,B,3,5,4,12,150,NA,NA
KD8APE,NA,394,1B1,VA,2,NA,1,1,G,0,60,2,62,150,NA,NA
KD8BET,NA,92,1D,OH,2,Findlay RC,1,1,C,0,0,21,21,50,NA,NA
KD8EVN,NA,562,1D,OH,2,Toledo Mobile Radio Assn.,1,1,C,0,128,0,128,50,NA,NA
KD8GIJ,NA,314,1E,OH,2,NA,1,1,B,0,34,14,48,150,NA,NA
KD8IPF,NA,564,1E,MI,2,NA,1,1,B,0,0,107,107,350,NA,NA
KD8JCJ,NA,70,1D,WV,2,NA,1,1,C,0,0,10,10,50,NA,NA
KD8OCW,NA,172,1E,OH,2,NOARS/LCARA,1,1,B,0,0,11,11,150,NA,NA
KD8OHL,NA,314,1D,OH,2,NA,1,1,C,0,66,0,66,50,Y,NA
KD8OZO,NA,296,1B1,SB,2,NA,1,1,B,0,0,23,23,250,NA,NA
KD8SPF,NA,194,1D,OH,2,NA,1,1,C,0,0,72,72,50,NA,NA
KD8SQ,NA,1988,2A,OH,2,Orrville ARS,4,2,G,0,268,283,551,350,NA,NA
KD8YNG,NA,240,1B1,IN,2,Ft. Wayne RC,1,1,B,0,2,41,43,150,NA,NA
KD9AIE,NA,594,1D,IL,2,NA,8,1,C,27,84,0,111,150,NA,NA
KD9ARD,NA,302,1E,IN,2,NA,1,1,G,0,0,76,76,150,NA,NA
KD9BDL,NA,545,1E,WI,5,NA,1,1,B,0,19,1,20,350,NA,NA
KD9BRW,NA,222,1D,IL,2,NA,1,1,C,0,43,0,43,50,NA,NA
KD9EBS,NA,620,1E,IL,5,NA,1,1,B,47,0,0,47,150,NA,NA
KD9EJA,NA,1440,2A,WI,2,Barron Co. ARA,10,2,G,0,140,95,235,690,NA,NA
KD9GHO,NA,472,4A,IL,2,STARS ARC,4,4,B,0,1,9,10,450,NA,NA
KD9HPN,NA,232,1D,IN,2,NA,1,1,C,0,0,91,91,50,NA,NA
KD9IKN,NA,562,1D,IN,2,NA,1,1,C,0,126,4,130,50,NA,NA
KD9KMK,NA,290,1E,IN,2,Northeastern IN ARA,1,1,G,0,0,70,70,150,NA,NA
KD9KYL,NA,230,1B1B,WI,5,NA,1,1,B,0,8,0,8,150,NA,NA
KD9LLH,NA,2146,3AC,IN,2,Patoka Valley ARC,22,3,C,0,176,346,522,750,NA,NA
KD9MAB,NA,1624,1B1,IN,2,NA,1,1,B,0,291,5,296,450,NA,NA
KD9NHZ,NA,278,1E,IL,2,Bolingbrook ARS,1,1,B,0,0,64,64,150,NA,NA
KD9NUE,NA,160,1D,IN,2,NA,1,1,C,0,25,5,30,50,NA,NA
KD9OAZ,NA,794,1E,WI,2,Waupaca Co. ARES/RACES,1,1,G,0,161,0,161,150,NA,NA
KD9OKC,NA,110,1D,IN,2,Northeastern IN ARA,1,1,C,0,0,30,30,50,NA,NA
KD9QDL,NA,3420,1E,IN,5,Northeastern IN ARA,1,1,B,0,327,0,327,150,NA,NA
KD9QGK,NA,146,1B1C,MO,2,NA,1,1,C,0,0,48,48,50,NA,NA
KD9QS,NA,536,1D,MDC,2,NA,1,1,C,0,0,243,243,50,NA,NA
KD9RPS,NA,660,1B1,IN,2,Patoka Valley ARC,1,1,B,0,0,255,255,150,NA,NA
KD9SEB,NA,66,1D,IL,2,Grundy Co. ARC,1,1,C,0,0,8,8,50,NA,NA
KD9VAG,NA,68,1D,IN,2,NA,1,1,C,0,0,9,9,50,NA,NA
KD9VZD,NA,172,1D,IN,2,NA,6,1,C,0,23,5,28,70,NA,NA
KD9WAX,NA,260,1AB,WI,5,Calumet Co. ARES Grp.,3,1,B,0,1,0,1,250,NA,NA
KD9YOO,NA,946,1E,IN,2,NA,1,1,B,0,199,0,199,150,NA,NA
KD9YUO,NA,254,1D,IL,2,NA,1,1,C,0,51,0,51,50,NA,NA
KD9YVJ,NA,72,1D,IL,2,NA,1,1,C,0,0,11,11,50,NA,NA
KE0AKH,NA,290,1E,CO,2,NA,2,1,G,0,0,110,110,70,NA,NA
KE0ATL,NA,415,1B1B,KS,5,NA,1,1,B,0,13,7,20,250,NA,NA
KE0FOE,NA,3326,1E,MO,2,NA,2,1,B,0,744,0,744,350,NA,NA
KE0ITC,NA,612,1B1,IA,2,NA,1,1,B,0,0,231,231,150,NA,NA
KE0NCQ,NA,1210,5A,CO,2,Denver Radio League,5,5,B,4,49,24,77,950,NA,NA
KE0NVB,NA,462,5AC,CO,2,Castle Rock Repeater Grp.,5,5,C,0,53,0,53,250,NA,NA
KE0THN,NA,422,2D,IA,2,Smokin Hot Radio ARC,6,2,C,12,31,0,43,250,NA,NA
KE0TT,NA,3310,1B1B,MN,5,NA,1,1,B,316,0,0,316,150,NA,NA
KE0UI,NA,5086,1E,CO,2,NA,1,1,G,1209,0,0,1209,250,NA,NA
KE0UNV,NA,182,1D,MO,2,NA,1,1,C,0,31,4,35,50,NA,NA
KE1AU,NA,158,1D,CT,2,Meriden ARC,1,1,C,0,27,0,27,50,NA,NA
KE1VT,NA,574,1D,VT,2,Addison Co. ARA,1,1,C,0,106,0,106,150,NA,NA
KE2AUS,NA,384,1E,WNY,2,Binghamton ARA,1,1,B,0,0,92,92,200,NA,NA
KE2HG,NA,420,3AC,SC,2,Aiken RC,6,3,C,14,22,63,99,150,NA,NA
KE2I,NA,860,1D,ENY,2,NA,1,1,C,50,74,32,156,300,NA,NA
KE2UK,NA,2310,1B1B,NLI,5,NA,1,1,B,0,216,0,216,150,NA,NA
KE2VB,NA,706,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,164,0,0,164,50,NA,NA
KE3E,NA,272,1E,DE,2,NA,1,1,B,0,28,5,33,150,NA,NA
KE3K,NA,2126,1D,MI,2,Blossomland ARA,1,1,C,518,0,2,520,50,NA,NA
KE3KD,NA,120,1B1B,WPA,5,NA,1,1,B,7,0,0,7,50,NA,NA
KE3V (+WB3CEG),NA,4230,1B2B,WPA,5,NA,2,1,B,351,57,0,408,150,NA,NA
KE3VR,NA,634,1D,MDC,2,NA,1,1,C,146,0,0,146,50,NA,NA
KE3WN,NA,310,1D,WPA,2,Tri-Co. ARC (PA),1,1,C,65,0,0,65,50,NA,NA
KE4D,NA,220,1E,NFL,5,NA,1,1,B,7,0,0,7,150,NA,NA
KE4FGW,NA,192,1E,TN,2,NA,2,1,G,0,0,21,21,150,NA,NA
KE4FVU,NA,246,1D,TN,2,NA,1,1,C,0,0,48,48,150,NA,NA
KE4GOI,NA,430,1A,IN,2,NA,3,1,B,0,0,90,90,250,NA,NA
KE4HAM,NA,1494,4A,SC,2,Sun City Hilton Head ARC,16,4,B,70,4,74,148,1050,NA,NA
KE4HD,NA,312,1D,VA,2,NA,1,1,C,0,65,1,66,50,NA,NA
KE4JVY,NA,218,1D,NC,2,NA,1,1,C,42,0,0,42,50,NA,NA
KE4JXF,NA,450,1D,NC,2,NA,1,1,C,0,63,74,137,50,NA,NA
KE4MH (+KQ4NAV),KQ4NAV,3782,3A,NC,2,High Appalachian Mountain ARS,4,3,B,111,370,59,540,1740,NA,NA
KE4Q,NA,3550,1B1B,GA,5,NA,1,1,B,330,0,0,330,250,NA,NA
KE4UKX,NA,754,1E,VA,2,NA,9,1,B,126,0,0,126,250,NA,NA
KE5AKL,NA,1172,2A,NM,2,Team Billy Goat,4,2,B,89,0,173,262,470,NA,NA
KE5DG,NA,622,1D,STX,2,NA,1,1,C,0,118,0,118,150,NA,NA
KE5ES,NA,1670,1E,WTX,5,NA,1,1,B,142,0,0,142,250,NA,NA
KE5FSY,NA,622,4F,AR,2,Arkansas Diamond ARC,18,4,C,0,0,136,136,350,NA,NA
KE5GLZ,NA,350,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,75,0,75,50,NA,NA
KE5HDE,NA,1206,1D,WNY,2,NA,1,1,C,0,289,0,289,50,NA,NA
KE5HDF,NA,318,1E,STX,2,Oak Forest ARC,1,1,B,0,0,34,34,250,NA,NA
KE5KMM,NA,190,1D,LA,2,Southeast LA ARC,1,1,C,0,35,0,35,50,NA,NA
KE5LOT,NA,478,2A,STX,2,Hays/Caldwell ARC,10,2,B,11,21,0,32,350,NA,NA
KE5QKR,NA,100,1D,LA,2,Ozone ARC,1,1,C,0,10,5,15,50,NA,NA
KE5UGA,NA,128,1D,MS,2,NA,1,1,C,0,14,11,25,50,NA,NA
KE5VJF,NA,82,1D,STX,2,NA,1,1,C,8,0,0,8,50,NA,NA
KE5VXZ,NA,1266,1D,NTX,2,McKinney ARC,1,1,C,0,304,0,304,50,NA,NA
KE6JNO,NA,788,1D,UT,2,NA,1,1,C,0,174,21,195,50,NA,NA
KE6K,NA,1382,1E,AZ,2,Arizona Outlaws Contest Club,1,1,B,190,113,0,303,170,NA,NA
KE6PQV,NA,6208,2F,SCV,2,San Jose EOC,2,2,B,0,1352,0,1352,800,NA,NA
KE6RN,NA,1870,5A,SJV,2,California City ARC,10,5,G,111,21,196,328,950,NA,NA
KE7DOA,NA,960,1E,UT,5,NA,1,1,B,0,66,0,66,300,NA,NA
KE7END (+KE7EIF),KE7EIF,2865,3A,NV,2,Virgin Valley ARC,14,3,B,52,196,114,362,1645,NA,NA
KE7F,NA,686,2B1,OR,2,NA,1,2,G,15,0,138,153,350,NA,NA
KE7KPY,NA,382,1D,NV,2,NA,1,1,C,0,83,0,83,50,NA,NA
KE8DMB,NA,304,1B1,WPA,2,NA,1,1,G,0,0,27,27,250,NA,NA
KE8DNF,NA,618,1D,OH,2,NA,3,1,C,0,34,21,55,440,NA,NA
KE8E,NA,316,1D,OH,2,Eastern OH Contesters,1,1,C,56,0,21,77,50,NA,NA
KE8ESJ,NA,394,1D,OH,2,NA,1,1,C,0,86,0,86,50,NA,NA
KE8JNN,NA,750,1E,OH,2,Tusco ARC,1,1,G,0,150,0,150,150,NA,NA
KE8LCM,NA,936,1E,WV,2,NA,1,1,B,0,132,129,261,150,NA,NA
KE8LFC,NA,550,1D,OH,2,Delara Contest Team,1,1,C,0,125,0,125,50,NA,NA
KE8MYN,NA,268,1B2,MI,2,NA,2,1,G,0,0,9,9,250,NA,NA
KE8NBC,NA,388,1E,OH,2,NA,1,1,G,0,0,119,119,150,NA,NA
KE8NSI,NA,62,1D,OH,2,NA,1,1,C,0,0,6,6,50,NA,NA
KE8OOK,NA,104,1D,MI,2,NA,1,1,C,0,0,27,27,50,NA,NA
KE8PCQ,NA,105,1B1B,MI,5,NA,1,1,B,0,0,11,11,50,NA,NA
KE8PNX,NA,1024,2E,OH,2,Crawford Co. ARC,2,2,G,0,186,15,201,250,NA,NA
KE8PUB,NA,964,4A,MI,2,Big Signal ARC,6,4,G,0,66,25,91,650,NA,NA
KE8QPI,NA,132,1D,OH,2,Delaware ARA,1,1,C,0,0,41,41,50,NA,NA
KE8RS,NA,294,1D,OH,2,Mound ARA,1,1,C,0,61,0,61,50,NA,NA
KE8RV,NA,1766,3AC,OH,2,Madison Co. ARC,25,3,C,0,94,170,264,1050,NA,NA
KE8SNO,NA,188,1B1,WV,2,NA,1,1,B,0,0,19,19,150,NA,NA
KE8SRH,NA,134,1D,MI,2,NA,1,1,C,0,7,28,35,50,NA,NA
KE8TIJ,NA,182,1D,OH,2,Wayne ARC,1,1,C,0,33,0,33,50,NA,NA
KE8UVX,NA,660,1D,MI,2,NA,1,1,C,97,50,11,158,50,NA,NA
KE8UZF,NA,482,1E,MI,2,NA,1,1,B,0,83,0,83,150,NA,NA
KE8VKY,NA,124,1D,MI,2,Toledo Mobile Radio Assn.,1,1,C,0,0,37,37,50,NA,NA
KE8VRW,NA,110,1D,MI,2,NA,1,1,C,0,0,30,30,50,NA,NA
KE8VSI,NA,590,1D,MI,2,Who Cares ARG,1,1,C,0,135,0,135,50,NA,NA
KE8YXK,NA,158,1B1,MI,2,NA,1,1,B,0,0,4,4,150,NA,NA
KE9JQ,NA,475,1B1B,IL,5,STARS ARC,1,1,B,0,0,25,25,350,NA,NA
KE9NM,NA,284,1E,IL,2,NA,1,1,B,0,0,17,17,250,NA,NA
KE9WE,NA,498,1D,IL,2,NA,1,1,C,0,112,0,112,50,NA,NA
KF0AED,NA,182,1E,MN,2,NA,1,1,G,0,0,16,16,150,NA,NA
KF0BLI,NA,312,1B1C,NE,2,NA,1,1,C,0,38,5,43,150,NA,NA
KF0BWA,NA,544,1B1,IA,2,NA,1,1,B,0,0,137,137,270,NA,NA
KF0GKO,NA,126,1D,CO,2,NA,1,1,C,0,0,38,38,50,NA,NA
KF0IDT,NA,980,1E,CO,2,NA,1,1,G,0,34,347,381,150,NA,NA
KF0KDI (+KF0QGN),NA,246,2B2C,NE,2,NA,2,2,C,15,34,0,49,50,NA,NA
KF0KPA,NA,74,1C,MO,2,NA,1,1,B,0,0,12,12,50,NA,NA
KF0KTE,NA,76,1D,MO,2,Raytown ARC,1,1,C,0,0,13,13,50,NA,NA
KF0LJT,NA,92,1B1,SCV,2,NA,1,1,B,0,0,21,21,50,NA,NA
KF0M,NA,66,1B1C,OK,2,NA,1,1,C,0,4,0,4,50,NA,NA
KF0PLP (+W0PGH),W0PGH,2212,2A,MO,2,North Central MO ARC,11,2,B,0,107,112,219,1560,NA,NA
KF0QPA,NA,174,1D,KS,2,NA,1,1,C,0,31,0,31,50,NA,NA
KF0X,NA,3010,1B1B,AZ,5,Oro Valley ARC,1,1,B,0,266,0,266,350,NA,NA
KF0XV,NA,970,1B1B,KS,5,NA,1,1,B,82,0,0,82,150,NA,NA
KF1EMA,NA,492,1F,EMA,2,FEMA Region 1,2,1,B,48,0,25,73,250,Y,NA
KF3G,NA,794,1D,EPA,2,NA,1,1,C,186,0,0,186,50,NA,NA
KF4DG (+KO4JKO),KO4JKO,1254,2AC,GA,2,Statesboro ARS,22,2,C,0,0,302,302,650,NA,NA
KF4DJQ,NA,198,1D,TN,2,NA,1,1,C,0,0,74,74,50,NA,NA
KF4FLY,NA,300,1B1,NC,2,NA,1,1,B,0,0,25,25,250,NA,NA
KF4O,NA,754,1E,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,G,0,149,4,153,150,NA,NA
KF4RAL,NA,320,1D,VA,2,NA,1,1,C,0,0,135,135,50,NA,NA
KF4UTJ (+KE4YRI),KE4YRI,3380,3AC,KY,2,Stubblefield Repeater Club,15,3,C,0,162,466,628,1800,NA,NA
KF5LJD,NA,114,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,16,0,16,50,NA,NA
KF5OMH,NA,258,1B1,NTX,2,Lake Area AR Klub,1,1,O,52,0,0,52,50,NA,NA
KF5QHQ,NA,270,1E,NTX,2,NA,1,1,B,0,5,0,5,250,NA,NA
KF5QYG,NA,522,3A,OR,2,High Desert ARC,15,3,B,0,43,0,43,350,NA,NA
KF5RUO,NA,224,1B1,TN,2,NA,1,1,B,0,0,37,37,150,NA,NA
KF5TL (+AG5CC),AG5CC,3967,2A,AR,2,White River Radio Comm. Grp.,26,2,G,0,410,301,711,1725,NA,NA
KF5VO,NA,272,1B1,NTX,2,Lake Area AR Klub,1,1,G,0,0,61,61,150,NA,NA
KF5ZAP,NA,970,1B1B,NTX,5,NA,1,1,B,0,72,0,72,250,NA,NA
KF5ZSD,NA,96,1D,STX,2,NA,2,1,C,0,0,13,13,70,NA,NA
KF6I,NA,1696,1E,ORG,2,NA,1,1,B,362,0,49,411,150,NA,NA
KF6IDK,NA,710,1E,SJV,2,NA,1,1,B,0,165,0,165,50,NA,NA
KF6JBN,NA,1255,4AB,LAX,5,Korean Ham Club,15,4,B,28,14,9,51,790,NA,NA
KF6JXM,NA,858,1E,SDG,2,NA,1,1,B,0,177,0,177,150,NA,NA
KF6RQZ,NA,54,1D,ORG,2,NA,1,1,C,0,1,0,1,50,NA,NA
KF6RRR,NA,110,1D,LAX,2,Pasadena RC,1,1,C,0,0,30,30,50,NA,NA
KF6TWK,NA,54,1D,OR,2,NA,1,1,C,0,0,2,2,50,NA,NA
KF6VAQ,NA,518,1E,ORG,2,NA,1,1,G,0,0,84,84,350,NA,NA
KF7AZY/VE7,NA,255,1C,BC,5,NA,1,1,B,0,0,1,1,250,NA,NA
KF7BWS,NA,846,1D,OR,2,NA,1,1,C,0,199,0,199,50,NA,NA
KF7CCC,NA,180,1E,AZ,2,Thunderbird ARC,1,1,B,0,0,15,15,150,NA,NA
KF7DX,NA,156,1D,EWA,2,NA,1,1,C,0,0,53,53,50,NA,NA
KF7MD,NA,6285,1B1B,CO,5,Colorado QRP Club,1,1,B,613,0,1,614,150,NA,NA
KF7PCL,NA,404,1E,WWA,2,NA,1,1,B,0,24,29,53,250,NA,NA
KF7VY,NA,110,1E,OR,2,NA,1,1,B,0,15,0,15,50,NA,NA
KF8I,NA,258,1D,OH,2,NA,1,1,C,27,14,22,63,50,NA,NA
KF9M,NA,836,2F,IL,2,Centralia Wireless Assn.,10,2,C,0,0,123,123,590,NA,NA
KG0E,NA,568,1B1,ND,2,NA,1,1,B,0,25,59,84,350,NA,NA
KG0ED,NA,660,1D,NE,2,NA,1,1,C,0,122,61,183,50,NA,NA
KG0RD,NA,886,1D,NE,2,NA,1,1,C,209,0,0,209,50,NA,NA
KG0V,NA,360,1B1B,CO,5,NA,1,1,B,11,0,0,11,250,NA,NA
KG3V,NA,666,1D,VA,2,Potomac Valley RC,1,1,C,135,0,38,173,50,NA,NA
KG4AFY,NA,290,1B1,AL,2,NA,1,1,B,0,10,0,10,250,NA,NA
KG4BMG,NA,112,1D,TN,2,NA,1,1,C,0,0,31,31,50,NA,NA
KG4EIF,NA,52,1C,VA,2,Albemarle ARC,1,1,B,0,0,1,1,50,NA,NA
KG4EXY,NA,472,1D,VA,2,NA,1,1,C,0,96,19,115,50,NA,NA
KG50XR,NA,64,3D,WTX,2,Pecos Co. ARC,5,3,C,0,0,7,7,50,NA,NA
KG5AUU,NA,1972,1B1,NTX,2,Ham Assn. of Mesquite,1,1,B,356,0,24,380,500,NA,NA
KG5GYA,NA,1274,1D,AR,2,NA,1,1,C,0,281,0,281,150,NA,NA
KG5JNC,NA,730,1D,STX,2,NA,1,1,C,0,170,0,170,50,Y,NA
KG5JST,NA,180,1B1B,OK,5,Pride Radio Grp.,1,1,B,0,3,0,3,150,NA,NA
KG5KKS,NA,4,1D,STX,2,NA,1,1,C,0,0,2,2,0,NA,NA
KG5LRL,NA,474,1D,NTX,2,Lake Area AR Klub,1,1,C,0,81,0,81,150,NA,NA
KG5WRY,NA,244,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,0,97,97,50,NA,NA
KG5YPK,NA,106,1D,STX,2,NA,1,1,C,0,0,3,3,100,NA,NA
KG6FCT,NA,842,1D,SV,2,Western Placer ARC,1,1,C,0,0,396,396,50,NA,NA
KG6LPP,NA,102,1D,NM,2,NA,1,1,C,0,0,26,26,50,NA,NA
KG7HTE,NA,148,1B1,OR,2,NA,1,1,B,0,0,49,49,50,NA,NA
KG7HVA,NA,264,1B1,OR,2,NA,1,1,B,0,0,7,7,250,NA,NA
KG7JWN,NA,290,1B1B,UT,5,NA,1,1,B,0,14,0,14,150,NA,NA
KG7MYX,NA,254,1D,WWA,2,NA,1,1,C,0,51,0,51,50,NA,NA
KG7SPL,NA,2148,3A,MT,2,American Legion Post 91 ARC,10,3,G,80,104,421,605,570,NA,NA
KG8LD,NA,80,1D,MI,2,Shiawassee ARA,1,1,C,0,0,15,15,50,NA,NA
KG9EP,NA,142,1D,WCF,2,NA,1,1,C,0,23,0,23,50,NA,NA
KG9X,NA,1402,1D,IL,2,NA,1,1,C,338,0,0,338,50,NA,NA
KH2GM,NA,734,1D,AL,2,NA,1,1,C,0,171,0,171,50,NA,NA
KH6AQ,NA,4554,1B2,PAC,2,NA,2,1,G,1055,21,0,1076,250,NA,NA
KH6CE,NA,550,1A,PAC,2,Emergency ARC of HI,53,1,B,3,10,24,37,450,NA,NA
KH6DC,NA,362,1E,PAC,2,NA,1,1,G,0,53,0,53,150,NA,NA
KH6E,NA,2624,1A,PAC,2,Kauai ARC,30,1,G,0,0,887,887,850,NA,NA
KH6ML,NA,72,1D,PAC,2,NA,1,1,C,0,4,3,7,50,NA,NA
KH6RDO,NA,1338,1D,PAC,2,Big Island ARC,1,1,C,0,322,0,322,50,NA,NA
KH6RF,NA,805,1B2B,AK,5,NA,2,1,B,33,11,3,47,350,NA,NA
KH6RS,NA,3493,3A,PAC,1,Maui ARC,11,3,B,421,2,1597,2020,1050,NA,NA
KH6UL,NA,886,1F,PAC,2,NCTAMS PAC,1,1,B,0,104,60,164,350,NA,NA
KH6Z,NA,1006,2A,PAC,2,SPARC,25,2,G,2,3,158,163,670,NA,NA
KI0AR,NA,166,1D,CO,2,NA,1,1,C,0,0,58,58,50,NA,NA
KI0D,NA,1318,1E,SD,2,NA,1,1,B,40,250,4,294,150,NA,NA
KI3C,NA,630,1D,VA,2,Potomac Valley RC,1,1,C,145,0,0,145,50,NA,NA
KI4AMD,NA,82,1D,VA,2,NA,1,1,C,2,4,4,10,50,NA,NA
KI4AZX,NA,166,1B1,SC,2,NA,1,1,B,0,0,58,58,50,NA,NA
KI4BBL,NA,250,1D,VA,2,NA,1,1,C,50,0,0,50,50,NA,NA
KI4DEF,NA,390,1B1B,NC,5,North American QRP CW Club,1,1,B,24,0,0,24,150,NA,NA
KI4ENS,NA,388,1E,KY,2,Bluegrass ARS,1,1,B,0,0,19,19,350,NA,NA
KI4EZC,NA,470,1E,TN,5,NA,1,1,B,32,0,0,32,150,NA,NA
KI4GGJ,NA,602,1D,AL,2,Univ. of Alabama RC,8,1,C,0,126,24,150,50,NA,NA
KI4IHC,NA,126,1D,VA,2,NA,1,1,C,0,19,0,19,50,NA,NA
KI4IO,NA,1820,1B2B,VA,5,NA,2,1,B,167,0,0,167,150,NA,NA
KI4TV,NA,1818,4A,TN,2,Tennessee Valley Contest Club,4,4,B,0,304,76,380,450,NA,NA
