call_does_not_include_checklogs,gota_call,club_name,section,number_of_transmitters,category,power_source,final_score,total_qsos,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,power_multiplier,bonus_points,number_of_participants
NØGF,NØLAC,Greater Grand Forks ARES,ND,3,A,G,3578,647,373,99,175,2,1340,45
NØHV,NA,SouthSide ARC,MO,2,A,G,1460,135,0,120,15,2,950,4
NØIWN,NA,Iowa Wireless AR Network,IA,2,A,G,3194,669,403,0,266,2,1050,12
NØJK,NA,NA,KS,1,C,B,70,2,2,0,0,2,50,1
NØKOE,NA,NA,NC,1,D,C,90,14,6,0,8,2,50,1
NØKTK,NA,NA,MO,2,B2,G,250,100,0,0,100,2,50,2
NØKV,WAØDE,ARES of Douglas and Elbert Co,CO,3,A,G,6460,1608,1046,41,521,2,1070,41
NØLD,NA,NA,OK,1,D,C,100,50,0,0,50,2,0,1
NØLY,NA,NA,MO,1,D,C,1854,451,451,0,0,2,50,1
NØMTC,NA,NA,KS,1,B1,B,512,126,0,5,121,2,250,1
NØNAF,NA,Coon Valley ARC,IA,3,AC,C,576,263,0,0,263,2,50,4
NØNEB,NA,Tricities ARC,NE,3,A,G,922,86,0,0,86,2,750,10
NØNK,NA,Newton/McPherson ARC,KS,3,A,B,2824,679,458,0,221,2,550,15
NØOK,NA,Mora Open Repeater Assn,MN,2,A,G,2176,352,105,56,191,2,1150,6
NØOY,NA,The Hill Gang,KS,2,A,G,2722,861,2,323,536,2,350,6
NØPR,ABØC,Macon Co ARC,MO,2,AC,C,3560,724,596,0,128,2,920,14
NØQL,KEØLJW,Ozark Mountain ARC,MO,4,A,G,1482,81,0,25,56,2,1270,52
NØRC,NA,NA,KS,1,D,C,52,1,0,0,1,2,50,1
NØRET,NA,NA,CO,1,D,C,1082,258,258,0,0,2,50,1
NØRQV,NA,NA,CO,1,D,C,258,104,0,0,104,2,50,1
NØS,KCØNRO,Sullivan ARC,MO,2,AC,C,1274,275,37,0,238,2,650,25
NØSFF,NA,NA,IA,1,A,G,1236,386,0,37,349,2,390,10
NØSS,NA,Mid-MO ARC,MO,2,A,G,4778,1233,631,0,602,2,1050,33
NØSUW,NA,NA,MN,1,B2B,B,380,6,0,0,6,5,350,2
NØSZ,WØKVA,Rocky Mountain Ham Radio,CO,3,A,G,3364,1048,113,26,909,2,990,20
NØTT,NA,NA,MO,1,E,G,5314,1291,1291,0,0,2,150,1
NØUIH,NA,NA,MO,1,D,C,110,60,0,0,60,1,50,1
NØUMP,NA,Garden City Area Hams,MO,3,A,B,864,241,166,0,75,2,50,3
NØUW,NA,Owatonna Steele Co ARC,MN,5,A,G,4872,1038,883,35,120,2,960,34
NØUY,NA,NA,MN,1,B1,B,1642,373,373,0,0,2,150,1
NØW,NA,DC ARC,MO,2,A,G,814,160,0,17,143,2,460,3
NØWLX,NA,NA,NE,1,E,B,224,62,0,0,62,2,100,1
NØWNV,NA,NA,MO,1,D,C,248,99,0,0,99,2,50,1
NØZS,NA,Lake of the Ozarks ARC,MO,2,A,G,1316,356,127,0,229,2,350,20
NP2GG,NA,NA,CT,1,E,G,538,144,0,0,144,2,250,1
NP2VI,NA,St Croix ARC,VI,2,A,G,2966,947,411,0,536,2,250,10
NQ5K,NA,NA,STX,1,D,C,452,201,201,0,0,1,50,1
NQ5L/VE6,NA,NA,AB,1,B1C,C,108,29,0,0,29,2,50,1
NR5DX,NA,NA,STX,3,D,C,552,402,0,0,402,1,150,4
NR5ON,NA,NA,NM,1,D,C,102,15,0,11,4,2,50,2
NR8Z,NA,NA,OH,1,B1B,B,3285,301,266,0,35,5,450,1
NR9K,NA,NA,IL,1,D,C,178,64,0,0,64,2,50,1
NRØAD,NA,Platte Co ARG,MO,4,F,C,2070,330,110,70,150,2,1050,24
NRØR,NA,NA,MO,1,E,G,2624,922,215,0,707,2,350,5
NS1RA,NA,North Shore Radio Assn,EMA,3,A,O,10878,2922,1832,0,1090,2,1370,45
NS7F,KG7ZSD,Saguaro Nights ARC,AZ,2,A,G,1250,184,7,19,158,2,830,20
NS8O,NA,NA,OH,1,E,B,690,85,85,0,0,2,350,1
NS9I,NA,NA,WI,1,D,C,224,112,0,112,0,1,0,1
NT4MM,NA,NA,GA,1,D,C,121,71,0,0,71,1,50,1
NT4P,NA,NA,NC,1,E,B,1230,113,112,1,0,5,100,1
NT7H,NA,Olympia ARS,WWA,3,A,G,1706,361,5,12,344,2,950,30
NT7MI,NA,NA,AZ,1,D,C,66,33,0,0,33,2,0,1
NUØT,NA,NA,CO,1,D,C,322,43,43,0,0,2,150,1
NV5S,NA,NA,STX,1,D,C,298,62,0,62,0,2,50,1
NV7CC,NA,Amateur Radio of Chuchill Co,NV,3,A,B,1268,200,9,0,191,2,850,15
NV7CV,NA,Sierra Intermountain Em Radio Assn,NV,2,A,G,1422,286,0,0,286,2,850,12
NV8E,NA,Rowdy's,OH,2,A,G,1434,435,107,0,328,2,350,3
NW2C,NA,NothEast Wireless RC,NLI,2,A,G,2494,511,116,75,320,2,1090,7
NW7D,NA,NA,AZ,1,C,B,114,32,0,0,32,2,50,1
NW8S,NA,Lorain Co Wireless Ops,OH,5,A,G,8154,2141,1037,24,1080,2,1750,14
NWØM,NA,NA,MO,1,D,C,1050,250,250,0,0,2,50,1
NX6I,NA,NA,SDG,1,D,C,232,58,58,0,0,2,0,1
NY1P,NA,NA,CT,1,E,B,2710,246,246,0,0,5,250,1
NY2U,NA,Troy ARA,ENY,4,A,G,1948,310,0,89,221,2,1150,27
NY4A,NA,NA,NC,1,E,G,1746,424,424,0,0,2,50,1
NY6J,NA,NA,IN,1,E,G,1798,561,238,0,323,2,200,1
NY9P,NA,NA,IL,1,D,C,450,100,100,0,0,2,50,1
NZ5A,NA,NA,STX,1,B1B,B,1990,164,164,0,0,5,350,1
PV8DX,NA,NA,PY,1,D,C,418,67,67,0,0,2,150,1
TI8/AA8HH,NA,NA,TI8,1,D,C,276,59,54,0,5,2,50,1
VA1AVR,VE1FAL,Annapolis Valley ARC,MAR,2,A,G,2520,475,104,76,295,2,1210,27
VA1MM,NA,NA,MAR,1,D,C,236,118,118,0,0,1,0,1
VA2LGQ,NA,NA,QC,1,D,C,74,12,0,0,12,2,50,1
VA2NDX,NA,NorDX club,QC,2,A,G,1450,333,267,0,66,2,250,4
VA2NU,NA,NA,QC,1,B1,B,404,27,0,0,27,2,350,1
VA2RIO,NA,NA,QC,1,E,G,222,61,0,0,61,2,100,1
VA3AZA,NA,NA,ONS,1,B1B,B,105,11,0,0,11,5,50,1
VA3FN,NA,NA,ONS,1,B1B,B,380,23,23,0,0,5,150,1
VA3KVI,NA,NA,ONS,1,D,C,486,168,0,0,168,2,150,1
VA3LNZ,NA,Victoria-Haliburton ARA,ONE,4,A,G,2360,670,0,85,585,2,850,20
VA3NRR,NA,Renfrew Co ARC,ONE,1,A,G,596,123,0,0,123,2,350,13
VA3OBO,NA,NA,ONS,1,C,G,182,41,0,0,41,2,100,1
VA3PCJ,NA,NA,ONE,1,C,B,640,49,49,0,0,2,150,1
VA3RKM,NA,NA,ONE,1,B1B,B,1185,54,53,0,1,5,650,1
VA3TPV,NA,NA,GTA,1,B1B,B,570,32,0,32,0,5,250,1
VA3VNE,NA,NA,ONS,1,B1B,B,1420,122,122,0,0,5,200,1
VA3VTE,NA,NA,GTA,1,B1,B,188,19,0,0,19,2,150,1
VA3VTF,NA,NA,GTA,1,B1,B,72,1,0,0,1,2,70,1
VA3WU,NA,NA,ONS,1,D,C,200,75,0,0,75,2,50,1
VA3YV,NA,NA,ONS,1,B2B,B,3980,398,328,0,70,5,350,2
VA4PAR,NA,Pathfinders ARC,MB,1,AC,C,1550,700,0,0,700,2,150,15
VA6AN,NA,NA,AB,1,B1,G,232,41,0,0,41,2,150,1
VA6YOD,NA,Cold Lake ARS,AB,1,A,G,468,49,0,0,49,2,370,15
VA7ECA,NA,Coast EmComm Assn,BC,1,A,B,448,48,0,1,47,2,350,9
VA7KO,NA,NA,BC,1,E,B,1810,393,310,77,6,2,250,1
VA7LEP,NA,Langley Em Program Crisis Comms Team,BC,3,F,C,1096,173,0,0,173,2,750,10
VA7ST,NA,NA,BC,1,E,B,1390,104,102,2,0,5,350,1
VC3C2C,NA,Hamilton ARC,ONS,6,A,G,3158,686,368,50,268,2,950,10
VE1AO,NA,NA,MAR,1,F,C,1716,403,130,0,273,2,650,20
VE1ARC,NA,Greenwood ARC,MAR,2,A,G,1590,168,102,0,66,2,1050,31
VE1BZI,NA,NA,MAR,1,D,C,144,36,0,36,0,2,0,1
VE1FO,VE1FQ,Halifax ARC,MAR,2,F,C,5546,1193,815,0,378,2,1530,43
VE1LD,VA1YL,KCARC,MAR,2,A,G,3270,882,249,9,624,2,990,8
VE1UW,NA,Pictou Co ARC,MAR,2,A,G,404,45,25,7,13,2,250,6
VE1YO,NA,Dartmouth ARC,MAR,1,F,G,494,86,86,0,0,2,150,2
VE2CBS,NA,Club Radio Amateur Sorel-Tracy,QC,1,AB,B,1785,156,117,14,25,5,350,7
VE2CLM,NA,NA,QC,1,D,C,534,144,46,2,96,2,150,33
VE2CQ,VE2CDX,Club Radio Amateur de Quebec,QC,2,A,G,1884,353,89,105,159,2,790,53
VE2CRL,NA,Club Radio Amateur Laval-Laurentides,QC,1,A,G,1336,174,59,0,115,2,870,24
VE2CRO,NA,Club Radio Amateur Drummondville,QC,2,AC,C,580,150,140,0,10,2,0,4
VE2CUR,NA,Groupe VE2RMP Radio Group,QC,1,A,G,1660,665,90,0,575,2,150,12
VE2CVR,NA,Club Radio Amateur Richelieu Valley,QC,3,A,G,3342,694,145,307,242,2,1050,20
VE2CWI,VE2ARC,West Island ARC/Montreal ARC,QC,2,A,B,7984,2041,1466,0,575,2,970,30
VE2CWQ,NA,Club Amateur Radio VE2CWQ,QC,2,A,B,1082,266,0,0,266,2,550,19
VE2DIK,NA,NA,QC,1,D,C,56,28,0,0,28,2,0,1
VE2EZD,NA,NA,QC,1,B1B,B,2490,204,204,0,0,5,450,1
VE2GT,NA,NA,QC,1,E,G,206,28,0,0,28,2,150,1
VE2JCW,NA,NA,QC,1,B1B,B,1810,166,166,0,0,5,150,1
VE2PGI,NA,NA,QC,1,D,C,84,21,21,0,0,2,0,1
VE2PID,NA,NA,QC,1,B1B,B,300,15,15,0,0,5,150,1
VE2RVL,NA,Club Station Repetitrice de Laval,QC,2,A,G,768,144,65,0,79,2,350,15
VE2UMS,NA,NA,QC,1,A,G,2390,650,270,0,380,2,550,25
VE2WMA,NA,NA,QC,1,D,C,24,12,0,0,12,2,0,1
VE2XDX,NA,eXtreme DX Club,QC,1,A,G,1470,342,268,0,74,2,250,3
VE3AIR,NA,Manotick ARG,ONE,2,A,G,1176,151,0,12,139,2,850,4
VE3AUO,NA,NA,ONS,1,E,G,264,57,0,0,57,2,150,1
VE3CNA,NA,NA,ONS,1,D,C,154,52,0,0,52,2,50,1
VE3DQN,NA,NA,ONE,1,B1B,B,200,15,15,0,0,5,50,1
VE3EDX,NA,NA,ONN,1,B1B,B,1460,121,121,0,0,5,250,1
VE3EEE,NA,NA,ONE,1,B1,G,564,105,1,101,3,2,150,1
VE3FME,NA,NA,ONS,1,B1,G,340,60,60,0,0,2,100,1
VE3FRG,NA,Frontenac Radio Group - Team A,ONE,5,AC,C,4854,1381,234,257,890,2,1110,9
VE3GCB,NA,Barrie ARC,ONS,2,A,G,2080,242,103,20,119,2,1350,39
VE3HB,NA,Oakville ARC,GTA,2,A,G,5990,1380,1130,0,250,2,970,8
VE3HED,NA,NA,ONE,1,D,C,53,53,0,0,53,1,0,1
VE3HIE (+VE3IDX),NA,NA,ONE,1,B2B,B,870,77,77,0,0,5,100,2
VE3IC,NA,Kitchener Waterloo ARC,ONS,6,A,G,1562,269,44,63,162,2,810,20
VE3JJF,NA,NA,ONN,1,A,G,1114,51,0,31,20,2,950,8
VE3JOG,NA,NA,ONS,1,E,G,230,40,0,0,40,1,190,3
VE3JSO,NA,NA,ONS,1,D,C,252,51,0,0,51,2,150,1
VE3JSQ,NA,NA,ONE,1,A,G,532,112,104,0,8,2,100,3
VE3KQN,NA,NA,ONE,1,B1B,B,3960,361,361,0,0,5,350,1
VE3KTB,NA,NA,ONS,1,D,C,20,9,0,1,8,2,0,1
VE3MGY,NA,NA,ONS,1,E,B,5350,1225,1225,0,0,2,450,1
VE3MIS,NA,Mississauga ARC,GTA,6,A,G,5396,1333,427,103,803,2,1670,45
VE3NAR,NA,Nortown ARC,ONS,3,A,G,1222,386,0,0,386,2,450,7
VE3OD,NA,Halton  ARC,GTA,1,A,G,2014,385,297,0,88,2,650,7
VE3ORF,NA,3730 Group,ONE,1,A,G,2492,871,0,0,871,2,750,35
VE3OW,NA,Sun Parlour Retirees ARC & Border City RC,ONS,4,A,G,5140,1634,411,0,1223,2,1050,14
VE3PAM,NA,NA,ONS,2,A,G,538,118,51,0,67,2,200,3
VE3PYJ,NA,NA,GTA,1,D,C,100,25,0,0,25,2,50,1
VE3RB,VE3KRG,Peterborough ARC,ONE,4,A,G,5744,1455,780,52,623,2,1170,11
VE3RCN,NA,NA,ONS,1,D,C,76,11,2,0,9,2,50,1
VE3REK,NA,NA,ONS,1,C,B,414,122,0,0,122,2,170,1
VE3RL,NA,Quinte ARC/Prince Edward RC,ONE,3,A,G,3406,1021,352,55,614,2,550,20
VE3RSA,NA,NA,GTA,1,D,C,650,150,150,0,0,2,50,1
VE3RSE,NA,Elgin ARS,ONS,4,AB,B,3170,252,243,9,0,5,650,11
VE3SAR,VE3DCN,Lambton Co RC,ONS,3,A,G,2708,507,218,74,215,2,1110,15
VE3SAU,NA,The Eastern Ontario ARC,ONE,2,A,G,954,352,0,0,352,2,250,5
VE3SB,NA,NA,GTA,1,D,C,140,35,35,0,0,2,0,1
VE3SHO,NA,NA,GTA,1,B1C,C,122,28,0,8,20,2,50,1
VE3SME,NA,Norfolk ARC,ONS,6,A,G,5018,1302,682,50,570,2,950,19
VE3SOO,NA,Algoma ARC,ONN,2,F,C,2110,559,361,0,198,2,270,17
VE3SPC,NA,South Pickering ARC,GTA,4,A,G,2062,493,213,0,280,2,650,8
VE3SPR,NA,Sunparlor ARC,ONS,2,A,G,1730,487,203,0,284,2,350,12
VE3SV,NA,NA,ONS,1,D,C,1054,346,56,0,290,2,250,1
VE3SWA,NA,Cambridge ARC,ONS,3,A,G,614,132,0,0,132,2,350,7
VE3TNC,NA,Toronto ARC,ONS,4,A,G,3532,890,346,105,439,2,850,20
VE3TW,NA,NA,ONE,1,E,G,526,188,188,0,0,1,150,1
VE3UDO,VE3DVE,Frontenac Radio Group - Team B,ONE,5,AC,C,2474,669,130,58,481,2,760,8
VE3UZ,NA,NA,ONS,1,B1C,C,790,160,160,0,0,2,150,1
VE3VM,NA,NPARC,ONS,2,A,G,3052,723,628,0,95,2,350,19
VE3VPT,NA,NA,ONN,2,B2,B,82,6,0,0,6,2,70,2
VE3VSW,NA,Seaway Valley ARC,ONE,2,A,G,1174,275,37,0,238,2,550,16
VE3XR,VA3ITA,Peel ARC,GTA,4,A,G,6336,1496,673,204,619,2,1590,28
VE3YRA,VE3YRK,York Region ARC,GTA,5,A,G,6274,1674,563,230,881,2,1340,48
VE3ZM,VE3JVG,NA,ONS,5,A,G,2622,528,308,0,220,2,950,18
VE3ZY,NA,NA,ONE,1,E,G,332,58,58,0,0,2,100,1
VE4XI,NA,NA,MB,1,D,C,190,140,0,0,140,1,50,1
VE5DX/7,NA,NA,BC,1,B2,G,1516,484,149,0,335,2,250,2
VE5RAC,NA,MARS/SARC,SK,4,A,G,2072,264,121,26,117,2,1250,20
VE5RI,NA,Sask Alta RC,SK,3,A,G,1038,144,0,0,144,2,750,6
VE6BGL/VE5,NA,NA,SK,1,B1,B,932,40,1,0,39,2,850,1
VE6CSX,NA,NA,AB,1,D,C,80,15,0,0,15,2,50,1
VE6EX,NA,Alberta Clippers,AB,1,AB,B,2560,221,221,0,0,5,350,5
VE6FAR,NA,Foothills ARS,AB,7,A,G,1614,132,0,0,132,2,1350,12
VE6FI,NA,NA,AB,2,E,G,2018,1768,0,0,1768,1,250,4
VE6FT,NA,Mayerthorpe Flying Tigers,AB,2,A,G,1046,311,235,0,76,1,500,16
VE6JDD,NA,NA,AB,1,D,C,24,12,0,0,12,2,0,1
VE6KC,NA,NA,AB,1,B2,G,3550,825,825,0,0,2,250,2
VE6NQ,NA,Calgary ARA,AB,3,A,G,2912,451,330,0,121,2,1350,39
VE6NS,NA,NA,AB,1,B1B,B,500,25,25,0,0,5,250,1
VE6WZL,NA,NA,AB,1,D,C,175,125,0,0,125,1,50,1
VE6YAC,NA,Yellowhead ARA,AB,2,A,G,992,254,57,0,197,2,370,12
VE6ZC,NA,NA,AB,1,B1B,B,660,42,20,0,22,5,350,1
VE7CMR,NA,Maple Ridge ARC,BC,3,A,G,822,136,0,0,136,2,550,8
VE7CNF,NA,NA,BC,1,D,C,54,2,1,1,0,1,50,1
VE7CRC,NA,Campbell River ARS,BC,1,A,G,606,78,0,0,78,2,450,8
VE7CVW,NA,Comox Valley ARC,BC,2,A,G,1320,331,154,0,177,2,350,13
VE7CW,NA,West Kootenay ARC,BC,2,A,B,1002,201,124,1,76,2,350,4
VE7DB,NA,White Rock ARC,BC,2,A,G,578,48,16,0,32,2,450,13
VE7ECC,NA,Abbotsford ARC,BC,2,A,G,1124,194,93,0,101,2,550,4
VE7HXD,NA,NA,BC,1,B1,B,172,11,0,0,11,2,150,1
VE7IO,NA,NA,BC,1,E,G,1342,273,273,0,0,2,250,1
VE7JH,NA,NA,BC,1,B1,G,3304,1001,576,0,425,2,150,1
VE7KDX,NA,NA,BC,1,D,C,350,104,71,0,33,2,0,2
VE7MIR,NA,Mid Island Radio Assn,BC,2,A,G,1468,96,49,14,33,2,1150,20
VE7NI,NA,NA,BC,1,B2B,B,880,23,23,0,0,5,650,2
VE7NSR,NA,North Shore ARC,BC,2,A,B,2698,724,196,4,524,2,850,35
VE7PCE,NA,EPCOM,BC,2,A,G,2822,861,0,0,861,2,1100,20
VE7RAR,NA,Richmond ARC,BC,2,A,G,1352,118,83,0,35,2,950,18
VE7RIJ,NA,NA,BC,1,E,G,316,83,0,0,83,2,150,3
VE7RRX,NA,NA,AB,1,B1B,B,160,2,0,0,2,5,150,1
VE7SAR,NA,Surrey ARC,BC,3,A,G,4058,1149,505,0,644,2,750,25
VE7SUN,NA,Delta ARS,BC,6,A,G,3388,640,148,61,431,2,1690,32
VE7VCC,NA,Westcoast ARA,BC,2,A,G,2848,516,363,10,143,2,1070,57
VE7VV,NA,NA,BC,1,E,B,158,2,1,1,0,2,150,1
VE7VVC,NA,NA,BC,2,A,G,744,45,2,0,43,2,650,20
VE7XBP,NA,NA,BC,1,E,G,170,35,0,0,35,2,100,1
VE8YK,NA,Yellowknife ARS,NWT,2,AB,B,890,24,5,19,0,5,650,4
VE9AA,NA,NA,MAR,1,C,B,1118,267,267,0,0,2,50,1
VE9EMM,NA,NA,MAR,2,D,C,558,193,11,0,182,2,150,5
VE9ND,NA,Fredericton ARC,MAR,2,A,G,1408,97,82,0,15,2,1050,12
VE9ZZ,NA,NA,MAR,2,E,B,266,74,1,33,40,2,50,5
VO1CRC,NA,NA,NL,1,E,G,520,150,0,0,150,2,220,3
VO1MRC,NA,NA,NL,1,B1B,B,480,3,3,0,0,5,450,1
VX715Ø,NA,NA,BC,1,D,C,101,51,0,0,51,1,50,1
VY2CRC,VY2CRV,Prince Edward Island ARG,MAR,2,F,G,1088,91,10,43,38,2,800,8
VY2DM,NA,NA,MAR,1,D,C,312,78,78,0,0,2,0,1
VY2LI,NA,NA,MAR,1,D,C,101,51,0,0,51,1,50,1
W1ACT,N1JOY,Fall River ARC,EMA,2,A,G,5982,1770,826,0,944,2,790,14
W1AO,NA,NA,ME,1,D,C,2094,519,503,0,16,2,50,1
W1AQ,NA,NA,RI,1,E,G,3818,1409,325,0,1084,2,350,6
W1AVK,NA,NA,CT,1,D,C,184,92,0,0,92,2,0,1
W1AW,NA,Maxim Memorial Station W1AW,CT,2,F,C,2382,1588,14,20,1554,1,760,13
W1BD,N1VEM,Central Vermont ARC,VT,3,A,G,5628,1925,464,0,1461,2,850,27
W1BFG,NA,NA,ME,1,C,G,74,12,0,0,12,2,50,1
W1BIM,NA,Central Massachusetts ARA,WMA,6,A,G,6142,1457,1018,71,368,2,1050,35
W1BJ,NA,NA,EMA,1,D,C,120,35,0,0,35,2,50,1
W1BNC,NA,HTV Chiefs,ME,3,A,G,730,188,2,0,186,2,350,8
W1BOS,NA,Boston ARC & Harvard WC,EMA,3,A,G,5092,1089,729,108,252,2,1240,25
W1BRS,NA,NA,CT,8,F,G,4788,1376,328,0,1048,2,1380,28
W1CRI,NA,Charlestown EOC ARES Ham Team,RI,2,F,G,1064,84,1,52,31,2,790,8
W1CUM,NA,NHRC ARS,NH,1,A,G,1298,514,0,0,514,2,270,8
W1DDD,NA1Q,Blackstone Valley ARC,RI,2,A,G,2134,299,50,13,236,2,1410,36
W1DGL,NA,NA,AZ,1,D,C,97,83,0,14,69,1,0,4
W1DHT,NA,Insurance City Repeater Club,CT,4,A,G,2202,576,15,35,526,2,950,18
W1EDH,NA,Middlesex ARS,CT,4,A,G,3322,774,412,0,362,2,950,25
W1EE,K1FC,Stamford ARA,CT,3,A,G,10468,2659,1810,0,849,2,1530,41
W1EKT,NA,Quannapowitt RA,EMA,3,A,G,520,39,21,0,18,2,400,9
W1FJ,NA,NA,EMA,1,E,B,770,72,72,0,0,5,50,1
W1FN,AE1H,NA,NH,4,A,B,2346,519,0,69,450,2,1170,40
W1FOY,NA,NA,ME,2,B2,G,576,81,0,32,49,2,350,2
W1FZ,NA,Great Bay Radio Assn,NH,4,A,G,1644,255,0,22,233,2,1090,15
W1GKT,NA,NA,AL,1,E,G,787,516,0,21,495,1,250,1
W1GLO,NA,NA,EMA,3,D,C,622,77,53,6,18,2,350,25
W1GZ,W1QED,Montachusett ARA,WMA,3,A,G,1642,308,88,0,220,2,850,8
W1HH,NA,NA,EMA,2,E,B,2730,226,130,0,96,5,950,32
W1HP,NA,PARC,EMA,1,A,G,3948,931,718,0,213,2,650,7
W1IE,NA,Thunder Ridge Pirates,VA,3,A,G,1076,181,110,22,49,2,450,4
W1JCW,NA,NA,NTX,1,C,B,770,144,0,0,144,5,50,1
W1JN,NA,NA,CT,1,E,B,950,175,175,0,0,2,250,1
W1JY,W1CNH,Central NH ARC,NH,4,A,G,3302,839,107,0,732,2,1410,14
W1KAW,NA,NA,EMA,1,E,B,350,10,10,0,0,5,250,1
W1KOO,NA,Burlington ARC,VT,3,F,C,1650,472,18,0,454,2,670,15
W1KVI,NA,Portland Amateur Wireless Assn,ME,2,A,G,1580,217,2,36,179,2,1070,15
W1KX,NA,Bass Hill Repeater Group,ME,1,A,G,3156,690,563,0,127,2,650,7
W1LAS,NA,Watervury (CT) ARC,CT,2,F,C,1142,383,13,0,370,2,350,10
W1LQ,NA,NA,ME,1,E,B,670,52,52,0,0,5,150,1
W1LY,W1SYE,Newport Co RC Sakonnet 49'ers,RI,2,A,G,14370,3880,2020,0,1860,2,2570,87
W1MB,NA,Fidelity ARC,RI,1,A,G,580,116,79,0,37,2,190,7
W1MHL,NA,Waltham ARA,EMA,3,A,B,658,37,0,17,20,2,550,20
W1MP,NA,NA,VT,1,E,G,192,21,0,0,21,2,150,2
W1MWV,N3LYT,White Mountain ARC,NH,3,A,G,3684,917,75,45,797,2,1610,38
W1MX,NA,MIT Radio Society,EMA,1,A,G,288,19,0,0,19,2,250,3
W1NRG,W1FD,Meriden ARC,CT,2,F,C,3558,666,468,0,198,2,1290,62
W1NVT,W1PU,Radio Amateurs of Northern Vermont,VT,2,A,B,14794,4671,1491,0,3180,2,2470,18
W1NY,NA,Hampden Co Radio Assn,WMA,5,A,G,12670,4012,1468,0,2544,2,1710,45
W1OP,W1PRA,Providence Radio Assn,RI,3,A,G,7934,2397,775,10,1612,2,1570,18
W1PID,NA,NA,NH,1,B1B,B,2790,234,234,0,0,5,450,1
W1QI,NA,Candlewood ARA,CT,2,AC,C,4780,1123,682,0,441,2,1170,26
W1QV,NA,Tri-City ARC,CT,2,A,G,1470,325,35,0,290,2,750,12
W1RO,NA,NA,IA,1,C,B,90,20,0,0,20,2,50,1
W1S,NA,NA,IN,3,E,G,4478,959,855,0,104,2,850,24
W1SAT,NA,Riverside Co & San Bernardino Co SATERN,ORG,4,F,G,692,24,10,12,2,2,600,9
W1SMH,NA,Sturdy Memorial Hospital ARC,EMA,2,A,G,2140,515,175,5,335,2,750,15
W1SRG,NA,Southborough Rod & Gun Club,EMA,1,AC,C,886,225,83,0,142,2,270,6
W1TFS,NA,NA,NH,1,D,C,110,30,0,0,30,2,50,1
W1TJL,W2QFR,Murphy's Marauders - YCCC,CT,1,A,G,4774,1517,420,0,1097,2,900,8
W1TKZ,NA,Wellesley ARS,EMA,3,AC,C,806,146,27,5,114,2,450,17
W1TU,KB1NEB,Ellsworth Amateur Wireless Assn,ME,2,A,G,3842,783,523,0,260,2,1230,15
W1VAR,NA,Valley ARA,CT,2,A,G,788,242,52,0,190,2,200,12
W1WAB,NA,NA,WCF,1,D,C,406,43,0,35,8,2,250,1
W1WBB,NA,NA,RI,1,D,C,92,14,7,0,7,2,50,1
W1WIU,NA,NA,RI,1,D,C,278,185,43,0,142,1,50,1
W1WMJ,NA,NA,OH,1,D,C,80,80,0,0,80,1,0,1
W1XH,NA,NA,EMA,1,E,G,500,100,100,0,0,2,100,1
W2AAB,NA,NA,NNJ,1,D,C,798,187,187,0,0,2,50,1
W2AE,NA,Radio Amateurs of Greater Syracuse,WNY,4,A,G,4338,913,437,214,262,2,1210,38
W2AEW,NA,NA,NNJ,1,B1B,B,640,58,0,0,58,5,350,1
W2AMC,NA,Peconic ARC,NLI,3,A,G,1922,559,135,2,422,2,530,23
W2BJN,NA,NA,AL,1,D,C,1058,227,222,5,0,2,150,1
W2C,W2WCR,Warren Co RC,ENY,7,F,G,6842,1815,459,167,1189,2,1960,38
W2CM,NA,Liverpool Amateur Repeater Club,WNY,4,A,G,5410,1338,490,202,646,2,1350,18
W2CRA,NA,Cherryville Repeater Assn II,NNJ,4,A,G,2282,433,101,82,250,2,1050,22
W2CXV,NA,Fulton ARC,WNY,1,A,G,1170,155,0,5,150,2,850,20
W2DMC,NA,Crystal RC / Rockland RACES,ENY,2,F,C,294,122,0,0,122,2,50,3
W2DXE,NA,NA,WNY,1,D,C,354,76,76,0,0,2,50,1
W2EB,NA,NA,WNY,1,B1B,B,430,18,18,0,0,5,250,1
W2EF,NA,West Essex ARC,NNJ,1,F,C,2400,454,221,0,233,2,1050,7
W2EGB,NA,East Greenbush ARA,ENY,2,A,B,2488,719,0,0,719,2,1050,27
W2F,NA,NA,NNY,1,E,G,408,79,0,0,79,2,250,2
W2FHA,NA,NA,WNY,4,A,G,2514,364,0,118,246,2,1550,14
W2GSA,NA,Garden State ARA,NNJ,1,A,G,2756,941,102,0,839,2,670,28
W2GSB,W2TOB,Great South Bay ARC,NLI,6,F,G,16102,4438,2708,0,1730,2,1810,73
W2HO,NE2Z,Orange Co (NY) ARC,ENY,5,A,G,3832,807,170,44,593,2,1790,51
W2IQ,AB4DK,NA,TN,3,A,G,1912,247,37,12,198,2,1320,42
W2JLK,NA,NA,NNJ,1,B1B,B,3410,286,286,0,0,5,550,1
W2JST,NA,Bear Bait RC,NNY,5,A,B,1742,240,1,80,159,2,1100,19
W2LCA,NA,North Country ARC,NNY,1,A,B,484,67,0,0,67,2,350,4
W2LI,NA,Tri-County ARA,NNJ,3,A,G,5118,1344,553,27,764,2,1270,58
W2LRC,WB2UPN,Larkfield ARC,NLI,2,A,G,2312,526,136,9,381,2,970,30
