call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
KA5ETS,NA,518,1D,NC,2,Orange County Radio Amateurs & Durham FM Assn,1,1,C,3,114,0,117,50
KA5FDX,NA,412,1E,AR,2,NA,2,1,G,3,50,25,78,150
KA5K,NA,2426,1D,STX,2,Northwest ARS,1,1,C,569,0,0,569,150
KA5M,NA,2216,1E,LA,2,Shreveport ARA,1,1,G,510,0,13,523,150
KA5NDH,NA,136,1D,NFL,2,NOARCFL,1,1,C,0,0,43,43,50
KA5PVB,NA,158,1D,WTX,2,Big Bend ARC,1,1,C,0,0,54,54,50
KA5ULE,NA,130,1D,WTX,2,NA,2,1,C,0,0,40,40,50
KA5WGF,NA,144,1D,MS,2,Chickasaw ARC and Olivebranch ARC,1,1,C,0,0,47,47,50
KA5WMF,NA,230,1E,TN,5,NA,1,1,B,0,0,16,16,150
KA5WSS,NA,700,1D,SF,2,Valley of the Moon ARC,1,1,C,0,162,1,163,50
KA6BJA,NA,706,1D,SB,2,Ventura County ARC,1,1,C,0,152,24,176,50
KA6CHX,NA,294,1E,LAX,2,Tri-County ARA (CA),1,1,B,0,0,22,22,250
KA6GMA,NA,274,1D,AZ,2,Mohave ARC,1,1,C,12,44,0,56,50
KA6S,NA,313,1D,EB,1,South Bay ARA,1,1,C,46,18,135,199,50
KA6UGS,NA,212,1D,ORG,2,Desert RATS of Palm Springs,1,1,C,0,46,14,60,0
KA6WAG,NA,266,1E,OR,2,Central Oregon Coast ARC,1,1,B,4,0,0,4,250
KA6WSI,NA,94,1D,CO,2,Estes Valley ARC,1,1,C,0,11,0,11,50
KA6YMD,NA,120,1D,SCV,2,Santa Clara County ARA,1,1,C,0,0,35,35,50
KA6ZTO,NA,112,1D,ORG,2,South Bay ARC,1,1,C,0,11,9,20,50
KA7BVS,NA,914,1D,WWA,2,Sky Valley ARC,1,1,C,0,166,0,166,250
KA7DCX,NA,155,1C,WWA,5,Radio Club of Tacoma,1,1,B,0,0,1,1,150
KA7NPQ,NA,142,1D,AZ,2,Thunderbird ARC,1,1,C,0,0,46,46,50
KA7NWF,NA,254,1D,WWA,2,Radio Club of Tacoma,1,1,C,0,0,102,102,50
KA7RGW,NA,82,1D,AZ,2,West Valley ARC,1,1,C,0,0,16,16,50
KA7RON,NA,90,1D,WWA,2,Clark County (WA) ARC,1,1,C,0,0,20,20,50
KA7SQD,NA,116,1D,GA,2,Camden County ARS,1,1,C,0,0,33,33,50
KA7T,NA,622,1E,ID,2,NA,1,1,B,118,0,0,118,150
KA7TTY,NA,100,1D,WWA,2,Boeing Employees ARS,1,1,C,0,0,15,15,70
KA8AOB,NA,36,1D,MI,2,Kalamazoo ARC,1,1,C,0,0,18,18,0
KA8BSA,NA,266,1D,OH,2,Cuyahoga Falls ARC,1,1,C,0,40,28,68,50
KA8CFM,NA,100,1D,VA,2,King George Amateur Radio Operators,1,1,C,0,0,25,25,50
KA8CLN,NA,178,1E,MI,2,NA,1,1,B,0,7,0,7,150
KA8DYD,NA,228,1E,GA,2,Cherokee ARS,1,1,G,0,17,5,22,150
KA8GPM,NA,442,1E,OH,2,NA,1,1,B,0,63,20,83,150
KA8HKC,NA,198,1D,OH,2,Newark Ohio ARA,1,1,C,0,0,24,24,150
KA8HOK,NA,1164,1E,AL,2,NA,1,1,S,216,0,25,241,250
KA8HUZ,NA,418,1D,OH,2,Parma RC,1,1,C,92,0,0,92,50
KA8JMW,NA,1508,1E,NM,2,Rocky Mountain Ham Radio,2,1,B,0,276,27,303,350
KA8KCR,NA,400,1E,NFL,5,NA,1,1,B,25,0,0,25,150
KA8NCR,NA,530,1E,MI,2,Monroe County Radio Communications Assn,1,1,G,84,0,22,106,150
KA8NJW,NA,362,1D,WV,2,Parkersburg Amateur Radio Klub,1,1,C,0,0,156,156,50
KA8SBI,NA,326,1E,OH,2,Preble ARA,1,1,G,0,0,88,88,150
KA8TOA,NA,192,1D,OH,2,Portage County Amateur Radio Service,1,1,C,0,0,71,71,50
KA8UZE,NA,84,1D,MI,2,Garden City ARC,1,1,C,0,0,17,17,50
KA8VHF,NA,198,1D,MN,2,South East Metro ARC,1,1,C,0,0,74,74,50
KA8VTV,NA,340,1E,OH,2,Parma RC,3,1,G,0,0,95,95,150
KA8YNW,NA,282,1D,OH,2,Orrville ARS,2,1,C,0,0,116,116,50
KA9BHD,NA,1828,1D,IL,2,Dupage ARC,1,1,C,297,144,7,448,50
KA9BYN,NA,150,1D,IN,2,Cass County ARC,1,1,C,0,0,50,50,50
KA9CAR,NA,136,1D,IL,2,McHenry County Wireless Assn,1,1,C,0,0,43,43,50
KA9FAJ,NA,150,1D,IA,2,Fort Madison ARC,1,1,C,0,0,50,50,50
KA9FCZ,NA,590,1D,IL,2,Radio Amateur Downstate Illinois Organization,1,1,C,135,0,0,135,50
KA9FQG,NA,650,1B1B,IN,5,NA,1,1,B,50,0,0,50,150
KA9GDW,NA,405,1D,IN,1,Patoka Valley ARC,1,1,C,0,0,155,155,250
KA9GLA,NA,100,1D,WI,2,Wisconsin ARC,1,1,C,0,0,25,25,50
KA9IUC,NA,1026,1D,IL,2,Tri-Town Radio Amateur Club,1,1,C,0,194,0,194,250
KA9IVY,NA,378,1D,OH,2,Toledo Mobile Radio Assn,1,1,C,0,0,164,164,50
KA9JBD,NA,378,1B1,WI,2,NA,1,1,B,1,0,12,13,350
KA9JCP,NA,306,1D,WI,2,West Allis RAC,1,1,C,0,0,128,128,50
KA9LAW,NA,50,1D,IN,2,NA,1,1,C,0,0,25,25,0
KA9LMK,NA,322,1E,MI,2,Utica Shelby Emergency Comms Assn,1,1,G,0,0,86,86,150
KA9OUT,NA,64,1D,IN,2,Lafayette DX Assn,1,1,C,0,0,7,7,50
KA9P,NA,1765,1E,IL,5,QRP ARC International,1,1,B,142,0,19,161,250
KA9PDK,NA,294,1E,MO,2,Northeast Missouri ARC,1,1,S,0,36,0,36,150
KA9QGH,NA,952,1D,WI,2,Schaumburg ARC,1,1,C,216,0,19,235,50
KA9TOX,NA,626,1D,IL,2,Fulton County ARC,1,1,C,0,144,0,144,50
KA9VMD,NA,646,1D,IL,2,Fox River Radio League,1,1,C,0,149,0,149,50
KA9WMI,NA,296,1E,SB,2,Conejo Valley ARC,1,1,B,0,0,23,23,250
KA9WXN,NA,430,1D,WI,2,Milwaukee Radio Amateurs' Club,2,1,C,0,39,12,51,250
KA9YMG,NA,224,1D,IL,2,Fulton County ARC,1,1,C,0,0,87,87,50
KA9Z,NA,162,1D,IN,1,Clark County (IN) ARC,1,1,C,0,0,112,112,50
KA9ZXN,NA,304,1D,IL,2,Suburban Technical ARS,1,1,C,0,0,77,77,150
KA0AIG,NA,204,1D,MO,2,NA,1,1,C,0,0,77,77,50
KA0BOJ,NA,580,1E,NE,2,NA,1,1,G,0,13,189,202,150
KA0CSW,NA,570,1A,MN,2,NA,3,1,G,105,0,0,105,150
KA0DOS,NA,190,1D,IA,2,Des Moines Radio Amateur Assn,1,1,C,0,0,20,20,150
KA0FTY,NA,300,1B1B,NE,5,ARA of Nebraska,1,1,B,0,0,30,30,150
KA0LCD,NA,70,1D,AZ,2,Oro Valley  ARC,1,1,C,0,0,10,10,50
KA0LDG,NA,830,1B1,ND,2,Red River Radio Amateurs,1,1,B,0,0,40,40,750
KA0PQW,NA,2334,1D,MN,2,Owatonna Steele County ARC,1,1,C,538,0,66,604,50
KA0REN,NA,1162,1D,MO,2,Blue Springs ARC,1,1,C,278,0,0,278,50
KA0UNB,NA,1738,1D,NE,2,Pioneer ARC,1,1,C,0,422,0,422,50
KA0YJE,NA,498,1D,MO,2,Heart of America RC,1,1,C,0,112,0,112,50
KA0ZPP,NA,500,1D,NM,2,Sacramento Mountains RC,1,1,C,0,0,175,175,150
KA0ZWV,NA,322,1D,OK,2,OCAPA,1,1,C,65,0,6,71,50
KB1AWM,NA,1134,1E,SC,2,Low Country Contest Club,1,1,B,96,82,36,214,350
KB1AZ,NA,2055,1E,NH,5,NA,1,1,B,0,186,9,195,150
KB1EHE,NA,1992,1D,CT,2,Meriden ARC,2,1,C,0,0,971,971,50
KB1EKN,NA,72,1D,EMA,2,Boston ARC,1,1,C,0,0,11,11,50
KB1FDW,NA,130,1D,VT,2,Green Mountain Wireless Soc,1,1,C,0,0,40,40,50
KB1HFT,NA,224,1D,EMA,1,Nashoba Valley ARC,1,1,C,31,56,0,87,50
KB1HKN,NA,362,1D,EMA,2,NA,1,1,C,0,78,0,78,50
KB1IRB,NA,82,1D,CT,2,NA,1,1,C,0,0,16,16,50
KB1IVE,NA,128,1D,ENY,2,Warren County NY RC,1,1,C,0,0,39,39,50
KB1JEY,NA,72,1D,EPA,2,Warminster ARC,1,1,C,0,0,11,11,50
KB1JKA,NA,92,1D,CT,2,BEARS of Manchester ARC,1,1,C,0,0,21,21,50
KB1JL,NA,446,1D,CT,2,Meriden ARC,1,1,C,98,0,2,100,50
KB1KA,NA,254,1D,RI,2,Sturdy Mem Hospital ARC,1,1,C,0,0,102,102,50
KB1KCT,NA,278,2D,NH,2,Cheshire County DX ARC,1,2,C,0,54,6,60,50
KB1KST,NA,12,1C,RI,2,NA,1,1,B,0,0,6,6,0
KB1KVD,NA,110,1D,EMA,1,NA,1,1,C,0,0,60,60,50
KB1LRL,NA,212,1D,WMA,2,Montachusett ARA,1,1,C,0,11,59,70,50
KB1LSH,NA,275,1B1B,EMA,5,Police Amateur Radio Team of Westford,1,1,B,0,0,5,5,250
KB1MGI,NA,414,1D,EMA,2,Police Amateur Radio Team of Westford,1,1,C,0,91,0,91,50
KB1ND,NA,98,1D,SC,2,Kershaw County ARC,1,1,C,0,0,49,49,0
KB1NO,NA,450,1E,EMA,2,Philips ARC,1,1,B,0,0,100,100,250
KB1OEP,NA,62,1D,EMA,2,Whitman ARC,1,1,C,0,0,6,6,50
KB1OIQ,NA,739,1D,EMA,1,Police Amateur Radio Team of Westford,1,1,C,307,0,75,382,50
KB1QHI,NA,392,1A,WMA,2,Crane Hill Amateurs,6,1,G,0,0,71,71,250
KB1RRP,NA,60,1D,AZ,2,NA,1,1,C,0,0,5,5,50
KB1RZA,NA,278,1B1,VT,2,NA,1,1,B,0,0,64,64,150
KB1SEQ,NA,385,1E,EMA,5,Police Amateur Radio Team of Westford,1,1,B,0,0,7,7,350
KB1TLR,NA,1472,1D,EMA,2,Falmouth ARA,1,1,C,0,0,611,611,250
KB1UKU,NA,180,1B1B,EMA,5,Police Amateur Radio Team of Westford,1,1,B,0,0,6,6,150
KB1VP,NA,580,1B1B,VT,5,Twin State RC,1,1,B,0,33,0,33,250
KB1VXY,NA,514,1D,EMA,2,Framingham ARA,1,1,C,0,0,182,182,150
KB1WEA,NA,538,1D,ME,2,Piscataquis ARC,1,1,C,47,0,50,97,250
KB1WLB,NA,624,1D,RI,2,NA,1,1,C,0,77,123,200,70
KB1WOH,NA,300,1E,CT,2,Southington Amateur Radio Assn,1,1,G,0,8,9,17,250
KB1WV,NA,342,1D,RI,2,Blackstone Valley ARC,1,1,C,0,61,24,85,50
KB1YNT,NA,486,1E,CT,2,NA,1,1,B,0,0,168,168,150
KB1YO,NA,88,1D,CT,2,NA,1,1,C,0,0,19,19,50
KB1YTR,NA,422,1E,MN,2,Wireless Soc of Southern Maine,1,1,B,0,0,36,36,350
KB1YXL,NA,275,1B1B,EMA,5,Framingham ARA,1,1,B,0,0,5,5,250
KB1YZ,NA,128,1D,MDC,2,St Marys County ARA,2,1,C,10,0,19,29,50
KB1ZIR,NA,126,1D,CT,2,Candlewood ARA,1,1,C,8,0,22,30,50
KB1ZQ,NA,578,1D,OK,2,OCAPA,2,1,C,0,0,264,264,50
KB1ZYI,NA,200,1D,CT,2,Woodmont Amateur Radio Assoc,1,1,C,0,0,75,75,50
KB1ZZU,NA,1470,1AC,RI,2,Newport County RC,4,1,C,0,250,0,250,470
KB2CCD,NA,126,1D,WNY,2,Rome RC,1,1,C,0,19,0,19,50
KB2CDX,NA,124,1D,ENY,2,East Greenbush ARA,1,1,C,0,0,37,37,50
KB2CUX,NA,444,1E,NFL,2,Lake Monroe ARS,3,1,G,0,0,47,47,350
KB2DMU,NA,310,1D,SNJ,2,Southern Counties ARA,1,1,C,0,62,1,63,60
KB2E,NA,1000,1D,WNY,2,Rochester (NY) DX Assn,1,1,C,0,235,5,240,50
KB2EZN,NA,450,1D,NFL,2,Orange Park ARC,1,1,C,0,96,8,104,50
KB2FA,NA,56,1D,SNJ,2,David Sarnoff ARC,1,1,C,0,0,3,3,50
KB2FCV,NA,1318,1D,NNJ,2,New Providence ARC,2,1,C,306,0,22,328,50
KB2GCG,NA,874,1D,DE,2,First State ARC,1,1,C,0,206,0,206,50
KB2IXT,NA,538,1D,ENY,1,Broughton Memorial Field Day Group,1,1,C,0,0,488,488,50
KB2JDB,NA,256,1D,WNY,2,Boston Valley Simplex Club,1,1,C,0,0,103,103,50
KB2KDY,NA,190,1D,ENY,2,Troy ARA,1,1,C,0,0,70,70,50
KB2KOL,NA,2444,1D,WNY,2,Boston Valley Simplex Club,1,1,C,404,0,339,743,150
KB2LZ,NA,162,1D,ENY,2,Troy ARA,1,1,C,0,0,56,56,50
KB2M,NA,670,1D,NFL,1,FVVFD,1,1,C,0,256,8,264,150
KB2MDR,NA,542,1D,NNJ,2,Fair Lawn ARC,1,1,C,0,123,0,123,50
KB2MGQ,NA,376,1E,SNJ,2,NA,1,1,G,0,0,113,113,150
KB2MMI,NA,138,1D,SNJ,2,Burlington County RC,1,1,C,0,0,44,44,50
KB2MN,NA,1240,1E,SNJ,2,Southern Counties ARA,2,1,G,185,0,125,310,250
KB2NCI,NA,146,1D,WNY,2,Squaw Island ARC,1,1,C,0,0,48,48,50
KB2RSQ,NA,276,1E,NLI,2,Radio Central ARC and Order of Boiled Owls of NY,1,1,B,0,0,63,63,150
KB2S,NA,964,2D,WWA,2,Microhams ARC,1,2,C,0,202,3,205,150
KB2SKP,NA,140,2D,MDC,2,St Marys County ARA,2,2,C,0,0,45,45,50
KB2SSZ,NA,538,1D,ENY,2,Orange County (NY) ARC,1,1,C,122,0,0,122,50
KB2SVD,NA,125,1D,SNJ,1,David Sarnoff ARC,1,1,C,36,0,3,39,50
KB2SYB,NA,262,1E,SNJ,2,Delaware Valley Radio Assn,1,1,G,0,0,56,56,150
KB2TLG,NA,92,1E,NNJ,2,Bergen County Emergency Management RC,1,1,B,0,0,21,21,50
KB2URI,NA,666,2E,WNY,2,NA,1,2,B,22,20,24,66,450
KB2WZT,NA,292,1D,NNY,2,Broughton Memorial Field Day Group,1,1,C,0,0,121,121,50
KB2YSI,NA,200,1D,WNY,2,Chenango Valley ARA,1,1,C,0,0,75,75,50
KB2ZPB,NA,374,1D,NLI,2,Radio Central ARC and Order of Boiled Owls of NY,1,1,C,0,81,0,81,50
KB3A,NA,810,1E,AL,2,Huntsville ARC,1,1,G,114,0,102,216,150
KB3AAY,NA,1934,1D,MDC,2,NA,1,1,C,471,0,0,471,50
KB3AC,NA,132,1D,EPA,2,Susquehanna Valley ARC,1,1,C,0,0,41,41,50
KB3BYA,NA,392,1D,WPA,2,Wrls Assn of South Hills,1,1,C,0,76,19,95,50
KB3CS,NA,998,1D,MDC,1,Mountain ARC (MD),1,1,C,0,424,0,424,150
KB3EHW,NA,464,1D,MI,2,Hazel Park ARC,1,1,C,0,78,1,79,150
KB3GMN,NA,650,1D,WPA,2,Wrls Assn of South Hills,1,1,C,0,0,300,300,50
KB3HF,NA,1562,1D,MO,2,Emergency Communications Assn of St Charles,1,1,C,0,328,0,328,250
KB3IPZ,NA,86,1D,EPA,2,NA,1,1,C,0,0,18,18,50
KB3JC,NA,480,1B1B,WPA,5,Fort Venango Mike and Key Club,1,1,B,33,0,0,33,150
KB3JGA,NA,314,1E,MDC,2,NA,1,1,B,0,16,0,16,250
KB3JQQ,NA,60,1D,MDC,2,Northeast Maryland Amateur Radio Contest Soc,1,1,C,0,0,5,5,50
KB3JU,NA,250,1D,NFL,2,Lake Monroe ARS,1,1,C,0,50,0,50,50
KB3LDI,NA,80,1D,EPA,2,Reading RC,1,1,C,0,0,15,15,50
KB3LLD,NA,296,1D,EPA,2,Endless Mountains ARC,1,1,C,0,0,73,73,150
KB3LSX,NA,478,1D,TN,2,NA,1,1,C,0,107,0,107,50
KB3LYB,NA,258,1E,WPA,2,North Hills ARC of Pittsburgh,1,1,B,0,1,52,53,150
KB3MKD,NA,518,1B1,WI,2,Riverland ARC,1,1,B,0,67,0,67,250
KB3MTW,NA,56,1D,EPA,2,Penn Wireless Assn,1,1,C,0,0,3,3,50
KB3NRL,NA,178,1B1,EPA,2,Battleship New Jersey Amateur Radio Station,1,1,G,0,0,14,14,150
KB3NSH,NA,258,1D,WPA,2,Skyview Radio Soc,1,1,C,0,52,0,52,50
KB3OUK,NA,238,1E,WPA,2,NA,2,1,B,0,0,44,44,150
KB3OZD,NA,254,1D,EPA,2,Pottstown Area ARC,1,1,C,0,0,52,52,150
KB3P,NA,148,1D,EPA,1,NA,1,1,C,46,0,6,52,50
KB3PQT,NA,88,1D,EPA,2,Cumberland ARC,1,1,C,0,0,19,19,50
KB3QJA,NA,290,1D,WPA,2,Cumberland Valley ARC,1,1,C,60,0,0,60,50
KB3RBW,NA,130,1C,EPA,5,Lehigh Valley ARC,1,1,O,0,0,16,16,50
KB3RLP,NA,224,1E,EPA,2,Mid-Atlantic ARC,1,1,G,0,0,37,37,150
KB3SJS,NA,338,1E,EPA,2,Phil-Mont Mobile RC,1,1,B,0,0,94,94,150
KB3SPH,NA,97,1D,MDC,1,Fort Washington ARC,1,1,C,0,0,47,47,50
KB3SWS,NA,60,1D,MDC,2,Fort Washington ARC,1,1,C,0,0,5,5,50
KB3UVG,NA,135,1D,EPA,1,NA,1,1,C,0,0,85,85,50
KB3UZE,NA,74,1D,EPA,2,Lehigh Valley ARC,1,1,C,0,0,12,12,50
KB3VS,NA,352,1D,EPA,2,Murgas ARC,1,1,C,0,0,151,151,50
KB3WAV,NA,1258,1B1,MDC,2,Carroll County Contesters,1,1,B,10,196,42,248,350
KB3WEU,NA,192,1B2,WPA,2,Nittany ARC,2,1,B,0,0,21,21,150
KB3WFQ,NA,302,1D,EPA,2,Pottstown Area ARC,1,1,C,60,0,6,66,50
KB3WLU,NA,88,1D,EPA,2,Lehigh Valley ARC,1,1,C,0,0,19,19,50
KB3WPR,NA,252,2B2,WI,2,NA,2,2,B,0,0,1,1,250
KB3WYH,NA,60,1D,EPA,2,State Line RC,1,1,C,0,0,5,5,50
KB3ZQJ,NA,280,1D,EPA,2,Endless Mountains ARC,1,1,C,0,0,115,115,50
KB4AS,NA,690,1D,GA,2,Piedmont ARC,1,1,C,0,0,20,20,650
KB4CG,NA,2582,1B1,VA,2,NA,1,1,G,573,0,20,593,250
KB4DE,NA,1302,1D,SC,2,Columbia (SC) ARC,1,1,C,313,0,0,313,50
KB4EE,NA,414,1D,SFL,2,Boca Raton ARA,1,1,C,16,0,50,66,250
KB4ENQ,NA,58,1D,KY,2,Woodford County ARC,1,1,C,0,0,4,4,50
KB4FB,NA,134,1D,WCF,1,NA,1,1,C,42,0,0,42,50
KB4IRR,NA,1540,1B1B,MO,5,NA,1,1,B,139,0,0,139,150
KB4JNW,NA,806,1D,NFL,2,Northwest Florida ARC,2,1,C,0,189,0,189,50
KB4KBS,NA,2088,1D,GA,2,North Fulton ARL,1,1,C,181,296,15,492,150
KB4MCP,NA,62,1D,VA,2,Eastern Shore ARC,1,1,C,0,0,6,6,50
KB4MG,NA,574,1D,GA,2,Cherokee ARS,2,1,C,0,61,40,101,250
KB4NEI,NA,60,1D,AL,2,Huntsville ARC,1,1,C,0,0,5,5,50
KB4OPR,NA,202,1E,VA,2,NA,1,1,B,0,0,26,26,150
KB4QQJ,NA,5380,1B1B,NC,5,Straight Key Century Club,1,1,B,508,0,10,518,250
KB4XT,NA,650,1D,AL,2,Wiregrass ARC,1,1,C,0,150,0,150,50
KB4YPN,NA,690,1D,VA,2,Central Virginia Contest Club,1,1,C,0,0,320,320,50
KB5BGC,NA,276,1E,MI,2,Kalamazoo ARC,1,1,G,0,0,63,63,150
KB5FLA,NA,215,1D,AR,1,Arkansas River Valley Amateur Radio Foundation,1,1,C,0,0,165,165,50
KB5JO,NA,310,1B1B,STX,5,NA,1,1,B,16,0,0,16,150
KB5KN,NA,274,1D,STX,2,Texas Emergency Amateur Communicators,1,1,C,0,0,112,112,50
KB5NJD,NA,1274,1D,NTX,2,Southwest Dallas County ARC,1,1,C,306,0,0,306,50
KB5OO,NA,186,1D,MI,2,Hazel Park ARC,1,1,C,0,0,68,68,50
KB5PGY,NA,778,1D,STX,2,Johnson Space Center ARC/Clear Lake ARC,1,1,C,0,122,0,122,290
KB5QR,NA,416,1E,AR,2,Benton ARS,1,1,B,0,0,133,133,150
KB5R,NA,822,1E,WTX,2,Big Bend ARC,1,1,G,0,0,386,386,50
KB5RXL,NA,1130,1D,NTX,2,NA,1,1,C,270,0,0,270,50
KB5VKP,NA,130,1D,STX,2,NA,1,1,C,0,20,0,20,50
KB5WBH,NA,566,1E,AR,2,NA,1,1,G,0,104,0,104,150
KB5WCK,NA,1152,1D,NTX,2,N Richland Hills ARC,1,1,C,0,270,11,281,50
KB5WWW,NA,1242,1D,STX,2,Texas DX Soc,1,1,C,0,298,0,298,50
KB6A,NA,692,1D,ORG,2,NA,1,1,C,139,0,43,182,50
KB6DE,NA,308,1B2,SF,2,Humboldt ARC,2,1,B,0,0,29,29,250
KB6IQ,NA,132,1D,ORG,2,Tri-County ARA (CA),1,1,C,10,0,21,31,50
KB6NU,NA,2900,1B1B,MI,5,Arrow Communications Assn,1,1,B,225,0,0,225,650
KB6TAZ,NA,1277,1D,SCV,1,Paso Robles ARC,1,1,C,0,0,1227,1227,50
KB6WKT,NA,706,1B1,LAX,2,Downey ARC,1,1,G,94,0,90,184,150
KB7AJY,NA,275,1B1B,WWA,5,Wahkiakum County ARC,1,1,B,0,0,5,5,250
KB7AK,NA,1266,1E,WWA,2,Clark County (WA) ARES/RACES,1,1,B,5,149,0,154,650
KB7AZ,NA,362,1D,AZ,2,Oro Valley ARC,1,1,C,70,0,16,86,50
KB7BTO,NA,138,1D,WWA,2,Island County ARC,1,1,C,0,22,0,22,50
KB7CFV,NA,215,1E,AZ,5,Coconino ARC,20,1,B,0,0,13,13,150
KB7GFL,NA,568,1D,WWA,2,Sky Valley ARC,1,1,C,0,79,1,80,250
KB7HCZ,NA,264,1B1C,EWA,2,NA,1,1,C,0,0,7,7,250
KB7HDX,NA,264,1D,EWA,2,NA,1,1,C,0,0,107,107,50
KB7KYA,NA,138,1D,WWA,2,Boeing Employees ARS,1,1,C,2,0,40,42,50
KB7KYK,NA,295,1D,WWA,1,Kitsap County ARC,1,1,C,0,113,19,132,50
KB7KZ,NA,288,1E,MI,2,Marinette Menominee ARC,1,1,B,53,0,13,66,50
KB7LJP,NA,600,1B1B,WWA,5,NA,1,1,B,35,0,0,35,250
KB7MLK,NA,352,1B2,NTX,2,Red Mountain Radio Amateurs,2,1,G,0,0,151,151,50
KB7QWC,NA,132,1D,SV,2,Sierra Foothills ARC,1,1,C,0,20,1,21,50
KB7THX,NA,260,1D,ORG,2,Mike & Key ARC,1,1,C,0,0,105,105,50
KB7WSD,NA,58,1B1,WWA,2,Microhams ARC,1,1,B,0,0,4,4,50
KB7XL,NA,380,1D,NV,2,Thomas Rees,2,1,C,0,0,165,165,50
KB7YEL,NA,76,1D,WNY,2,NA,1,1,C,0,0,13,13,50
KB7YS,NA,368,2B2,EWA,2,Apple City ARC,2,2,B,0,0,59,59,250
KB8BWG,NA,62,1D,VA,2,King George Amateur Radio Operators,1,1,C,0,0,6,6,50
KB8DNQ,NA,284,1D,OH,2,Alliance ARC,1,1,C,0,42,33,75,50
KB8GAE,NA,2070,1D,OH,2,Mahoning Valley ARA,1,1,C,505,0,0,505,50
KB8GVW,NA,398,1D,OH,2,NA,1,1,C,0,36,102,138,50
KB8IUP,NA,296,1D,OH,2,Toledo Mobile Radio Assn,2,1,C,0,0,123,123,50
KB8M,NA,194,1E,MI,2,NA,1,1,B,0,0,22,22,150
KB8MRC,NA,110,1D,OH,2,NA,1,1,C,0,15,0,15,50
KB8NUF,NA,646,1E,MDC,2,Garrett County ARES,1,1,G,123,0,2,125,150
KB8ODB,NA,118,1D,MI,2,North Ottawa ARC,1,1,C,0,0,34,34,50
KB8PGW,NA,1854,1E,MI,2,NA,1,1,B,401,0,0,401,250
KB8PXM,NA,1186,1E,OH,2,Coshocton County ARA,1,1,G,0,179,0,179,470
KB8SB,NA,218,1D,NFL,2,The Villages ARC,1,1,C,0,42,0,42,50
KB8TAD,NA,82,1D,OH,2,Athens County ARA,1,1,C,0,0,16,16,50
KB8TAR,NA,298,1D,MI,2,Lapeer County ARA,1,1,C,0,0,124,124,50
KB8TL,NA,1406,1D,MI,2,Livonia ARC,1,1,C,339,0,0,339,50
KB8TUY,NA,256,1D,OH,2,Portage County Amateur Radio Service,1,1,C,0,0,103,103,50
KB8U,NA,1490,1C,MI,5,Arrow Communications Assn,1,1,B,107,3,8,118,350
KB8UHN,NA,526,1B1,OH,2,Portage County Amateur Radio Service,1,1,B,0,0,188,188,150
KB8UIP,NA,266,1B1,SDG,2,NA,1,1,B,0,0,8,8,250
KB8UJB,NA,326,1D,OH,2,TUSCO ARC,1,1,C,0,10,18,28,250
KB8UMD,NA,598,1D,MI,2,Straight Key Century Club,1,1,C,137,0,0,137,50
KB8VND,NA,844,1D,MS,2,NA,1,1,C,0,0,397,397,50
KB8W,NA,540,1E,MI,5,Copper Country Radio Amateur Assn,1,1,B,39,0,0,39,150
KB8ZGL,NA,510,1D,MI,2,Lowell ARC,1,1,C,0,0,230,230,50
KB8ZIO,NA,60,1D,WV,2,West Virginia Amateur Radio,1,1,C,0,0,5,5,50
KB8ZR,NA,586,1D,OH,2,NA,1,1,C,0,134,0,134,50
KB8ZWT,NA,150,1D,OH,2,Portage County Amateur Radio Service,1,1,C,0,0,50,50,50
KB9BVL,NA,1774,1D,KY,2,Paducah ARA,1,1,C,0,0,862,862,50
KB9DED,NA,236,1E,WI,2,Wisconsin Valley Radio Assn,1,1,B,0,0,43,43,150
KB9DVC,NA,330,1E,IL,5,York RC,1,1,B,1,27,0,28,50
KB9E,NA,58,1D,WI,2,NA,1,1,C,0,0,4,4,50
KB9ENS,NA,700,1E,LAX,2,Palos Verdes ARC,2,1,S,72,0,21,93,370
KB9EPL,NA,274,1E,IL,2,Suburban Technical ARS,1,1,G,0,0,62,62,150
KB9FU,NA,424,1E,STX,2,NA,2,1,S,0,0,87,87,250
KB9FVJ,NA,904,2A,IN,2,Central Indiana ARA,14,2,G,0,0,17,17,870
KB9GEG,NA,66,1D,MS,2,NA,1,1,C,0,0,8,8,50
KB9JMU,NA,64,1D,IN,2,Mid-State ARC,1,1,C,0,0,7,7,50
KB9KY,NA,686,1D,STX,2,Northwest ARS,1,1,C,0,159,0,159,50
KB9LFZ,NA,832,1C,NTX,2,NA,1,1,G,0,0,341,341,150
KB9LGS,NA,390,1B1,IN,2,Bloomington ARC,1,1,G,0,0,20,20,350
KB9LIE,NA,276,1D,WI,2,Hidden Valleys ARC,1,1,C,0,0,113,113,50
KB9LLD,NA,270,1B1,AL,2,NA,1,1,B,0,0,10,10,250
KB9LNR,NA,265,1B1B,IL,5,NA,1,1,B,0,0,3,3,250
KB9LXM,NA,116,1D,WCF,2,Fort Myers ARC,1,1,C,0,0,33,33,50
KB9NTX,NA,338,1E,IL,2,Hamfesters RC,1,1,G,0,47,0,47,150
KB9OFK,NA,56,1D,WI,2,Riverland ARC,1,1,C,0,0,3,3,50
