call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n
KC0RAM,NA,540,1C,IA,5,NA,1,1,B,0,0,58,58,250,NA
KC0RVS,KF0BOB,1219,4A,CO,2,Village 7 ARC,20,4,B,78,10,46,134,775,NA
KC1BB,NA,62,1D,AZ,2,NA,1,1,C,0,3,0,3,50,NA
KC1BDJ,NA,926,1B1,VT,2,NA,1,1,B,178,0,32,210,150,NA
KC1CUE,W1KDA,4656,2F,RI,2,Coventry (RI) EMA,28,2,C,0,272,664,936,2240,NA
KC1DLN,NA,1046,1D,ME,2,NA,1,1,C,0,249,0,249,50,NA
KC1FOZ,NA,250,1B1,NH,2,NA,1,1,B,0,0,50,50,150,NA
KC1GGY,NA,134,1D,RI,2,NA,1,1,C,0,3,36,39,50,NA
KC1GLB,NA,250,1D,NH,2,NA,1,1,C,0,50,0,50,50,NA
KC1NBY,NA,598,1D,CT,2,NA,1,1,C,0,107,60,167,50,NA
KC1NE,NA,110,1B1,KY,2,Northern KY ARC,1,1,B,0,0,30,30,50,NA
KC1NXT,NA,90,1D,VT,2,NA,1,1,C,0,10,0,10,50,NA
KC1OT,NA,876,1E,CT,2,NA,1,1,B,0,0,303,303,270,NA
KC1PRG,NA,166,1D,WMA,2,Quaboag Valley ARC,1,1,C,0,29,0,29,50,NA
KC1QEM,NA,366,1D,EMA,2,Barnstable ARC,1,1,C,0,0,158,158,50,NA
KC1SAB,NA,178,1E,WMA,2,Quaboag Valley ARC,1,1,B,0,0,14,14,150,NA
KC1TUF,NA,314,1D,EMA,2,Cape Ann ARA,1,1,C,0,41,0,41,150,NA
KC1V,NA,614,1E,CT,2,Yankee Clipper Contest Club,1,1,G,141,0,0,141,50,NA
KC1WAF,NA,58,1D,SCV,2,NA,1,1,C,0,0,4,4,50,NA
KC1WD,NA,170,1D,EMA,2,NA,1,1,C,0,30,0,30,50,NA
KC1WOV,NA,126,1D,EMA,2,NA,1,1,C,0,0,38,38,50,NA
KC2FTD,NA,358,1F,ENY,2,NY State EOC,2,1,C,0,0,104,104,150,NA
KC2GRN,NA,110,1D,NLI,2,NA,1,1,C,0,15,0,15,50,NA
KC2J,NA,1780,1B1B,AZ,5,Oro Valley ARC,1,1,B,44,94,0,138,400,NA
KC2JYD,NA,206,1D,WCF,2,NA,1,1,C,0,0,78,78,50,NA
KC2MJB,NA,218,1B1,WNY,2,NA,1,1,B,0,0,34,34,150,NA
KC2NJ,NA,490,1D,NNJ,2,West Essex ARC,1,1,C,0,110,0,110,50,NA
KC2QVD,NA,374,1D,NC,2,South Wake ARC,1,1,C,0,0,162,162,50,NA
KC2RC,NA,1618,2A,NLI,2,Kings Co. RC,24,2,G,33,86,236,355,670,NA
KC2RDX,NA,658,1D,VA,2,Morris RC/Hanover Township OEM,1,1,C,0,152,0,152,50,NA
KC2USA,NA,144,1B1,WNY,2,NA,1,1,G,0,0,47,47,50,NA
KC2VPE,NA,92,1D,NNJ,2,NA,1,1,C,0,0,21,21,50,NA
KC2VTM,NA,146,1D,ENY,2,Orange Co. (NY) ARC,1,1,C,0,16,16,32,50,NA
KC2WUF,NA,334,1D,NNJ,2,New Providence ARC,1,1,C,0,46,0,46,150,NA
KC2YXU,NA,70,1D,WNY,2,NA,1,1,C,0,0,10,10,50,NA
KC2ZRA,NA,82,1D,NLI,2,NA,1,1,C,0,8,0,8,50,NA
KC3BUZ,NA,200,1B1B,EPA,5,NA,1,1,B,0,0,30,30,50,NA
KC3EJC,NA,226,1B1,WPA,2,NA,1,1,B,0,0,38,38,150,NA
KC3FHC,NE3MD,2093,3F,MDC,2,Harford Co. ARES/RACES,17,3,B,111,26,165,302,1215,NA
KC3FMI,NA,190,1B1B,NM,5,NA,1,1,B,4,0,0,4,150,NA
KC3KFW,NA,126,1D,WPA,2,NA,1,1,C,0,19,0,19,50,NA
KC3KRZ,NA,0,1D,WPA,1,NA,1,1,C,0,0,16,16,0,Y
KC3LUV,NA,72,1D,MDC,2,Queen Anne’s ARC,1,1,C,0,0,11,11,50,NA
KC3MAL,NA,362,1D,IA,2,Des Moines Radio Amateurs Assn.,1,1,C,78,0,0,78,50,NA
KC3MWD (+KN4SGS),NA,505,1B2B,MDC,5,NA,2,1,B,0,10,1,11,400,NA
KC3OLO (+KD3OLO),NA,990,2B2,EPA,2,NA,2,2,B,0,100,0,100,590,Y
KC3PIB,NA,380,1B1B,WPA,5,NA,1,1,B,0,11,4,15,250,NA
KC3RHQ,NA,790,1D,WPA,2,Butler Co. AR Public Srvc. Grp.,1,1,C,0,185,0,185,50,NA
KC3RVZ,NA,282,1B1,MDC,2,NA,1,1,B,0,0,16,16,250,NA
KC3SMA,NA,926,3A,WPA,2,Island of Misfit Hams,3,3,B,0,67,54,121,550,NA
KC3TRT,NA,90,2C,EPA,2,NA,2,2,B,0,0,20,20,50,NA
KC3TSH,NA,364,1B1,WPA,2,McKean Co. ARC,1,1,B,0,0,7,7,350,NA
KC3UII,NA,1260,1D,EPA,2,Frankford Radio Club,1,1,C,0,249,97,346,70,NA
KC3UNI,NA,414,1D,WPA,2,NA,1,1,C,0,91,0,91,50,NA
KC3VPB,NA,1580,2E,WPA,2,NA,1,2,B,0,285,45,330,350,NA
KC3WIE,NA,625,1B1B,EPA,5,NA,1,1,B,0,0,15,15,550,NA
KC3WVZ,NA,210,1E,MDC,2,NA,1,1,B,0,0,30,30,150,NA
KC3WWC,NA,650,1E,EPA,5,NA,1,1,B,0,50,0,50,150,NA
KC3WX,NA,5740,2D,EPA,2,NA,3,2,C,878,291,457,1626,150,NA
KC3YVD,NA,130,1D,WPA,2,Butler Co. AR Public Srvc. Grp.,1,1,C,0,13,14,27,50,NA
KC3YVE,NA,454,1D,WPA,2,Butler Co. AR Public Srvc. Grp.,1,1,C,0,101,0,101,50,NA
KC4CR,NA,460,1B1B,OR,5,NA,1,1,B,21,0,0,21,250,NA
KC4FLT,NA,916,2A,AL,2,Enterprise ARS,8,2,B,70,0,43,113,550,NA
KC4GCK,NA,1342,1D,GA,2,NA,1,1,C,0,323,0,323,50,NA
KC4IR,NA,386,1D,AL,2,NA,1,1,C,84,0,0,84,50,NA
KC4KS,NA,170,1D,TN,2,Macon Area Ham Radio Soc.,1,1,C,30,0,0,30,50,NA
KC4KZR,NA,460,1D,NC,2,NA,1,1,C,5,60,0,65,200,NA
KC4RSL,NA,230,1E,GA,2,Athens RC,2,1,B,0,0,30,30,170,NA
KC4SCO,NA,734,2A,NC,2,Cisco Systems ARC,15,2,G,0,31,20,51,570,NA
KC4SM,NA,602,1E,VA,2,NA,1,1,G,1,54,116,171,150,NA
KC4YRV,NA,946,1E,GA,2,NA,1,1,B,0,221,6,227,50,NA
KC4ZA,NA,374,1D,VA,2,Heritage Hunt Hams,1,1,C,81,0,0,81,50,NA
KC5CWW,NA,1814,3AC,MS,2,George Co. ARES,30,3,C,0,250,112,362,590,NA
KC5DCT,NA,110,1D,NTX,2,NA,1,1,C,15,0,0,15,50,NA
KC5DR,WA5WX,1685,2A,LA,2,Louisiana Delta RC,32,2,G,0,136,73,209,995,NA
KC5JMD,NA,370,1E,NTX,2,Richardson Wireless Klub,1,1,B,0,55,0,55,150,NA
KC5LL,NA,250,1B1,NTX,2,Lake Area AR Klub,1,1,B,0,0,100,100,50,NA
KC5QNK,NA,312,1D,STX,2,NA,1,1,C,0,75,6,81,0,NA
KC6ZBE,NA,440,1B1B,STX,5,NA,1,1,B,29,0,0,29,150,NA
KC7CCK (+KE7AUP),NA,505,1B2B,EWA,5,NA,2,1,B,0,0,31,31,150,NA
KC7DB,NA,72,1D,AZ,2,NA,1,1,C,0,0,11,11,50,NA
KC7H,NA,344,1D,EWA,2,Panoramaland ARC,1,1,C,0,0,147,147,50,NA
KC7IMD,NA,382,1B1,OR,2,NA,1,1,B,0,33,0,33,250,NA
KC7KFF,NA,612,1A,MT,2,Milky Way Wireless Club,3,1,B,31,0,59,90,370,NA
KC7ND,NA,170,1E,TN,2,Delta and Neshoba ARC,1,1,B,0,0,60,60,50,NA
KC7O,NA,856,1E,LAX,2,PRC/SPARC/JPLARC/CITARC,1,1,B,0,0,303,303,250,NA
KC7ODP,NA,368,1F,ID,2,Kootenai ARES/RACES,14,1,B,0,0,9,9,350,NA
KC7RJK,NA,440,1B1B,OR,5,NA,1,1,B,0,0,38,38,250,NA
KC7TGX,NA,552,1B1,AZ,2,NA,1,1,B,0,36,29,65,350,NA
KC7TMC,NA,334,2A,NV,2,Nellis ARC,18,2,G,0,0,17,17,300,NA
KC7V,NA,4366,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,1079,0,0,1079,50,NA
KC7WDL (+KC3UNP),NA,535,2B2B,WWA,5,NA,2,2,B,14,4,1,19,350,NA
KC7Z,NA,1266,3A,WWA,2,Kitsap Co. ARC,35,3,G,0,50,153,203,760,NA
KC8FOV,NA,432,1B1,OH,2,NA,1,1,G,0,0,91,91,250,NA
KC8GW,NA,130,1D,OH,2,NA,1,1,C,0,0,40,40,50,NA
KC8GZK,NA,108,1D,VA,2,NA,1,1,C,0,0,29,29,50,NA
KC8HQS,NA,394,1D,OH,2,Oh-Ky-In ARS,1,1,C,0,0,122,122,150,NA
KC8J,NA,0,1D,SDG,1,NA,1,1,C,140,0,0,140,0,Y
KC8JRS,NA,146,1D,OH,2,NA,1,1,C,0,24,0,24,50,NA
KC8MRC,NA,52,1D,OH,2,NA,1,1,C,0,0,1,1,50,NA
KC8OOM,NA,92,1D,OH,2,NA,2,1,C,0,0,21,21,50,NA
KC8QVR,NA,1878,1D,OH,2,NA,1,1,C,0,457,0,457,50,NA
KC8RJS,NA,762,1B1,OH,2,NA,1,1,B,0,0,106,106,550,NA
KC8RWR,NA,60,1D,OH,2,NA,1,1,C,0,0,5,5,50,NA
KC8SQC,NA,430,1E,MI,2,NA,1,1,B,70,0,0,70,150,NA
KC8VJD,NA,880,1B1B,OH,5,NA,1,1,B,83,0,0,83,50,NA
KC8VMG,NA,1278,1D,WV,2,NA,1,1,C,0,307,0,307,50,NA
KC8ZKS,NA,912,1D,OH,2,NA,1,1,C,0,215,1,216,50,NA
KC9DK,NA,755,1B1B,IN,5,NA,1,1,B,0,0,101,101,250,NA
KC9EI,NA,726,1D,ID,2,NA,1,1,C,0,169,0,169,50,Y
KC9GIC,NA,254,1D,IN,2,NA,1,1,C,0,0,102,102,50,NA
KC9JVR,NA,392,1D,IL,2,NA,1,1,C,0,55,11,66,150,NA
KC9LFP,NA,348,1B1,WI,2,NA,1,1,B,0,18,63,81,150,NA
KC9LMF,NA,562,2F,IL,2,Big Bend ARC,5,2,C,0,0,6,6,550,NA
KC9LZW,NA,108,1D,WI,2,Chippewa Valley ARC,1,1,C,0,0,29,29,50,NA
KC9OJN,NA,140,1D,IL,2,NA,1,1,C,0,0,45,45,50,NA
KC9OLF,NA,544,3AC,IN,2,Southern IN Tri-Co. ARC,4,3,C,0,0,147,147,250,NA
KC9OYE,NA,166,1D,IN,2,Northwest IN DX Club,1,1,C,0,29,0,29,50,NA
KC9PL,NA,894,2AC,IL,2,Ft. Madison ARC,8,2,C,0,211,0,211,50,NA
KC9QXD,NA,410,1D,WI,2,NA,2,1,C,0,78,24,102,50,NA
KC9SJJ,NA,602,2F,IN,2,Vigo Co. EmComm Team,7,2,C,0,76,24,100,250,NA
KC9TEP,NA,70,1D,IL,2,Sangamon Valley RC,1,1,C,0,0,10,10,50,NA
KC9UJS,NA,158,1D,IL,2,NA,1,1,C,27,0,0,27,50,NA
KC9USB,NA,194,1E,IL,2,NA,1,1,B,0,0,22,22,150,NA
KD0JHZ,NA,228,1E,IA,2,NA,1,1,B,0,7,15,22,170,NA
KD0LHI,NA,554,1D,ID,2,NA,2,1,C,0,0,77,77,400,NA
KD0PYK,NA,578,4E,CO,2,Indian Peaks RC,1,4,B,0,32,0,32,450,NA
KD0QG,NA,122,1D,CO,2,NA,1,1,C,9,9,0,18,50,NA
KD0ZYL,NA,312,1D,MN,2,Northern Lakes ARC,1,1,C,0,53,0,53,100,NA
KD1JK,NA,194,1B1,CT,2,BEARS of Manchester,1,1,B,0,0,22,22,150,NA
KD2DLL,NA,1346,1E,ENY,2,NA,1,1,B,0,247,54,301,250,NA
KD2EOM,NA,572,3A,NM,2,The Albuquerque Bois,3,3,B,0,0,11,11,550,NA
KD2JC,NA,1070,1D,NNJ,2,NA,1,1,C,255,0,0,255,50,NA
KD2JFU,NA,116,1D,WNY,2,NA,1,1,C,0,1,31,32,50,NA
KD2KW,NA,250,1D,NTX,2,Lake Area AR Klub,1,1,C,50,0,0,50,50,NA
KD2KYG,NA,262,1E,WNY,2,NA,1,1,B,0,0,56,56,150,NA
KD2PFH,NA,322,1D,WNY,2,NA,1,1,C,0,68,0,68,50,NA
KD2RPX,NA,212,1B1,UT,2,NA,1,1,B,0,0,31,31,150,NA
KD2SGM,NA,288,1D,NNJ,2,West Essex ARC,1,1,C,56,0,7,63,50,NA
KD2TUS,NA,918,1D,SNJ,2,Gloucester Co. ARC,1,1,C,0,210,14,224,50,NA
KD2UBX,NA,90,1D,NNY,2,NA,1,1,C,6,0,8,14,50,NA
KD2VRL,NA,142,1D,NNJ,2,NA,1,1,C,0,0,46,46,50,NA
KD2WBX,NA,286,1D,WNY,2,NA,1,1,C,56,3,0,59,50,NA
KD2YIN,NA,162,1D,EMA,2,NA,1,1,C,0,25,6,31,50,NA
KD2YLZ,NA,286,1B1,NNY,2,NA,1,1,B,0,0,18,18,250,NA
KD2ZHI,NA,82,1D,WNY,2,NA,1,1,C,0,0,16,16,50,NA
KD3AGS,NA,194,1B1,MDC,2,NA,1,1,B,0,0,22,22,150,NA
KD3ATH,NA,96,1D,WPA,2,NA,1,1,C,0,0,23,23,50,NA
KD3JK,NA,70,1D,MDC,2,Antietam Radio Assn.,1,1,C,0,0,10,10,50,NA
KD3KP,NA,294,1B1,EPA,2,NA,1,1,B,0,0,72,72,150,NA
KD3M (+WW3G),NA,1362,2B2,WV,2,Squirrelly Hams ARC,2,2,G,3,95,195,293,580,NA
KD3MAD,NA,346,1E,EPA,2,NA,3,1,B,0,0,28,28,290,NA
KD3RF,NA,118,1D,EPA,2,Frankford Radio Club,1,1,C,0,0,34,34,50,NA
KD4ACG,NA,196,1D,WCF,2,NA,1,1,C,0,0,73,73,50,NA
KD4C,NA,614,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,91,0,91,250,NA
KD4HNS,NA,352,2D,STX,2,Brazos Valley ARC,1,2,C,0,50,51,101,50,NA
KD4MCB,NA,242,1D,STX,2,Lake Conroe ARC,1,1,C,0,0,96,96,50,NA
KD4NLE,NA,415,1B1B,WCF,5,NA,1,1,B,0,0,13,13,350,NA
KD4O,NA,1050,1E,SC,5,NA,1,1,B,64,26,0,90,150,NA
KD5DX,NA,2662,4A,STX,2,Medina Co. AR Corp.,28,4,B,219,25,318,562,1050,NA
KD5GFG,NA,450,1E,LA,2,Ozone ARC,1,1,B,0,0,100,100,250,NA
KD5HUS,NA,586,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,134,0,134,50,NA
KD5ILA,NA,414,1D,AR,2,NA,1,1,C,0,91,0,91,50,NA
KD5NPC,NA,88,1D,OK,2,Tulsa ARC,1,1,C,0,0,19,19,50,NA
KD5SFK (+KJ5DGX),NA,408,1B2,STX,2,NA,2,1,B,0,0,79,79,250,NA
KD5YPH,NA,116,1D,CO,2,Kicked Back Contesters Club,1,1,C,0,11,11,22,50,NA
KD5ZKI,NA,198,1D,NTX,2,NA,1,1,C,0,0,74,74,50,NA
KD6DIF,NA,86,1B2,SCV,2,NA,2,1,B,0,0,18,18,50,NA
KD6HOF (+K6REJ),NA,544,1B2,SV,2,Sierra Foothills ARC,2,1,B,0,30,137,167,150,NA
KD6SPN,NA,202,1D,SCV,2,NA,1,1,C,0,38,0,38,50,NA
KD6UY,NA,302,1E,NTX,2,Cove Repeater Assn.,1,1,G,0,38,0,38,150,NA
KD7DPS,NA,1090,1E,AZ,2,NA,1,1,B,0,175,120,295,150,NA
KD7GOM,NA,414,1B1C,AZ,2,NA,1,1,C,64,0,4,68,150,NA
KD7LEE,NA,1358,1E,WWA,2,Western WA DX Club,1,1,B,151,150,2,303,150,NA
KD7PCE,NA,190,1D,AZ,2,NA,1,1,C,0,0,70,70,50,NA
KD7PH,KK7VO,1080,2A,ID,2,Palouse Hills ARC,21,2,B,0,18,64,82,880,NA
KD7QJL (+KK6LSF),NA,2250,2B2B,OR,5,NA,2,2,S,0,198,0,198,270,NA
KD7ZYN,NA,405,1B1B,WWA,5,NA,1,1,B,3,21,3,27,150,NA
KD8DEU,NA,310,1B1,MI,2,NA,1,1,B,65,0,0,65,50,Y
KD8EVN,NA,770,1D,OH,2,Toledo Mobile Radio Assn.,1,1,C,0,180,0,180,50,NA
KD8HE,NA,468,1D,WV,2,NA,1,1,C,0,85,39,124,50,NA
KD8HTS,NA,166,1D,WCF,2,Tamiami ARC,1,1,C,0,29,0,29,50,NA
KD8ITX (+KC2TOO),NA,200,1B2,WNY,2,NA,2,1,B,0,0,25,25,150,NA
KD8JQE,NA,180,1D,OH,2,NA,1,1,C,0,0,65,65,50,NA
KD8MSZ,NA,254,1D,OH,2,NA,1,1,C,0,0,102,102,50,NA
KD8ORN,NA,106,2D,OH,2,Hocking Valley ARC,2,2,C,0,0,28,28,50,NA
KD8SQ,NA,2388,2A,OH,2,Orrville ARS,5,2,G,0,451,167,618,250,NA
KD8UM,NA,194,1B1,MI,2,NA,1,1,B,0,0,22,22,150,NA
KD8WBZ,NA,1154,1D,OH,2,Toledo Mobile Radio Assn.,1,1,C,0,276,0,276,50,NA
KD8YNG,NA,446,1B1,IN,2,Northeastern IN ARA,1,1,B,0,8,32,40,350,NA
KD9AOK,NA,240,1D,IL,2,Bureau Co. ARES,1,1,C,0,0,45,45,150,NA
KD9BRW,NA,354,1E,IL,2,Windy City ARS,1,1,B,0,51,0,51,150,NA
KD9EBS,NA,480,1E,IL,5,NA,1,1,B,33,0,0,33,150,NA
KD9JSQ,NA,450,1E,TN,2,NA,1,1,B,0,50,0,50,250,NA
KD9KYL,NA,690,1B1B,WI,5,NA,1,1,B,0,53,2,55,150,NA
KD9LHE,NA,864,1D,IN,2,Bear Bait RC,2,1,C,0,202,3,205,50,NA
KD9LLH,NA,1770,5AC,IN,2,Patoka Valley ARC,15,5,C,0,195,160,355,670,NA
KD9LTN,NA,218,1D,IL,2,NA,1,1,C,23,19,0,42,50,NA
KD9LVX,NA,538,1D,IN,2,NA,1,1,C,0,122,0,122,50,NA
KD9NHZ,NA,72,1D,IL,2,Bolingbrook ARS,1,1,C,0,0,11,11,50,NA
KD9NLP,NA,298,2E,IL,2,NA,2,2,B,0,12,0,12,250,NA
KD9OAZ,NA,210,1D,WI,2,Waupaca Co. ARES/RACES,1,1,C,0,40,0,40,50,NA
KD9OOJ,NA,78,1D,WI,2,NA,1,1,C,0,7,0,7,50,NA
KD9PM,NA,162,1D,WI,2,NA,1,1,C,0,0,56,56,50,NA
KD9QDL,NA,5430,1E,IN,5,Northeastern IN ARA,1,1,B,0,528,0,528,150,NA
KD9VAG,NA,290,1B1,IN,2,NA,1,1,B,0,0,20,20,250,NA
KD9VDI,NA,72,1D,IN,2,Patoka Valley ARC,1,1,C,0,0,11,11,50,NA
KD9VFA,NA,698,2AC,IN,2,Mississinewa Valley ARA,5,2,C,0,14,56,70,530,NA
KD9VPJ,NA,1454,1B1,IL,2,Bolingbrook ARS,1,1,B,0,301,0,301,250,NA
KD9WAX,NA,562,1A,WI,2,Calumet Co. ARES,3,1,G,0,0,6,6,550,NA
KD9WIF,NA,200,1E,IL,2,NA,1,1,B,0,0,25,25,150,NA
KD9WXK,NA,270,1B1,IN,2,Potato Creek POTA,1,1,B,0,0,10,10,250,NA
KD9YAX,NA,250,1E,WI,2,NA,1,1,B,0,0,50,50,150,NA
KD9YOO,NA,264,1D,IN,2,NA,1,1,C,0,46,15,61,50,NA
KD9YPG,NA,136,1D,IN,2,NA,1,1,C,0,11,21,32,50,NA
KD9YWG,NA,294,1E,WI,2,Fox Cities ARC,1,1,B,7,0,58,65,150,NA
KD9ZNA,NA,216,1B1,IL,2,NA,1,1,B,0,0,33,33,150,NA
KD9ZNB,NA,90,1D,IN,2,AR of Decatur Co.,1,1,C,0,0,20,20,50,NA
KE0AE,NA,706,2F,CO,2,Big Sandy ARC,4,2,C,0,89,0,89,350,NA
KE0FOE,NA,4030,1E,MO,2,NA,2,1,B,0,920,0,920,350,NA
KE0GSZ,NA,510,1E,IA,2,NA,1,1,B,0,90,0,90,150,NA
KE0NCQ,NA,1066,5A,CO,2,Denver Radio League,5,5,B,0,20,18,38,950,NA
KE0NVB,NA,1466,4AC,CO,2,Castle Rock Repeater Grp.,5,4,C,0,232,194,426,150,NA
KE0QED,NA,186,1A,CO,2,Western CO ARC,3,1,B,0,0,18,18,150,NA
KE0TT,NA,4290,1B1B,MN,5,NA,1,1,B,414,0,0,414,150,NA
KE0UI,NA,4134,1E,CO,2,NA,1,1,G,967,0,8,975,250,NA
KE0UNV,NA,526,1D,MO,2,MikeOscar Contesting Club,1,1,C,0,113,12,125,50,NA
KE0WPA,NA,2070,1D,MN,2,NA,2,1,C,0,0,1000,1000,70,NA
KE1IH,NA,310,1D,ENY,2,Hudson Valley Contesters and DXers,1,1,C,42,0,46,88,50,NA
KE2AUS,NA,338,1E,WNY,2,Binghamton ARA,1,1,G,0,0,94,94,150,NA
KE2BXZ,NA,96,1B1,WNY,2,NA,1,1,B,1,0,21,22,50,NA
KE2CAV,NA,60,1D,WNY,2,Binghamton ARA,1,1,C,0,0,5,5,50,NA
KE2DOS,NA,160,1D,NNY,2,NA,1,1,C,0,0,55,55,50,NA
KE2DPK,NA,392,1E,NLI,2,NA,1,1,B,0,0,121,121,150,NA
KE2DYI,NA,60,1D,WNY,2,NA,1,1,C,0,0,5,5,50,NA
KE2HG,NA,800,3AC,SC,2,Aiken Radio Club,5,3,C,35,37,181,253,150,NA
KE3E,NA,190,1E,DE,2,NA,1,1,B,0,10,0,10,150,NA
KE3K,NA,1996,1D,MI,2,NA,1,1,C,478,0,17,495,50,NA
KE3LA,NA,512,1D,WPA,2,NA,1,1,C,1,112,5,118,50,NA
KE3TK,NA,128,1D,WPA,2,NA,1,1,C,0,0,39,39,50,NA
KE3V (+WB3CEG),NA,3760,1B2B,WPA,5,Neighbor Kids,2,1,B,324,37,0,361,150,NA
KE3VR,NA,526,1D,MDC,2,NA,1,1,C,106,0,26,132,50,NA
KE3ZT,NA,450,1D,WPA,2,BCARS,1,1,C,100,0,0,100,50,NA
KE4CR,NA,574,1D,VA,2,Central VA Contest Club,1,1,C,131,0,0,131,50,NA
KE4EDD,NA,252,1B1,NFL,2,NA,1,1,B,0,0,1,1,250,NA
KE4HAM,NA,1350,4A,SC,2,Sun City Hilton Head ARC,17,4,B,85,0,80,165,850,NA
KE4KMD,NA,262,1E,SC,2,Active Amateurs Radio Grp.,1,1,G,53,0,0,53,50,NA
KE4MH,WW4DUB,3967,3A,NC,2,High Appalachian Mountain ARS,6,3,B,153,282,111,546,2005,NA
KE4Q,NA,2590,1E,SFL,5,NA,1,1,B,234,0,0,234,250,NA
KE4RG,NA,420,1B1B,VA,5,NA,1,1,B,27,0,0,27,150,NA
KE4SC (+K4NJN),NA,984,1B2,WV,2,Aiken Contest Club,2,1,B,177,0,63,240,150,NA
KE4TP,NA,1328,1D,WCF,2,NA,1,1,C,0,289,11,300,150,NA
KE4UKX,NA,770,1E,VA,2,NA,7,1,B,130,0,0,130,250,NA
KE5CW,NA,1660,1B1B,NTX,5,Lake Area AR Klub,1,1,B,121,0,0,121,450,NA
KE5DM,NA,242,1E,STX,2,NA,1,1,B,0,23,0,23,150,NA
KE5ES,NA,1420,1B1B,NTX,5,NA,1,1,B,117,0,0,117,250,NA
KE5FSY,NA,1088,4F,AR,2,Arkansas Diamond ARC,13,4,C,4,45,61,110,770,NA
KE5GLZ,NA,342,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,73,0,73,50,NA
KE5GMN,NA,242,1D,LA,2,Southeast LA ARC,1,1,C,0,48,0,48,50,NA
KE5GRQ,NA,720,4A,WTX,2,Dallam Hartley Amateur Radio,9,4,G,0,0,35,35,650,NA
KE5HP,KG9BSA,3650,4A,STX,2,Houston POTA,42,4,B,222,189,193,604,1620,NA
KE5JTS,NA,512,1D,SJV,2,NA,1,1,C,0,113,5,118,50,NA
KE5LHC,NA,320,1E,OK,2,NA,1,1,S,0,0,35,35,250,NA
KE5MDP,NA,96,1D,MO,2,NA,1,1,C,0,0,23,23,50,NA
KE5RS,NA,2306,3A,STX,2,Hambuds,10,3,B,105,188,142,435,850,NA
KE5VXZ,NA,858,1D,NTX,2,McKinney ARC,1,1,C,0,202,0,202,50,NA
KE6GFI,NA,114,2D,AZ,2,Arizona Outlaws Contest Club,2,2,C,0,0,32,32,50,NA
KE6PO,NA,68,1D,WWA,2,NA,1,1,C,0,0,9,9,50,NA
KE6RN,NA,466,3AC,SJV,2,California City ARC,12,3,C,79,0,0,79,150,NA
KE6SRO,NA,64,1D,LAX,2,PRC/SPARC/JPLARC/CITARC,1,1,C,0,0,7,7,50,NA
KE6VRL,NA,350,1A,SJV,2,Outdoor Adventure USA,3,1,G,0,0,50,50,250,NA
KE7EGO,NA,250,1D,NV,2,NA,1,1,C,0,50,0,50,50,NA
KE7END,NA,2974,3A,NV,2,Virgin Valley ARC,16,3,B,116,146,238,500,1450,NA
KE7F (+N7EMT),NA,1297,2B2,OR,1,NA,2,2,G,78,18,755,851,350,NA
KE7FSD,NA,282,1D,AZ,2,NA,3,1,C,0,0,66,66,150,NA
KE8CEP,NA,458,1D,OH,2,NA,1,1,C,0,102,0,102,50,NA
KE8COT,NA,1250,3AC,WV,2,Mason Co. ARG,6,3,C,0,135,0,135,710,NA
KE8CSW,NA,76,1D,OH,2,NA,1,1,C,0,0,13,13,50,NA
KE8DNF,NA,408,1E,OH,2,NA,1,1,G,0,39,1,40,250,NA
KE8ESJ,NA,986,1D,OH,2,NA,1,1,C,0,234,0,234,50,NA
KE8GJF,NA,166,1D,OH,2,NA,1,1,C,0,0,58,58,50,NA
KE8GOJ,NA,106,1B1C,TN,2,Allegan Co. ARC,1,1,C,0,0,28,28,50,NA
KE8HTV,NA,112,1D,OH,2,NA,1,1,C,0,14,3,17,50,NA
KE8JW,NA,414,1B1,OH,2,NA,1,1,B,0,0,32,32,350,NA
KE8RRG,NA,250,1B1,MI,2,Kalamazoo ARC,1,1,B,0,0,50,50,150,NA
KE8RS,NA,430,1D,OH,2,Mound ARA,1,1,C,0,95,0,95,50,NA
KE8RV,NA,3174,4A,OH,2,Madison Co. (OH) ARC,9,4,G,47,346,121,514,1360,NA
KE8VOP,NA,96,1D,OH,2,NA,1,1,C,0,0,23,23,50,NA
KE8VSI,NA,1260,1D,MI,2,Who Cares ARG,1,1,C,0,275,0,275,160,NA
KE8VZO,NA,374,2B1C,OH,2,NA,1,2,C,0,81,0,81,50,NA
KE8WXS,NA,146,1D,MI,2,NA,1,1,C,0,24,0,24,50,NA
KE8ZGS,NA,98,1D,MI,2,NA,1,1,C,11,0,2,13,50,NA
KE8ZUD,NA,270,1B1,WV,2,NA,1,1,B,0,0,10,10,250,NA
KE9ANT,NA,152,1E,IL,2,NA,1,1,B,0,0,1,1,150,NA
KE9APT,NA,190,1D,IN,2,Patoka Valley ARC,1,1,C,0,35,0,35,50,NA
KE9ATR,NA,158,1D,IL,2,NA,1,1,C,0,0,54,54,50,NA
KE9AUX,NA,394,1B1,WI,2,Adams Co. ARC,1,1,B,0,52,18,70,150,NA
