call,gota_call,final_score,qst_class_plus,section,power_multiplier,club_name,number_of_participants,number_of_transmitters,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qsos,bonus_points
NO5Y,NA,1878,5A,NTX,2,Montague Co. ARC,9,5,B,25,0,94,119,1590
NO8C,NA,2064,1E,OH,2,NA,1,1,G,455,0,47,502,150
NO8I,W8GUC,1622,3A,OH,2,Huber Heights ARC,24,3,G,0,59,218,277,950
NØA,NA,660,1B1B,NE,5,NA,1,1,B,51,0,0,51,150
NØAT,KØAUG,9084,2A,MN,2,Blue Lake Brothers,21,2,G,1569,13,513,2095,1730
NØDR,NA,472,1A,SD,2,NA,3,1,B,0,0,111,111,250
NØE,KDØZSA,2190,1A,MN,2,NA,39,1,G,0,310,20,330,910
NØEHX,NA,116,1D,CO,2,NA,1,1,C,0,0,33,33,50
NØEMU,NA,422,1E,CO,2,NA,1,1,B,0,0,86,86,250
NØEVH,NA,3350,1B1B,MO,5,NA,1,1,B,280,0,0,280,550
NØF,NA,280,1D,NFL,1,NA,1,1,C,10,0,110,120,150
NØFH,NA,1454,1A,CO,2,NA,30,1,G,70,0,12,82,1150
NØGEF,NA,1576,1D,MN,2,NA,1,1,C,394,0,0,394,0
NØGF,NA,4724,3A,ND,2,Forx ARC,24,3,G,754,40,199,993,1150
NØGOS,NA,160,1D,CO,2,NA,1,1,C,40,0,0,40,0
NØIWN,NA,3924,2A,IA,2,IA Wrls AR Ntwrk,10,2,G,574,1,222,797,1180
NØJK,NA,158,1E,KS,2,NA,1,1,B,0,2,0,2,150
NØLAC,WXØND,1494,2A,ND,2,Lake Agassiz RC,10,2,G,19,0,134,153,1150
NØMCW,NA,62,1D,CO,2,NA,1,1,C,0,0,6,6,50
NØNAF,NA,306,3AC,IA,2,Coon Valley ARC,5,3,C,0,0,128,128,50
NØNK,NA,2722,3A,KS,2,Newton-McPherson ARC,10,3,G,514,0,108,622,450
NØNS,NA,296,1B2,IA,2,NA,2,1,B,29,0,5,34,170
NØNTC,NA,1190,3A,MO,2,Ozark Mtn ARC,20,3,G,0,73,24,97,850
NØOH,NA,564,4A,MN,2,The Farm,6,4,G,0,0,57,57,450
NØPNT,NA,262,2C,CO,2,NA,1,2,B,0,0,6,6,250
NØPR,ABØC,2300,3AC,MO,2,Macon Co. ARC,15,3,C,331,20,113,464,670
NØRQV,NA,208,1D,CO,2,NA,1,1,C,0,0,79,79,50
NØSA,NA,7445,4AB,MO,5,St. Louis QRP Soc.,24,4,B,623,0,13,636,1150
NØSFF,NA,1592,1A,IA,2,NA,10,1,G,0,0,601,601,390
NØSS,NA,4456,2A,MO,2,Mid-MO ARC,40,2,G,671,0,311,982,1150
NØSUW,NA,650,2B2B,MN,5,NA,2,2,B,0,1,18,19,550
NØSZ,WØKVA,2736,4A,CO,2,Rocky Mtn Ham Radio,29,4,G,0,10,843,853,1010
NØTT,NA,4122,1E,MO,2,NA,1,1,G,993,0,0,993,150
NØUIH,NA,116,1D,MO,1,NA,1,1,C,5,0,56,61,50
NØUR,NA,4170,1EB,MN,5,NA,1,1,B,412,0,0,412,50
NØUW,NA,4390,6A,MN,2,Owatonna Steele Co. ARC,44,6,G,678,45,174,897,1150
NØZS,NA,1430,3A,MO,2,Lake of the Ozarks ARC,30,3,G,65,0,200,265,770
NP2GG,NA,478,1E,CT,2,NA,1,1,B,0,0,114,114,250
NP2N/WØ,NA,294,1C,IA,2,NA,5,1,G,0,0,22,22,250
NP2VI,NA,2262,2A,VI,2,NA,14,2,G,152,0,352,504,950
NP4AW,NA,1402,1D,PR,2,NA,1,1,C,338,0,0,338,50
NP4RA,NA,126,1D,PR,2,NA,1,1,C,0,17,4,21,50
NR6P,NA,1292,4F,ORG,2,Coachella Valley Radio Amateur Club,4,4,C,146,64,51,261,350
NR6T,NA,52,1D,ORG,2,NA,1,1,C,0,0,1,1,50
NR8TD,NA,365,1EB,OH,5,NA,1,1,B,0,0,43,43,150
NR8Z,NA,3930,1B1B,OH,5,NA,1,1,B,345,3,0,348,450
NR9K,NA,178,1D,IL,2,NA,1,1,C,0,10,44,54,50
NRØAD,NA,1796,4F,MO,2,Platte Co. ARG,26,4,C,60,53,157,270,1030
NS1RA,NA,10518,3A,EMA,2,North Shore Radio Assn.,45,3,G,1814,0,1106,2920,1050
NS7F,NA,928,1A,AZ,2,Saguaro Nights ARC,3,1,G,80,0,29,109,550
NS8O,NA,714,1E,OH,2,NA,1,1,B,116,0,0,116,250
NS9DX,NA,94,1D,IL,2,NA,1,1,C,0,3,16,19,50
NT4Z,NA,146,1E,WCF,2,NA,1,1,G,0,0,23,23,100
NT7H,NA,2116,3A,WWA,2,Olympia ARS,11,3,G,72,10,239,321,1310
NT9F,NA,422,1E,IN,1,NA,1,1,G,0,0,172,172,250
NTØB,NA,1438,5A,MN,2,Mesabi Wrls Assn.,15,5,G,0,6,57,63,1300
NU4M,NA,260,1B1,GA,2,NA,1,1,G,40,0,0,40,100
NU4SC,NA,3176,2A,SC,2,Low Country Contest Club,7,2,G,641,0,131,772,350
NU5DE,NA,1412,2A,STX,2,Naturist ARC,4,2,G,0,0,581,581,250
NU6O,NA,1864,5A,SF,2,Humboldt ARC,25,5,G,27,18,117,162,1450
NU7DE (+KD7TKQ),NA,620,2B2,AZ,2,NA,2,2,B,0,53,4,57,400
NV5S,NA,580,1EB,STX,5,NA,1,1,B,0,43,0,43,150
NV7CV,NA,1322,2A,NV,2,Sierra Intermountian Emerg Radio Assn.,19,2,B,0,31,124,155,950
NV8E,NA,1652,3A,OH,2,Rowdys,3,3,G,139,0,323,462,450
NW1P,NA,852,2A,ME,2,LEO-ARC,3,2,G,0,0,251,251,350
NW2C,NA,2116,2A,NLI,2,NA,12,2,G,41,27,347,415,1150
NW8S,NA,8110,5A,OH,2,Lorain Co. Wrls Ops,18,5,G,1109,55,932,2096,1590
NWØM,NA,2250,1D,MO,2,NA,1,1,C,550,0,0,550,50
NXØG,NA,1286,2A,CO,2,Mountain ARC,4,2,G,177,0,64,241,450
NY2U,NA,2106,4A,ENY,2,Troy ARA,18,4,G,0,121,286,407,1050
NY6I,NA,954,1B2,EB,2,NA,2,1,G,143,0,16,159,350
NY9P,NA,694,1D,IL,2,NA,1,1,C,161,0,0,161,50
NZ1U,NA,2022,2E,WMA,2,NA,3,2,G,480,0,26,506,50
OK1CZ,NA,210,1D,DX,2,NA,1,1,C,40,0,0,40,50
VA2BS,NA,88,1D,QC,2,NA,1,1,C,0,0,19,19,50
VA2DLJ,NA,354,1D,QC,2,NA,1,1,C,0,76,0,76,50
VA2LPQ,NA,226,1A,QC,2,Halley & HF,4,1,G,0,0,38,38,150
VA2NDX,NA,828,2A,QC,2,NA,3,2,G,156,0,52,208,100
VA3CTA,NA,1668,2A,GTA,2,Central Toronto ARC,15,2,G,232,0,185,417,370
VA3EC,NA,458,1D,GTA,2,NA,1,1,C,102,0,0,102,50
VA3FN,NA,270,1B1B,ONS,5,NA,1,1,B,22,0,0,22,50
VA3LNZ,NA,1760,4A,ONE,2,Victoria-Haliburton ARA,22,4,G,0,52,401,453,750
VA3NRR,NA,786,1A,ONE,2,Renfrew Co. ARC,26,1,G,0,0,218,218,350
VA3PCJ,NA,342,1E,ONE,2,NA,1,1,G,48,0,0,48,150
VA3QR,NA,606,1B2,ONE,2,NA,2,1,G,12,22,40,74,390
VA3SB,NA,854,1D,ONE,2,NA,1,1,C,201,0,0,201,50
VA3TPS,NA,432,1E,ONE,2,NA,1,1,G,0,78,35,113,50
VA3TPV,NA,262,1D,GTA,2,NA,1,1,C,0,28,0,28,150
VA3XT,NA,1956,3A,ONS,2,Border City RC Windsor,21,3,G,195,0,413,608,350
VA3YV,NA,3180,1B2B,ONS,5,NA,2,1,B,247,0,52,299,450
VA4CQ,NA,592,1B1,MB,2,NA,1,1,G,0,66,14,80,300
VA4PAR,NA,1494,1AC,MB,2,NA,15,1,C,0,0,572,572,350
VA6RDC,NA,246,1F,AB,2,Central Alberta ARC,13,1,C,0,0,23,23,200
VA6WCT,NA,810,1A,AB,2,Whitecourt AmRad,15,1,G,0,0,80,80,650
VA6WWW,NA,440,1D,AB,2,NA,1,1,C,97,0,1,98,50
VA7FFT,NA,84,1B1,BC,2,NA,1,1,B,0,0,17,17,50
VA7GI,NA,582,1E,BC,1,NA,1,1,B,158,0,16,174,250
VA7JC,NA,392,1D,BC,2,NA,1,1,C,47,0,27,74,150
VA7LEP,NA,1392,2F,BC,2,Langley Emerg Program & EmComms Support Team,25,2,C,0,0,111,111,1170
VA7MM,NA,2410,2E,BC,2,NA,5,2,B,369,2,138,509,650
VA7RER,NA,1120,2A,BC,2,Richmond Emergency Progams ARS,9,2,G,0,0,35,35,1050
VA7ST,NA,450,1EB,BC,5,NA,1,1,B,40,0,0,40,50
VA7VF,NA,126,1D,BC,2,NA,1,1,C,0,0,63,63,0
VA7XZZ,NA,108,1D,BC,2,NA,1,1,C,0,0,29,29,50
VD1A,NA,612,2A,NL,2,AVRAC & SONRA,18,2,G,17,5,37,59,450
VE1AO,NA,1168,1F,MAR,2,Truro ARC,22,1,C,17,0,265,282,570
VE1AOE,NA,530,1E,MAR,2,NA,1,1,G,95,0,0,95,150
VE1ARC,VE1WN,1728,2A,MAR,2,Greenwood ARC,35,2,G,75,0,139,214,1150
VE1BZI,NA,152,1D,MAR,2,NA,1,1,C,0,21,9,30,50
VE1LD,VA1AVR,6448,2A,MAR,2,Kings Co. & Annapolis Valley ARCs,15,2,B,551,36,1305,1892,1490
VE1YO,NA,1034,1F,MAR,2,Dartmouth ARC,1,1,G,196,0,0,196,250
VE2ARC,NA,1334,1A,QC,2,Montreal ARC,25,1,B,114,0,114,228,650
VE2CAM,NA,1185,1AB,QC,5,Club Radio Amateur de St-Hyacinthe,5,1,B,82,0,3,85,350
VE2CLM,NA,718,1A,QC,2,NA,7,1,G,57,0,70,127,350
VE2CQ,VE2CDX,2820,2A,QC,2,Club Radio Amateur de Quebec,64,2,G,173,164,131,468,1210
VE2CRD,NA,358,1E,QC,2,NA,5,1,G,43,0,43,86,100
VE2CRL,NA,1512,1A,QC,2,Club Radio Amateur Laval-Laurentides,22,1,G,115,0,151,266,750
VE2CRO,VE3PHV,2920,3A,QC,2,Club de Radio Amateur Outaouais,29,3,G,304,73,306,683,800
VE2CSP,NA,998,2A,QC,2,Club Radio Amateur de Portneuf,4,2,G,1,99,124,224,350
VE2CUR,VE2LJV,1428,1A,QC,2,VE2RMP Radio Grpe,12,1,G,56,0,527,583,150
VE2CVN,NA,760,1A,QC,2,Cleb Radioamateur du Nord,8,1,G,62,0,181,243,150
VE2CWI,NA,4324,1A,QC,2,West Island ARC,25,1,B,905,0,27,932,650
VE2CWQ,NA,1734,3A,QC,2,Club Radioamateur VE2CWQ,13,3,B,15,107,348,470,550
VE2FXL,NA,554,1D,QC,2,NA,1,1,C,107,15,33,155,0
VE2GT,NA,52,1D,QC,2,NA,1,1,C,0,0,1,1,50
VE2HAY,NA,70,1D,QC,2,NA,1,1,C,0,0,10,10,50
VE2HEW,NA,475,1B1B,QC,5,NA,1,1,B,0,0,5,5,450
VE2KIT,NA,626,1AC,QC,2,Grpe Radio Amateur de Sherbrooke,9,1,C,57,0,74,131,250
VE2PID,NA,270,1B1B,QC,5,NA,1,1,B,12,0,0,12,150
VE2PUI,NA,254,1B1C,QC,2,NA,1,1,C,44,0,14,58,50
VE2RVL,NA,648,2A,QC,2,NA,15,2,G,55,0,89,144,250
VE2UMS,NA,2750,1A,QC,2,Union Metropolitaine des Sans-filistes de Montreal,50,1,G,188,0,564,752,870
VE3CJ,NA,1974,2A,GTA,2,Burlington ARC,8,2,G,107,95,188,390,790
VE3CNA,NA,300,1D,ONS,2,NA,1,1,C,0,0,125,125,50
VE3CQH,NA,290,1EB,ONS,5,NA,1,1,B,4,0,0,4,250
VE3DC,NA,2120,4A,ONS,2,Hamilton ARC,20,4,G,2,55,371,428,1150
VE3DQN,NA,500,1B1B,ONE,5,NA,1,1,B,25,0,0,25,250
VE3EDX,NA,1765,1B1B,ONN,5,NA,1,1,B,151,0,1,152,250
VE3EJ,NA,340,1D,ONS,1,NA,1,1,C,140,0,10,150,50
VE3EYI,NA,154,1E,GTA,2,NA,1,1,B,12,0,28,40,50
VE3FDZ,NA,268,1D,ONS,2,NA,1,1,C,0,46,7,53,70
VE3FMK,NA,300,1D,ONE,2,NA,1,1,C,0,0,75,75,150
VE3FPN,VE3CSW,3306,5AC,ONE,2,Frontenac Radio Grp - Team B,6,5,C,60,140,758,958,990
VE3FRG,NA,3496,5AC,ONE,2,Frontenac Radio Grp,6,5,C,272,126,472,870,960
VE3GCB,NA,2124,2A,ONS,2,Barrie ARC,44,2,G,101,16,303,420,1050
VE3GTM,NA,1595,2B2B,ONE,5,NA,2,2,B,0,14,141,155,750
VE3HB,NA,2295,1AB,GTA,5,Oakville ARC,7,1,B,129,4,123,256,350
VE3HED,NA,312,1B1,ONE,2,NA,1,1,B,0,0,31,31,250
VE3HIE (+VE3IDX),NA,770,1B2B,ONE,5,NA,2,1,B,67,0,0,67,100
VE3IC,NA,1838,4A,ONS,2,Kitchener Waterloo ARC,16,4,G,176,68,136,380,590
VE3IL,NA,82,1D,GTA,2,NA,2,1,C,0,0,16,16,50
VE3JJF,NA,706,1A,ONN,2,LOWARS,5,1,G,11,18,20,49,550
VE3JSO,NA,316,1D,ONS,2,NA,1,1,C,0,9,65,74,150
VE3JW,VE3RAM,4082,2A,ONE,2,Ottawa Valley Mobile RC,30,2,G,589,0,193,782,1340
VE3KJQ,NA,955,1B2B,ONE,5,NA,2,1,B,29,0,3,32,650
VE3KQN,NA,2850,1B1B,ONE,5,NA,1,1,B,250,0,0,250,350
VE3LFN,NA,220,1B1,ONS,2,NA,1,1,B,23,0,14,37,100
VE3LON,NA,1552,5A,ONS,2,London ARC,50,5,G,99,5,268,372,600
VE3MGY,NA,6134,1E,ONS,2,NA,1,1,B,1227,194,0,1421,450
VE3MIS,NA,5202,11A,GTA,2,Mississauga ARC,18,11,G,291,138,598,1027,2290
VE3NSR,NA,2130,4A,GTA,2,North Shore ARC ON,8,4,G,221,0,48,269,1150
VE3OD,NA,1960,1A,GTA,2,Halton ARC,7,1,G,249,0,57,306,850
VE3OKV,NA,1054,4A,GTA,2,NA,8,4,G,0,15,172,187,650
VE3ORF,VE3KY,4008,2A,ONE,2,NA,30,2,G,252,42,811,1105,1210
VE3OSR,NA,1080,3A,ONS,1,The Georgian Bay AR,17,3,G,80,0,70,150,850
VE3OW,NA,1254,2D,ONS,2,NA,6,2,C,0,21,510,531,150
VE3PRD,NA,668,1A,ONE,1,Prescott-Russel ARC,11,1,B,0,0,318,318,350
VE3RB,NA,5802,4A,ONE,2,NA,25,4,G,683,14,982,1679,1050
VE3RC,VE3SHQ,3376,2A,ONE,2,Ottawa ARC,40,2,G,458,18,261,737,950
VE3RCN,NA,734,1D,ONS,2,NA,1,1,C,114,0,114,228,50
VE3RIA,NA,376,1D,ONS,1,NA,1,1,C,138,0,0,138,100
VE3RL,NA,3350,3A,ONE,2,Quinte ARC & Prince Edward RC,18,3,G,449,0,352,801,850
VE3RMI,NA,981,1AC,ONN,1,Manitoulin ARC,5,1,C,0,0,631,631,350
VE3RSE,NA,1560,4AB,ONS,5,Elgin ARS,9,4,B,91,0,0,91,650
VE3SAR,VA3OIL,3526,3A,ONS,2,Lambton Co. RC,15,3,G,605,1,136,742,830
VE3SB,NA,1450,1E,GTA,2,NA,1,1,B,325,0,0,325,150
VE3SDF,NA,340,2AC,ONS,2,St. Marys ARC,5,2,C,0,0,20,20,300
VE3SGB,NA,2096,1A,ONS,2,South Georgian Bay ARC,20,1,G,53,0,457,510,970
VE3SME,NA,1568,5A,ONS,2,Norfolk ARC,20,5,G,14,43,245,302,850
VE3SOO,VA3WMC,2398,2F,ONN,2,Algoma ARC,12,2,C,326,0,122,448,850
VE3SPR,NA,2036,2A,ONS,2,Sunparlor ARC,10,2,G,319,0,205,524,350
VE3SSB,NA,212,1D,GTA,2,NA,2,1,C,40,0,26,66,0
VE3SST,NA,380,1D,GTA,2,NA,1,1,C,59,1,45,105,50
VE3SWA,NA,1246,4A,ONS,2,Cambridge ARC,4,4,G,116,0,116,232,550
VE3TA,NA,1310,4A,ONS,2,Headwaters ARS,9,4,G,128,0,24,152,750
VE3THN,NA,66,1AC,ONN,2,NA,3,1,C,0,0,8,8,50
VE3TNC,VA3RWO,2414,4A,ONS,2,Toronto ARC,20,4,G,186,117,236,539,730
VE3UZ,NA,450,1B1C,ONS,2,NA,1,1,C,100,0,0,100,50
VE3VM,NA,3776,5A,ONS,2,NA,23,5,G,555,57,639,1251,50
VE3VSW,NA,1248,2A,ONE,2,Seaway Valley ARC,6,2,G,31,0,187,218,750
VE3WZ,NA,2150,1EB,GTA,5,NA,1,1,B,200,0,0,200,150
VE3XR,NA,6348,4A,GTA,2,Peel ARC,25,4,G,824,181,429,1434,1470
VE3YRA,VE3YRK,5380,5A,GTA,2,York Region ARC,51,5,G,485,143,769,1397,1330
VE3ZM,NA,1840,5A,ONS,2,Guelph ARC,9,5,G,109,2,373,484,650
VE4BB,VE4CEM,1330,2A,MB,2,Winnipeg ARC,34,2,G,164,0,112,276,450
VE4XM,NA,146,1B1,MB,2,NA,1,1,G,0,0,23,23,100
VE5AA,NA,1506,3A,SK,2,Saskatoon ARC,27,3,G,93,0,142,235,850
VE5NN,NA,556,3A,SK,2,Regina ARA,16,3,G,0,2,49,51,450
VE5SR,NA,466,2E,SK,2,NA,1,2,G,0,0,58,58,350
VE5YAK,NA,304,1B1,SK,2,NA,1,1,B,0,0,27,27,250
VE6AO,NA,601,1D,AB,1,NA,2,1,C,0,0,551,551,50
VE6CSX,NA,71,1D,AB,1,NA,1,1,C,0,0,21,21,50
VE6EX,NA,1735,1AB,AB,5,Alberta Clippers,5,1,B,138,0,1,139,350
VE6FAR,NA,1296,4A,AB,2,Foothills ARS,12,4,G,3,0,67,70,1150
VE6FI,NA,1803,2E,AB,1,NA,4,2,G,0,0,1553,1553,250
VE6FT,NA,859,2A,AB,1,Mayerthorpe Flying Tigers,26,2,G,0,0,209,209,650
VE6JF,NA,726,1D,AB,2,NA,1,1,C,165,0,8,173,50
VE6LB,NA,292,1D,AB,2,NA,1,1,C,73,0,0,73,0
VE6MRF,NA,235,1B2C,AB,1,NA,2,1,C,1,10,63,74,150
VE6NQ,NA,1256,1A,AB,2,NA,12,1,G,120,0,63,183,650
VE6QO,NA,482,1B1,AB,2,NA,1,1,G,108,0,0,108,50
VE6WP,NA,1088,3A,AB,2,Sask Alta RC,9,3,G,0,0,169,169,750
VE6WZL,NA,469,1D,AB,1,NA,1,1,C,0,0,469,469,0
VE6ZC,NA,162,1B1,AB,2,NA,1,1,B,9,0,38,47,50
VE7CMR,NA,1162,3A,BC,2,Maple Ridge ARC,8,3,G,0,6,144,150,850
VE7CW,NA,952,1A,BC,2,West Kootenay ARC,3,1,G,142,0,67,209,250
VE7DDG,NA,658,1B1,BC,2,NA,1,1,B,102,0,0,102,250
VE7DZO,NA,128,1D,BC,2,NA,1,1,C,32,0,0,32,0
VE7IO,NA,1190,1E,BC,2,NA,1,1,G,210,0,0,210,350
VE7JKZ,NA,1642,1E,BC,2,NA,1,1,G,373,0,0,373,150
VE7KW,NA,2112,1D,BC,2,NA,1,1,C,433,22,71,526,150
VE7MIR,NA,1638,3A,BC,2,NA,25,3,G,56,6,20,82,1350
VE7NA,NA,1086,2A,BC,2,Nanaimo ARA,20,2,B,61,0,96,157,650
VE7NI,NA,1110,1E,BC,2,NA,1,1,B,165,0,0,165,450
VE7NOR,NA,1328,1A,BC,2,North Okanagan Radio Amateur Club,23,1,G,182,0,55,237,490
VE7NSR,VE7EMR,1292,2A,BC,2,NA,53,2,B,0,8,255,263,750
VE7PCE,VA7RPC,2640,2A,BC,2,EPCOM,15,2,G,0,0,735,735,1170
VE7RAR,NA,1234,2D,BC,2,NA,9,2,C,165,0,12,177,550
VE7RTK,NA,360,1A,BC,2,Terrace ARC,6,1,B,6,0,43,49,250
VE7SAR,NA,4602,3A,BC,2,Surrey ARC,25,3,G,683,0,210,893,1450
VE7SCA,NA,700,2A,BC,2,Sun Coast ARC,10,2,B,8,0,34,42,600
VE7SCC,NA,3052,3A,BC,2,Coquitlam ARES Soc.,9,3,G,5,96,824,925,1000
VE7SS,NA,3038,2A,BC,2,The Three Amigos,3,2,G,457,0,530,987,150
VE7SUN,NA,2820,6A,BC,2,Delta ARS,19,6,G,125,56,363,544,1370
VE7UT,NA,919,3F,BC,1,NA,17,3,C,37,46,63,146,690
VE7VCC,VE7EZC,2016,2A,BC,2,West Coast ARA,12,2,G,196,0,171,367,890
VE7VVC,VE7BFY,1180,3A,BC,2,Vancouver Emerg Community TeleComms Org,40,3,G,0,1,113,114,950
VE7WJ,NA,516,1D,BC,2,NA,1,1,C,0,0,178,178,160
VE7YX,NA,90,1D,BC,2,NA,1,1,C,0,10,0,10,50
VE8YK,NA,1230,3AB,NWT,5,Yellowknife ARS,5,3,B,8,10,0,18,1050
VE9AV,NA,352,1E,MAR,2,NA,2,1,G,0,0,101,101,150
VE9VIC,NA,354,1D,MAR,2,NA,1,1,C,76,0,0,76,50
VO1MRC,NA,1805,1AB,NL,5,Marconi ARC of Newfoundland,4,1,B,85,0,1,86,950
VO1ZAP,NA,258,1B1,NL,2,NA,1,1,B,0,0,4,4,250
VY2CRC,NA,1480,2F,MAR,2,Maritime Lighthouse ARG,8,2,C,0,100,65,165,950
VY2DM,NA,524,1D,MAR,2,NA,1,1,C,106,0,0,106,100
W1AEC,NA,5758,3E,EMA,2,NA,11,3,G,681,15,1212,1908,550
W1AQ,NA,3624,1E,RI,2,NA,8,1,G,122,27,1289,1438,450
W1AVK,NA,124,1D,CT,1,NA,1,1,C,0,0,124,124,0
W1AW,NA,1869,3F,CT,1,Maxim Memorial Station W1AW @ ARRL HQ,8,3,G,215,1,587,803,850
W1BAA,NA,1796,3A,CT,2,Southern Berkshire ARC,17,3,G,154,0,115,269,950
W1BCG,NA,152,1A,CT,2,NA,20,1,G,0,0,51,51,50
W1BD,NA,6260,3A,VT,2,Central Vermont ARC,30,3,G,468,0,1619,2087,1150
W1BIM,NA,6038,6A,WMA,2,Central Mass ARA,23,6,G,965,0,554,1519,1070
W1BOS,NA,5048,3A,EMA,2,Boston ARC & Harvard WC,25,3,G,728,44,455,1227,1050
W1BRS,NA,3370,8F,CT,2,BEARS of Manchester (CT) ARC,20,8,G,265,6,418,689,1450
W1BST,NA,1290,2A,NH,2,Lakes Region Rptr Assn.,4,2,B,0,0,270,270,750
W1CAM,NA,358,1D,NE,2,NA,1,1,C,77,0,0,77,50
W1CRI,NA,1282,2F,RI,2,Charlestown EOC ARES,7,2,G,0,54,48,102,970
W1CUM,NA,1436,1A,NH,2,NHRC ARS,7,1,G,0,0,543,543,350
W1CWA,NA,470,3A,CT,2,Bloomfield ARC,13,3,G,27,0,31,58,300
W1DDD,NA1Q,1804,2A,RI,2,NA,56,2,G,0,13,181,194,1390
W1DHT,NA,1950,4A,CT,2,Insurance City Rptr Club,27,4,G,30,35,350,415,990
W1ECH,NA,2710,1EB,VT,5,NA,1,1,B,249,0,14,263,150
W1EDH,NA,2238,4A,CT,2,Middlesex ARS,13,4,G,243,0,338,581,590
W1EE,K1FC,6588,2A,CT,2,Stamford ARA,29,2,G,701,46,1225,1972,1150
W1FJ,NA,482,1E,EMA,2,NA,1,1,B,108,0,0,108,50
W1FM,NA,915,1D,EMA,1,NA,2,1,C,405,0,55,460,50
W1FN,AE1H,3336,5A,NH,2,Twin State RC,30,5,G,379,19,347,745,1050
W1FYG,NA,114,1D,CT,2,NA,1,1,C,0,0,32,32,50
W1FZ,NA,2544,4A,NH,2,Great Bay Radio Assn.,8,4,G,216,70,115,401,1170
W1GHD,NA,250,1B1C,CT,2,NA,1,1,C,0,0,100,100,50
W1GKT,NA,734,1E,AL,2,NA,1,1,G,0,18,206,224,250
W1GLO,NA,674,3D,EMA,2,NA,9,3,C,62,6,101,169,200
W1GZ,W1QED,1898,3A,WMA,2,Montachusett ARA,8,3,G,3,0,428,431,1030
W1HMM,NA,386,1E,NH,2,NA,1,1,B,0,0,68,68,250
W1HP,NA,3426,1A,EMA,2,Philips ARC,10,1,G,652,0,84,736,650
W1IE,NA,1140,2A,VA,2,Moose Pirates,5,2,G,126,0,143,269,350
W1JCW,NA,2140,1C,NTX,5,NA,1,1,B,0,0,378,378,250
W1JFF,NA,150,1D,ME,2,NA,1,1,C,0,0,50,50,50
W1JN,NA,1620,1EB,CT,5,NA,1,1,B,137,0,0,137,250
W1JY,W1CNH,2334,4A,NH,2,Central NH ARC,15,4,G,76,0,285,361,1460
W1KAW,NA,208,1B1,EMA,1,NA,1,1,G,4,0,0,4,200
W1KX,NA,2160,1A,ME,2,Bass Hill Rptr Grp,7,1,G,349,0,107,456,550
W1LAS,NA,1066,2AC,CT,2,Waterbury ARC,10,2,C,7,0,394,401,250
W1LY,W1SYE,13928,2A,RI,2,Newport Co. RC Sakonnet 49ers,76,2,G,1912,0,1905,3817,2470
W1MOO,NA,3926,1B2,VT,2,NA,2,1,G,888,0,112,1000,150
W1MX,NA,610,2A,EMA,2,MIT Radio Soc.,11,2,G,0,0,130,130,350
W1NRG,W1FD,3496,2F,CT,2,Meriden ARC,52,2,C,426,0,321,747,1150
W1NVT,W1PU,14732,2A,VT,2,Radio Amateurs of Northern VT,24,2,G,1492,14,3109,4615,2490
W1NY,NA,9774,3A,WMA,2,Hampden Co. Radio Assn.,25,3,G,1133,0,1956,3089,1330
W1OG,NE1AR,2106,2A,EMA,2,Sci-Tech ARS,45,2,G,184,0,260,444,850
W1OHM,NA,322,1E,NH,2,NA,1,1,B,66,0,4,70,50
W1OP,W1PRA,9788,3A,RI,2,Providence Radio Assn.,18,3,G,848,139,2035,3022,1770
W1PBR,NA,2134,2A,ME,2,NA,11,2,G,153,21,94,268,1250
W1PID,NA,1550,1B1B,NH,5,NA,1,1,B,110,0,0,110,450
W1QI,NA,4106,2AC,CT,2,Candlewood ARA,140,2,C,425,4,640,1069,1110
W1RO,NA,696,1B1,EMA,2,NA,1,1,B,81,0,11,92,350
W1S,NA,3294,3E,IN,2,NA,14,3,G,650,0,122,772,450
W1SEX,NA,726,1B2C,WMA,2,NA,2,1,C,0,0,238,238,250
W1SMH,W1SMH,2004,2A,EMA,2,Sturdy Memorial Hosp ARC,15,2,G,138,0,251,389,950
W1TFS,NA,252,1E,NH,2,NA,1,1,G,0,0,51,51,150
W1TKZ,W1HEB,846,3AC,EMA,2,Wellesley ARS,30,3,C,11,2,182,195,430
W1TU,KB1NEB,5052,3A,ME,2,Ellsworth Amateur Wrls Assn.,21,3,G,555,244,153,952,1550
W1UED,NA,48,1D,CT,2,NA,1,1,C,0,0,24,24,0
W1VCM,NA,796,3A,CT,2,Vintage Comms Museum,7,3,B,0,0,123,123,550
W1VEM,NA,641,1D,CT,1,NA,1,1,C,61,0,469,530,50
W1WAB,NA,606,1D,WCF,2,NA,1,1,C,0,36,6,42,450
W1WIU,NA,300,1D,RI,1,NA,1,1,C,27,0,196,223,50
W2AE,NA,4060,4A,WNY,2,Radio Amateurs of Grtr Syracuse,43,4,B,405,155,235,795,1350
W2AMC,NA,1076,2A,NLI,2,Peconic ARC,25,2,G,135,0,168,303,200
W2BAR,NA,504,1A,NLI,2,NA,3,1,G,0,0,27,27,450
W2BEE,NA,448,1D,ENY,2,NA,1,1,C,112,0,0,112,0
W2BXR,NA,314,1B1,EPA,2,NA,1,1,B,36,0,10,46,150
W2C,W2WCR,5708,6F,ENY,2,Warren Co. RC,37,6,G,505,206,637,1348,1590
