call,final_score,class,total_qsos,power_multiplier,gota_call,section,number_of_participants,club_name,transmitters,year,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,bonus_points,checklog_y_n,x17
W3RP,1062,2A,182,2,NA,WPA,4,Crown Radio Group,2,2012,NA,NA,NA,NA,NA,NA,NA
W3SAT,802,2F,376,2,NA,WPA,8,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W3SGJ,2494,5A,763,2,NA,WPA,45,Beaver Valley ARA,5,2012,NA,NA,NA,NA,NA,NA,NA
W3SK,3696,5A,903,2,NA,EPA,28,Penn Wireless Assn,5,2012,NA,NA,NA,NA,NA,NA,NA
W3SW,1806,2B2,600,2,NA,WNY,2,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W3T,8258,5AC,2026,2,N3WXW,EPA,55,NA,5,2012,NA,NA,NA,NA,NA,NA,NA
W3TMS,111,1D,61,1,NA,MDC,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3TS,4710,1B1B,426,5,NA,EPA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3TZ,234,1D,234,1,NA,AR,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3UDX,1530,2A,450,2,AA3YW,WPA,15,Butler Cty Amateur Radio Assn,2,2012,NA,NA,NA,NA,NA,NA,NA
W3VPJ,4114,3E,948,2,NA,EPA,20,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W3VPR,4228,7A,925,2,KI3DS,MDC,38,NA,7,2012,NA,NA,NA,NA,NA,NA,NA
W3W,1802,3A,392,2,NA,EPA,26,Harrisburg RAC,3,2012,NA,NA,NA,NA,NA,NA,NA
W3WL,172,1C,11,2,NA,GA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3WOT,240,1E,45,2,NA,NC,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3WRC,920,3A,396,1,NA,SV,3,World RC,3,2012,NA,NA,NA,NA,NA,NA,NA
W3WT,1830,1B1B,148,5,NA,EPA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W3YA,4436,3A,2924,1,NA,WPA,15,Nittany ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W3YMW,1038,3A,209,2,NA,MDC,15,Mountain ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W3YXE,1152,5A,151,2,NA,WPA,15,Radio Amateurs of Corry,5,2012,NA,NA,NA,NA,NA,NA,NA
W3ZIC,1928,5AC,659,2,NA,WPA,5,Fort Verango Mike and Key Club,5,2012,NA,NA,NA,NA,NA,NA,NA
W3ZYF (+KB3YRX),486,2B2,143,2,NA,WPA,2,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4AAZ,2784,3F,862,2,NA,NFL,11,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4ABR,2474,3A,655,2,NA,TN,25,Johnson City ARA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4AM,1800,3A,499,2,NA,TN,21,Chattanooga ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4AMC,1306,3A,328,2,NA,NC,14,Brightleaf ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4AP,5878,2A,1370,2,AK4FP,AL,56,Montgomery ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4ARC,776,3F,38,2,NA,KY,7,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4ARM,1554,1D,385,2,NA,SFL,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4ATC,1066,2A,387,2,NA,NC,9,Frogmore Stew & Brew Crew,2,2012,NA,NA,NA,NA,NA,NA,NA
W4ATD,6196,2A,2058,2,KB4CAY,AL,29,Decatur ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4ATL,200,1D,124,1,NA,GA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4BAB,754,1C,126,2,NA,GA,2,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4BBB,1794,4A,320,2,NA,TN,32,Radio Amateur Club of Knoxville,4,2012,NA,NA,NA,NA,NA,NA,NA
W4BFB,3154,3A,866,2,NC4DP,NC,43,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4BFT,948,2A,129,2,NA,SC,22,Beaufort RAG,2,2012,NA,NA,NA,NA,NA,NA,NA
W4BKK,866,3F,98,2,WA4FRI,GA,10,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4BKM,826,2F,334,2,NA,GA,12,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4BOC,3974,4A,837,2,KK4JXW,GA,89,Alford Memorial RC,4,2012,NA,NA,NA,NA,NA,NA,NA
W4BV,2198,4A,650,2,NA,TN,18,Lincoln Cty ARA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4BWQ,214,1D,107,2,NA,NFL,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4CA,3266,2A,1191,2,WG4GW,VA,26,Roanoke VAlley ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4CAE,4224,11A,765,2,N4TAL,SC,40,Columbia ARC,11,2012,NA,NA,NA,NA,NA,NA,NA
W4CAR,2452,5A,544,2,W4FOS,VA,40,Chesaoeake AR Serv,5,2012,NA,NA,NA,NA,NA,NA,NA
W4CDA,2862,2A,600,2,WQ4Z,KY,16,Wilderness Road ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4CIT,1324,2F,327,2,NA,NFL,6,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4CN,2774,2A,533,2,NA,KY,41,Amateur Radio Transmitting Society,2,2012,NA,NA,NA,NA,NA,NA,NA
W4CQ,1810,2F,486,2,NA,NC,15,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4CV,4784,3A,1148,2,KT4BW,TN,44,Cumberland Plateau ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4CVY,9648,5A,2208,2,W4CHS,GA,66,Columbus ARC & Russell Co. RC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4CW,2072,4A,376,2,NA,NFL,8,Sun Country ARS,4,2012,NA,NA,NA,NA,NA,NA,NA
W4DAK,1602,3F,314,2,NA,NFL,8,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4DCG,510,1F,230,2,NA,NC,7,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4DGH,5780,3AB,604,5,NA,AL,15,North DeKalb QRP Club,3,2012,NA,NA,NA,NA,NA,NA,NA
W4DO,4436,3A,1206,2,NA,VA,54,Albemarle ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4DOD,1862,3A,457,2,NA,TN,12,JCARES,3,2012,NA,NA,NA,NA,NA,NA,NA
W4DUX,1850,3A,388,2,NA,WCF,27,Peace River RA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4DV,1998,2A,381,2,NA,GA,15,ARC of Augusta,2,2012,NA,NA,NA,NA,NA,NA,NA
W4DW,12998,9A,4017,2,W4RNC,NC,102,Raleigh ARS,9,2012,NA,NA,NA,NA,NA,NA,NA
W4DXA,9946,3E,2732,2,NA,NC,17,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4EE,560,1D,140,2,NA,MDC,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4EGR,198,1D,74,2,NA,AL,2,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4EM,2806,3A,563,2,NA,TN,115,DARC - MARA - Tri-State,3,2012,NA,NA,NA,NA,NA,NA,NA
W4EZ,17385,9AB,1796,5,NA,NC,50,Orange Cty RA / Durham FM Assn,9,2012,NA,NA,NA,NA,NA,NA,NA
W4F,3434,5A,878,2,NA,SFL,20,ARA of SW Florida,5,2012,NA,NA,NA,NA,NA,NA,NA
W4FAR,722,3AC,136,2,NA,NC,10,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4FCR,5696,5A,1135,2,KE4JFV,VA,14,Franklin Cty ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4FD,1884,2A,434,2,W4APP,NC,25,Ashe Cty ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4FLO,390,1F,153,2,NA,TN,5,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4FPC,1892,4F,325,2,NA,NFL,24,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4G,1432,3A,311,2,NA,GA,25,North East Georgia ARC/Athens ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4GBR,718,1A,134,2,NA,AL,15,DeKalb Cty ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W4GGM,3252,3A,726,2,WBØCJB,TN,35,Maury ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4GJ,7694,4E,1825,2,NA,NFL,10,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4GR,9624,8A,2703,2,KD8DVY,GA,153,Gwinnett ARS,8,2012,NA,NA,NA,NA,NA,NA,NA
W4GS,1136,4F,209,2,NA,SC,50,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4GTA,1810,2A,300,2,NA,GA,9,Tri-States ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4GZX,1900,4A,285,2,NA,TN,102,Cleveland ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W4HAW,1484,3A,211,2,K4WPB,SFL,62,West Palm Beach ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4HAY,360,1D,90,2,NA,TN,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4HFH,3732,7A,935,2,NA,VA,27,Alexandria RC,7,2012,NA,NA,NA,NA,NA,NA,NA
W4HOD,4006,2A,977,2,NA,AL,12,Heart of Dixie ARS,2,2012,NA,NA,NA,NA,NA,NA,NA
W4HS,3676,5A,840,2,NA,NC,15,Wayne Cty ARA,5,2012,NA,NA,NA,NA,NA,NA,NA
W4HZL,1692,2A,348,2,NA,VA,35,Middle Peninsula ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4IBM,676,3A,169,2,NA,GA,13,IBM/Lockeed ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4IT,3064,1A,534,2,NA,SC,5,Laurens Cty ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W4IY,18094,10A,5311,2,NA,VA,50,Woodbridge Wireless,10,2012,NA,NA,NA,NA,NA,NA,NA
W4J,1720,2A,296,2,NA,SFL,60,JTRG,2,2012,NA,NA,NA,NA,NA,NA,NA
W4JHU,314,1D,66,2,NA,VA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4KBL,1792,3A,313,2,NA,KY,32,Princeton Ham RC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4KPR,292,2D,136,1,NA,WCF,14,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4KVK,568,2A,9,2,NA,KY,6,Henderson ARC ARES,2,2012,NA,NA,NA,NA,NA,NA,NA
W4LBT,564,2F,83,1,NA,NC,7,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4LHS,2374,5A,682,2,NA,GA,34,Coastal ARS,5,2012,NA,NA,NA,NA,NA,NA,NA
W4LX,3480,4A,807,2,W4DHT,SFL,20,Fort Myers ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W4M,2880,5AC,701,2,NA,GA,13,Milledgeville ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4MAC,2530,3A,824,2,K4ACB,WCF,26,64 Repeater Group,3,2012,NA,NA,NA,NA,NA,NA,NA
W4MCO,1552,5F,261,2,W4MCA,NFL,18,NA,5,2012,NA,NA,NA,NA,NA,NA,NA
W4MHG,816,3A,113,2,NA,GA,7,Mile Highlanders Group,3,2012,NA,NA,NA,NA,NA,NA,NA
W4ML,7972,2A,1907,2,W4MYA,VA,16,Central Virginia CC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4MLB,8050,2A,2133,2,K4QD,SFL,86,Platinum Coast ARS,2,2012,NA,NA,NA,NA,NA,NA,NA
W4MM,666,2A,258,2,NA,GA,13,Albany ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4MOE,4940,5A,975,2,N4ANE,NC,20,Western Carolina ARS,5,2012,NA,NA,NA,NA,NA,NA,NA
W4NC,7828,8A,2011,2,W4WS,NC,37,Forsyth ARC,8,2012,NA,NA,NA,NA,NA,NA,NA
W4NGT,436,3AC,118,2,NA,GA,12,North Georgia Tri-State ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4NH,3198,4E,884,2,NA,GA,25,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4NHO,522,1D,68,2,NA,KY,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4NJA,5118,3A,1317,2,NA,KY,12,Paducah ARA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4NJK,562,3D,129,2,NA,SCV,1,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4NPS,1962,4A,379,2,W4ORF,VA,15,RAS of Norfolk,4,2012,NA,NA,NA,NA,NA,NA,NA
W4NPT,1708,3A,315,2,NA,WCF,11,North Port ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4NT,12980,3E,4175,2,NA,GA,6,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4NYK,2718,3A,693,2,NA,SC,25,Blue Ridge ARS,3,2012,NA,NA,NA,NA,NA,NA,NA
W4ODR,867,2A,517,1,NA,TN,6,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4OHH,704,3AC,297,2,W4TFR,GA,7,Thomaston ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4OLB,6452,5A,1527,2,NA,TN,24,Smoky Mountain ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4OVH,2648,2A,688,2,W4PVA,VA,22,Ole Virginia Hams,2,2012,NA,NA,NA,NA,NA,NA,NA
W4PGM,140,1D,70,2,NA,TN,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4PL,6714,2A,1692,2,WA4AA,TN,31,Tennessee Valley DX Assn,2,2012,NA,NA,NA,NA,NA,NA,NA
W4POX,2030,3A,352,2,NA,VA,21,Portsmouth ARC / ARES,3,2012,NA,NA,NA,NA,NA,NA,NA
W4PTH,442,1E,146,2,NA,AL,2,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4QR,2654,3A,714,2,NA,VA,77,SPARK,3,2012,NA,NA,NA,NA,NA,NA,NA
W4R,3194,7A,816,2,WR4BA,GA,75,MGRA / CGARC,7,2012,NA,NA,NA,NA,NA,NA,NA
W4RKC,4312,4A,1090,2,NA,VA,43,Shenandoah Valley ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W4RYZ,2874,2F,445,2,NA,NFL,32,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4SHL,5684,5F,1628,2,W4YXU,AL,20,NA,5,2012,NA,NA,NA,NA,NA,NA,NA
W4SLC,2848,2A,687,2,KK4ISZ,SFL,25,Saint Lucie Cty ARES,2,2012,NA,NA,NA,NA,NA,NA,NA
W4SNC,3268,5A,794,2,NA,NC,18,Iredell Cty ARS,5,2012,NA,NA,NA,NA,NA,NA,NA
W4SS,2124,2A,727,2,NA,SFL,9,Palms West ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4SUN,1216,1D,312,2,NA,WCF,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4SVI,1028,2D,229,2,NA,SFL,23,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4TA,6040,5A,1458,2,W4GAC,WCF,69,Saint Petersburg ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4TFR,346,1AC,69,2,NA,GA,3,Tyndall family ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W4TTY,580,1B1B,43,5,NA,VA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4UA,1996,3AC,673,2,NA,NC,24,High Point ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4UAL,553,1A,318,1,NA,AL,3,University ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W4UC,1526,6F,150,2,NA,NFL,32,NA,6,2012,NA,NA,NA,NA,NA,NA,NA
W4UCJ,4420,4F,898,2,KJ4NBG,GA,90,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W4UD,4206,3A,1086,2,NA,TN,51,Bristol ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4UG,9206,4A,2552,2,K4IX,VA,45,VBARC & VADXCC,4,2012,NA,NA,NA,NA,NA,NA,NA
W4UOT,3190,4A,763,2,NA,TN,32,MTARS,4,2012,NA,NA,NA,NA,NA,NA,NA
W4V,3612,3D,1781,2,NA,AL,11,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W4VA,6052,2A,1537,2,KW4VA,VA,18,Fauquier ARA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4VIY,1678,2A,341,2,NA,NFL,8,Milton ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4WC,4564,5A,1012,2,NA,TN,30,Andrew Johnson ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W4WSF,14,1D,7,2,NA,VA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4WVP,560,2AC,119,2,NA,VA,20,Arlington ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4XD,7360,2A,2022,2,K4MRA,VA,98,MARA / VARA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4XI,3188,2A,845,2,NA,AL,30,Tuscaloosa ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4XK,354,1D,76,2,NA,TN,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W4XR,4618,4A,1304,2,NA,VA,17,Fluvanna ARES,4,2012,NA,NA,NA,NA,NA,NA,NA
W4YK,3764,3A,745,2,NA,NC,45,Blue Ridge ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4YMI,2300,2A,495,2,K4TRP,NC,27,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W4ZA,1392,2A,422,2,W4RAT,VA,50,Richmond ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W4ZHR,5688,3AC,1439,2,K4HAL,AL,30,Zamora Shrine RC,3,2012,NA,NA,NA,NA,NA,NA,NA
W4ZPR,468,1C,67,2,NA,VA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5ABD,674,2A,54,2,NA,LA,8,Westside ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5ANR,5494,6A,1141,2,NA,AR,20,NA,6,2012,NA,NA,NA,NA,NA,NA,NA
W5AUU,1364,2A,303,2,NA,AR,50,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5BBS,4064,10A,814,2,NA,OK,40,Broken Arrow ARC,10,2012,NA,NA,NA,NA,NA,NA,NA
W5BCR,824,3AC,162,2,NA,NTX,30,Bosque Cty ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5BCS,1658,2A,330,2,NA,STX,57,Bryan ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5BII,3408,2A,1124,2,KC5RGW,LA,22,Southwest Louisiana Am Rep Club,2,2012,NA,NA,NA,NA,NA,NA,NA
W5BMC,1852,3F,651,2,NA,LA,26,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5CCW,3338,2A,1008,2,NA,MS,5,ARC of Amite Cty,2,2012,NA,NA,NA,NA,NA,NA,NA
W5CT,6258,2E,1835,2,NA,STX,6,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5CYF,124,1B1C,37,2,NA,MS,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5DSC,2466,5A,384,2,NA,STX,55,Victoria ARC & Coleto Creek ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
W5EA,4698,3A,1496,2,N5LCC,LA,25,Twin City Ham Club,3,2012,NA,NA,NA,NA,NA,NA,NA
W5ELK,2100,6A,414,2,NA,AR,12,Elks Lodge ARC #1004,6,2012,NA,NA,NA,NA,NA,NA,NA
W5ENT,974,2A,130,2,NA,NTX,15,Rains ARA/ Hopkins Cty ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5FC,3936,3A,1099,2,NA,NTX,60,Dallas ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5FQ,1354,3E,141,2,NA,MS,30,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5GZ,76,1D,19,2,NA,NM,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5HLP,452,1B1,101,2,NA,NTX,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5HRC,484,2F,46,2,NA,NTX,8,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5HVL,682,2A,61,2,W5HVL,STX,12,Walker Cty AR Group,2,2012,NA,NA,NA,NA,NA,NA,NA
W5IU,3816,4A,753,2,NA,NTX,32,Lockheed Martin ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W5JAS,1500,3AC,369,2,NA,STX,10,Lakes Area ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5JBO,650,1B1,150,2,NA,STX,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5JMW,1054,1E,251,2,NA,WTX,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5K,890,2AC,272,2,W5GWD,MS,15,Chickasaw ARA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5KA,3500,3A,673,2,K5LBJ,STX,66,Austin ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5KTC,828,2A,139,2,NA,STX,9,"Port Lavaca ARC, Inc.",2,2012,NA,NA,NA,NA,NA,NA,NA
W5L,1520,3F,590,2,NA,NTX,30,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5LEW,216,1D,46,2,NA,CO,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5LM,964,2A,227,2,NA,NTX,20,Temple ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5LOC,1648,2F,358,2,NA,STX,6,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5MAG,1694,2A,587,2,NA,AR,12,Mt. Magazine ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5MPZ,3880,1A,1309,2,NA,NM,11,Sandia National Laboratories ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W5MRC,1732,3A,277,2,NA,NTX,69,McKinney ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5MSQ,2130,4AB,179,5,NA,STX,11,Houston QRP Club,4,2012,NA,NA,NA,NA,NA,NA,NA
W5MWC,6104,4A,1569,2,KF5JRP,OK,8,Mid-Del ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W5NC,2598,2A,579,2,K5ZTY,STX,30,Northwest ARS,2,2012,NA,NA,NA,NA,NA,NA,NA
W5NEM,4284,4F,878,2,KE5LUX,MS,40,NA,4,2012,NA,NA,NA,NA,NA,NA,NA
W5NFL,478,2F,114,2,NA,NTX,14,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5NOR,3932,2A,859,2,WB5ULK,OK,58,South Canadian ARS,2,2012,NA,NA,NA,NA,NA,NA,NA
W5OBM,4114,2A,1280,2,K5OLV,MS,17,Olive Branch ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5OKT,162,3D,56,2,NA,OK,10,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5PAA,864,2A,82,2,NA,OK,15,Aeronautical Center ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5PDO,1804,2A,460,2,NA,NM,15,Los Alamos ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5PFC,2204,2A,381,2,K5TDD,MS,30,Jackson ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5PMS,1312,2A,161,2,K5RDA,MS,14,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5PQ,954,1D,226,2,NA,LA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5QX,2184,4A,334,2,KD5URW,WTX,44,San Angelo ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W5RIN,1400,3AC,280,2,NA,STX,19,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5RMB,914,1B2C,432,2,NA,AL,2,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5ROK,2122,2E,559,2,NA,NTX,7,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5ROS,3100,2E,303,5,NA,STX,21,NA,2,2012,NA,NA,NA,NA,NA,NA,NA
W5RTA,3224,3D,959,2,NA,STX,4,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5SC,2328,4A,595,2,WØYVY,STX,21,San Antonio RC,4,2012,NA,NA,NA,NA,NA,NA,NA
W5SGL,1758,3AC,590,2,NA,MS,17,Mississippi Coast ARA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5SH,5168,4A,1108,2,NA,NTX,11,KiloCycle ARC,4,2012,NA,NA,NA,NA,NA,NA,NA
W5SLA,840,3F,75,2,NA,LA,15,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5SSV,2050,3E,429,2,NA,STX,60,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5T,1440,3A,395,2,NA,STX,3,Oak Forest ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5TTE,3150,1E,300,5,NA,NM,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5UGD,684,1E,206,2,NA,SC,4,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5UR,20654,6A,6026,2,K5HAB,NM,26,Albuquerque DX Assn,6,2012,NA,NA,NA,NA,NA,NA,NA
W5VDM,360,1E,26,5,NA,STX,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W5WB,6242,3F,1373,2,W5AUY,NTX,46,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W5WQ,2190,1A,562,2,NA,MS,15,Southwest MS ARC,1,2012,NA,NA,NA,NA,NA,NA,NA
W5WX,2988,3A,684,2,N5HPJ,WTX,21,Panhandle ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5YA,19970,3AB,1937,5,K5KM,NM,10,Rancho Escondido,3,2012,NA,NA,NA,NA,NA,NA,NA
W5YD,8212,3A,1921,2,N5F,MS,17,Missisippi State University ARC & Magnolia ARC,3,2012,NA,NA,NA,NA,NA,NA,NA
W5ZDN,6828,2A,1925,2,W5TSA,NTX,43,Heart O' Texas ARC,2,2012,NA,NA,NA,NA,NA,NA,NA
W5ZR,12434,2A,3480,2,W5RZY,LA,27,Louisiana Cane Field CC,2,2012,NA,NA,NA,NA,NA,NA,NA
W6ABR,622,1D,286,2,NA,SF,3,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W6AEA,2332,1D,1141,1,NA,EWA,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W6AF,856,2A,195,2,NA,SV,21,Oroville ARS,2,2012,NA,NA,NA,NA,NA,NA,NA
W6AFA,753,1D,703,1,NA,LAX,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W6AJF,4362,3A,911,2,NA,SF,15,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W6AK,1810,3A,335,2,NA,SV,10,NA,3,2012,NA,NA,NA,NA,NA,NA,NA
W6AQ,900,1B1B,55,5,NA,MI,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W6ARA,17158,4A,5332,2,W6OTX,SCV,82,Palo Alto ARA,4,2012,NA,NA,NA,NA,NA,NA,NA
W6AWB,454,1D,202,2,NA,ORG,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA
W6BA,1876,5A,239,2,AE6SG,ORG,25,Morongo Basin ARC,5,2012,NA,NA,NA,NA,NA,NA,NA
