Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
KC9AOV,NA,162,1E,WI,2,Tri County ARC (WI),12,1,B,0,0,6,6,150
KC9BKS,NA,165,1B1B,NFL,5,Fox River Radio League,1,1,B,1,0,1,2,150
KC9CSC,NA,78,1D,STX,2,PODXS 070,1,1,C,0,7,0,7,50
KC9EOQ,NA,876,1D,IL,2,Fox River Radio League,1,1,C,5,183,37,225,50
KC9EZP,NA,288,1D,IN,2,Ft. Wayne RC,1,1,C,0,12,45,57,150
KC9FOC,NA,152,1E,KY,2,NA,1,1,B,0,0,1,1,150
KC9GMW,NA,1904,2D,WI,2,NA,4,2,C,190,227,43,460,150
KC9LDR,NA,52,1D,IL,2,NA,1,1,C,0,0,1,1,50
KC9LMF,NA,836,3A,IL,2,Big Bend ARC,7,3,B,0,13,47,60,690
KC9MDY,NA,100,1D,WI,2,NA,1,1,C,0,0,25,25,50
KC9OLF,NA,524,3AC,IN,2,Southern IN Tri-County Club,5,3,C,0,0,187,187,150
KC9OYE,NA,126,1D,IN,2,NWIDX,1,1,C,0,11,16,27,50
KC9PL,NA,650,1D,IL,2,Ft. Madison ARC,1,1,C,0,150,0,150,50
KC9QFH,NA,136,1B1,WI,2,NA,1,1,B,0,0,43,43,50
KC9TEP,NA,246,1D,IL,2,Sangamon Valley RC,1,1,C,0,49,0,49,50
KC9UB,NA,78,1D,IN,2,NA,1,1,C,0,7,0,7,50
KC9UPR,NA,70,1D,WI,2,Milwaukee Maker Space ARC,1,1,C,0,0,10,10,50
KC9ZWA,NA,190,1E,WI,2,NA,1,1,B,0,10,0,10,150
KC9ZYZ,NA,204,1E,MI,2,NA,1,1,B,0,0,27,27,150
KD0EZS / KE0QJH,NA,530,4D,KS,2,Sand Hills ARC,2,4,C,0,0,240,240,50
KD0FAB,NA,206,1B1,CO,2,NA,1,1,B,0,0,28,28,150
KD0IOE,NA,350,1E,ND,2,NA,1,1,B,0,41,18,59,150
KD0JHZ,NA,210,1E,IA,2,NA,1,1,G,0,15,0,15,150
KD0JXU,NA,658,1B1,WY,2,NA,1,1,B,0,0,54,54,550
KD0LHI,NA,560,1D,ID,2,NA,2,1,C,0,0,105,105,350
KD0PYK,NA,338,3A,CO,2,Indian Peaks RC,3,3,B,0,72,0,72,50
KD0STU,NA,305,1B1B,NE,5,NA,1,1,B,0,0,11,11,250
KD0YQP,NA,254,1E,CO,2,NA,1,1,G,0,26,0,26,150
KD0YTE,NA,974,1D,MO,2,NA,1,1,C,0,231,0,231,50
KD0ZJV,NA,600,1E,KS,5,NA,1,1,B,0,33,0,33,270
KD0ZYL,NA,790,1D,MN,2,Northern Lakes ARC,1,1,C,0,160,0,160,150
KD1PE (+KI5TOZ),KI5TOZ,1838,2A,NM,2,Four Corners ARG,8,2,B,0,157,35,192,1140
KD1XH,NA,230,1D,CT,2,NA,1,1,C,30,0,30,60,50
KD2ABL,NA,278,1C,ENY,2,NA,1,1,G,32,0,0,32,150
KD2DB,NA,76,1D,NNJ,2,Cherryville Repeater Assn. II,1,1,C,0,0,13,13,50
KD2JC,NA,1034,1D,NNJ,2,NA,1,1,C,246,0,0,246,50
KD2JJF,NA,292,1E,SNJ,2,Southern Counties ARA,1,1,B,0,0,71,71,150
KD2KEH,NA,80,1AB,WNY,5,Niagara Frontier Radiosport,3,1,B,0,0,6,6,50
KD2KW,NA,114,1D,NTX,2,Lake Area AR Klub,1,1,C,16,0,0,16,50
KD2MU,NA,164,1D,NLI,2,Radio Central ARC/Order of Boiled Owls of NY,1,1,C,22,0,13,35,50
KD2OMV,NA,98,1D,NNY,2,NA,1,1,C,12,0,0,12,50
KD2PFH,NA,302,1B1,WNY,2,NA,1,1,B,0,38,0,38,150
KD2PLR,NA,254,1D,NNJ,2,Tri County Radio Assn.,1,1,C,0,51,0,51,50
KD2RWC,NA,302,1D,WNY,2,NA,1,1,C,0,63,0,63,50
KD2SGM,NA,214,1D,NNJ,2,Fair Lawn ARC,1,1,C,31,0,20,51,50
KD2SPJ,NA,260,1E,SNJ,5,Gloucester Co ARC,1,1,B,0,11,0,11,150
KD2SSS,NA,582,1B1,ENY,2,Orange Co. (NY) ARC,1,1,G,1,107,0,108,150
KD2TZX,NA,650,1D,NNJ,2,West Essex ARC,1,1,C,0,46,58,104,350
KD2UCW,NA,378,1D,WTX,2,NA,1,1,C,0,82,0,82,50
KD2UTL,NA,122,1D,NNY,2,Eastern Fulmont ARC,1,1,C,0,0,36,36,50
KD2VCE,NA,186,1D,WNY,2,NA,1,1,C,0,34,0,34,50
KD2VYZ,NA,270,1D,NNJ,2,Tri County Radio Assn.,1,1,C,0,55,0,55,50
KD2WGN,NA,152,1E,NNJ,2,West Essex ARC,1,1,G,0,0,1,1,150
KD2WJR,NA,1052,1D,NNJ,2,West Essex ARC,1,1,C,0,244,13,257,50
KD2YMM,NA,90,1B1B,NNY,5,NA,1,1,B,4,0,0,4,50
KD2YVA,NA,94,1D,WNY,2,NA,1,1,C,11,0,0,11,50
KD2ZYC,NA,102,1D,ENY,2,NA,1,1,C,0,13,0,13,50
KD3CR,NA,122,1D,MDC,2,Queen Anne's ARC,1,1,C,11,6,2,19,50
KD3FG,NA,655,1E,MDC,5,NA,1,1,B,45,0,31,76,50
KD3MAD,NA,774,1E,EPA,2,Dauphin Middle Paxton Radio Network,5,1,B,0,2,88,90,590
KD3RF,NA,525,1B1B,EPA,5,NA,1,1,B,30,0,15,45,150
KD3SB,NA,250,1D,WPA,2,NA,1,1,C,0,0,100,100,50
KD3TB,NA,332,1D,EPA,2,Warminster ARC,1,1,C,59,0,23,82,50
KD3Y,NA,86,1D,NC,2,NA,1,1,C,0,0,18,18,50
KD4ACG,NA,318,1D,WCF,2,NA,1,1,C,0,26,82,108,50
KD4C,NA,270,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,30,0,30,150
KD4DRN,NA,102,1D,NC,2,NA,1,1,C,0,0,26,26,50
KD4NGC,NA,148,1D,GA,2,Piedmont ARC,1,1,C,0,2,45,47,50
KD4NH,NA,114,1D,TN,2,NA,1,1,C,0,16,0,16,50
KD4QMY,NA,78,1D,GA,2,South East Contest Club,1,1,C,0,0,14,14,50
KD4WLE,NA,970,1C,SFL,2,NA,1,1,B,0,180,0,180,250
KD4YDC,NA,406,1D,GA,2,NA,1,1,C,0,26,126,152,50
KD5AYW,NA,294,1D,NM,2,NA,1,1,C,61,0,0,61,50
KD5BPR,NA,70,1B1,LA,2,NA,1,1,B,0,0,10,10,50
KD5C (+W5QGG),W5QGG,8708,3AC,WTX,2,Midland ARC,22,3,C,1045,308,1013,2366,1270
KD5DX,NA,1526,4A,STX,2,Medina Co. AR Corp.,25,4,G,0,8,322,330,850
KD5GFG,NA,650,1E,LA,2,Ozone ARC,1,1,B,0,0,200,200,250
KD5MAM,NA,1338,4AC,STX,2,Southeast TX Amateur Club,8,4,C,0,227,135,362,160
KD5OMJ,NA,530,1D,AZ,2,NA,1,1,C,0,120,0,120,50
KD5RXP,NA,474,1D,NE,2,NA,1,1,C,0,106,0,106,50
KD5TKR,NA,538,1D,WTX,2,NA,1,1,C,0,122,0,122,50
KD5XB,NA,542,1D,NM,2,NA,1,1,C,0,123,0,123,50
KD5YPH,NA,128,1D,CO,2,Kicked Back Contesters Club,1,1,C,0,3,33,36,50
KD5ZLR,NA,1018,1D,STX,2,Kendall ARS,1,1,C,0,242,0,242,50
KD6CUB,NA,502,1E,CO,2,Sun City ARC,1,1,B,0,0,176,176,150
KD6GWH,NA,160,1E,SCV,2,NA,1,1,B,0,0,5,5,150
KD6RMS,NA,326,1B1,LAX,2,NA,1,1,G,0,0,88,88,150
KD6SPN,NA,806,1D,SCV,2,NA,1,1,C,0,189,0,189,50
KD7DGK,NA,166,1E,AZ,2,NA,1,1,B,0,0,8,8,150
KD7DY,NA,174,1B1,ID,2,Southwest ID ARC,1,1,B,0,31,0,31,50
KD7FDW,NA,172,1E,ID,2,NA,1,1,B,0,0,11,11,150
KD7GB,NA,210,1D,WWA,2,NA,1,1,C,40,0,0,40,50
KD7LEE,NA,682,1E,WWA,2,NA,1,1,B,120,10,6,136,150
KD7PH,NA,1542,2A,ID,2,Palouse Hills ARC,10,2,G,66,24,16,106,1150
KD7SBX,NA,722,1D,AZ,2,NA,1,1,C,0,168,0,168,50
KD7ZYN,NA,320,2B2,WWA,2,NA,2,2,B,8,7,5,20,250
KD8CMN,NA,108,1D,OH,2,NA,1,1,C,0,0,29,29,50
KD8DEU,NA,490,1B1,MI,2,Genesee Co. RC,1,1,B,85,0,0,85,150
KD8EVN,NA,2802,3A,OH,2,Toledo Mobile Radio Assn.,13,3,G,0,468,240,708,450
KD8GIJ,NA,460,1E,OH,2,NA,1,1,B,0,77,1,78,150
KD8GXI,NA,454,1D,OH,2,NA,1,1,C,0,51,50,101,150
KD8JQE,NA,142,1D,OH,2,NA,1,1,C,0,0,46,46,50
KD8KTN,NA,238,1B1,MI,2,NA,1,1,G,0,0,44,44,150
KD8KWH,NA,124,1D,OH,2,Delaware ARA,1,1,C,0,1,15,16,90
KD8KXK,NA,1218,1D,OH,2,Newark ARA,1,1,C,0,267,0,267,150
KD8LBS,NA,584,1AC,OH,2,Ohio Valley Experimenters Club,5,1,C,0,0,97,97,390
KD8NOM,NA,2900,3A,OH,2,Dresden Elementary ARS,12,3,G,159,44,569,772,950
KD8ORN,NA,112,1D,OH,2,Hocking Valley ARC,1,1,C,0,0,31,31,50
KD8SQ,NA,2328,2A,OH,2,Orrville ARS,4,2,G,0,364,161,525,550
KD8TF,NA,94,1D,NFL,2,NA,1,1,C,0,0,22,22,50
KD8WCK,NA,178,1D,OH,2,Portage Co. ARS,1,1,C,0,7,0,7,150
KD8YNG,NA,98,1D,IN,2,Ft. Wayne RC,1,1,C,0,0,24,24,50
KD8ZM,NA,460,1E,OH,5,NA,1,1,B,31,0,0,31,150
KD9CHL (+KO4JWH),KO4JWH,707,1A,KY,2,Crittenden Co. Ham RC,4,1,G,0,0,16,16,675
KD9EBS,NA,510,1E,IL,5,NA,1,1,B,46,0,0,46,50
KD9EJA,NA,2098,2A,WI,2,Barron Co. ARA,9,2,G,0,191,292,483,750
KD9FM,NA,410,1B1,WI,2,Ozaukee RC,1,1,B,65,0,0,65,150
KD9GDY,NA,304,1D,WI,2,Greater Beloit ARC,1,1,C,47,0,33,80,50
KD9GOL,NA,180,1D,IL,2,NA,1,1,C,0,7,51,58,50
KD9JAY,NA,854,1B1,IN,2,NA,1,1,G,0,126,0,126,350
KD9KMK,NA,276,1E,IN,2,Northeast IN ARA,1,1,G,0,0,63,63,150
KD9KYL,NA,98,1D,WI,2,Heart Of Wisconsin ARG,3,1,C,0,12,0,12,50
KD9LHE,NA,806,1D,IN,2,Bear Bait RC,2,1,C,0,179,20,199,50
KD9LLH,NA,2282,5AC,IN,2,Patoka Valley ARC,26,5,C,0,111,494,605,850
KD9LNH,NA,166,1D,IL,2,McHenry Co. Wireless Assn.,1,1,C,0,29,0,29,50
KD9NHZ,NA,116,1D,IL,2,Bolingbrook ARS,1,1,C,0,3,27,30,50
KD9NYE,NA,790,1E,IL,5,NA,1,1,B,0,51,26,77,150
KD9OAZ,NA,402,1E,WI,2,Waupaca Co. ARES/RACES,1,1,G,0,63,0,63,150
KD9OFJ,NA,2080,1B1B,WI,5,NA,1,1,B,0,163,0,163,450
KD9OIN,NA,350,1D,IL,2,Soc. of Midwest Contesters,1,1,C,75,0,0,75,50
KD9OLN,NA,112,1D,IN,2,Whitley Co. ARC,1,1,C,0,0,31,31,50
KD9PWI,NA,190,1B1,IL,2,Schaumburg ARC,1,1,B,0,0,20,20,150
KD9QDL,NA,2570,1E,IN,5,Northeast IN ARA,1,1,B,0,232,0,232,250
KD9RCL,NA,182,1E,IL,2,NA,1,1,B,0,0,16,16,150
KD9RPS,NA,456,1B1,IN,2,Patoka Valley ARC,1,1,B,0,0,153,153,150
KD9SJC (+WB9W),NA,348,1B2,IL,2,Suburban Technical ARS,2,1,B,0,0,49,49,250
KD9SZQ,NA,1302,1E,WI,2,NA,1,1,B,0,288,0,288,150
KD9TQH,NA,154,1B1,WWA,2,Hancock ARC,1,1,B,0,0,2,2,150
KD9UJU,NA,62,1D,IN,2,Ft. Wayne RC,1,1,C,0,0,6,6,50
KD9UYC,NA,130,1D,IN,2,NA,1,1,C,20,0,0,20,50
KE0AE,NA,938,2F,CO,2,Big Sandy ARC,7,2,C,0,103,28,131,470
KE0FOE,NA,2450,1E,MO,2,NA,2,1,B,0,525,0,525,350
KE0HLC,NA,70,1D,MO,2,NA,1,1,C,0,0,10,10,50
KE0IZE,NA,150,1D,IA,2,NA,1,1,C,0,0,50,50,50
KE0MHJ,NA,1170,1B1B,MO,5,Macon Co. ARC,1,1,B,0,62,0,62,550
KE0NCQ,NA,1238,5A,CO,2,Denver Radio League,5,5,B,7,35,10,52,1050
KE0OIZ,NA,420,2E,MO,2,NA,1,2,B,0,0,35,35,350
KE0RJ,NA,170,1D,SD,2,NA,1,1,C,0,0,60,60,50
KE0RJK,NA,130,1D,MN,2,NA,1,1,C,0,0,40,40,50
KE0SWK,NA,110,1D,MO,2,NA,1,1,C,0,15,0,15,50
KE0TT,NA,4820,1B1B,MN,5,NA,1,1,B,467,0,0,467,150
KE0UI,NA,4682,1E,CO,2,NA,1,1,G,1108,0,0,1108,250
KE0UNV,NA,164,1D,MO,2,NA,1,1,C,0,0,57,57,50
KE0VIM,NA,2595,2B1B,CO,5,NA,1,2,B,1,199,29,229,450
KE0YBL,NA,2986,1D,MN,2,Sioux Empire ARC,2,1,C,0,723,22,745,50
KE0ZCD,NA,184,1B2,ND,2,NA,2,1,B,0,0,7,7,170
KE1S,NA,7740,2A,CT,2,CTRI Contest Grp.,11,2,G,1638,62,45,1745,850
KE1VT,NA,210,1D,VT,2,Addison Co. ARA,1,1,C,1,14,0,15,150
KE2D,NA,2102,1E,SNJ,2,South Jersey Radio Assn.,1,1,G,438,0,0,438,350
KE2X (+N2RC),NA,2680,2B2,ENY,2,NA,2,2,G,527,0,111,638,350
KE2YK,NA,350,1D,NLI,2,Peconic ARC,1,1,C,75,0,0,75,50
KE3AAR (+W3FRB),W3FRB,4574,4A,EPA,2,Education Alliance for Amateur Radio,8,4,G,16,360,785,1161,1500
KE3E,NA,270,1E,DE,2,Sussex ARA,1,1,B,0,30,0,30,150
KE3K,NA,2790,1D,MI,2,Blossomland ARA,1,1,C,659,0,2,661,150
KE3KD,NA,218,1D,WPA,2,NA,1,1,C,0,42,0,42,50
KE3V (+WB3CEG),NA,3710,1B2B,WPA,5,NA,2,1,B,356,0,0,356,150
KE3WN,NA,178,1D,WPA,2,NA,1,1,C,32,0,0,32,50
KE4FD,NA,2368,1D,NFL,2,Northwest FL ARC,1,1,C,425,0,309,734,50
KE4HAM,NA,1930,6A,SC,2,Sun City Hilton Head ARC,11,6,B,45,0,40,85,1670
KE4HD,NA,170,1B1,VA,2,NA,1,1,B,0,5,0,5,150
KE4MH (+N4MNC),N4MNC,2240,3A,NC,2,High Appalachian Mountain ARS,4,3,B,98,103,83,284,1270
KE4ONC,NA,440,1E,TN,5,NA,1,1,B,0,29,0,29,150
KE4Q,NA,1498,1D,SFL,2,NA,1,1,C,362,0,0,362,50
KE4TP,NA,896,1D,WCF,2,NA,1,1,C,0,149,25,174,250
KE4UKX,NA,786,1E,VA,2,NA,7,1,B,134,0,0,134,250
KE5DXX,NA,830,1B1,STX,2,NA,1,1,B,133,4,16,153,250
KE5ES,NA,1520,1B1B,WTX,5,NA,1,1,B,127,0,0,127,250
KE5ET,NA,690,1B2C,NTX,2,Knob Hill Krew,2,1,C,7,125,56,188,50
KE5FSY,NA,752,4F,AR,2,Arkansas Diamond ARC,7,4,G,0,0,51,51,650
KE5GL,NA,2382,2D,STX,2,NA,4,2,C,143,357,166,666,50
KE5LHC,NA,134,1B1C,OK,2,NA,1,1,C,0,0,42,42,50
KE5RFZ,NA,72,1D,NTX,2,NA,1,1,C,2,0,7,9,50
KE6GFI,NA,360,2D,AZ,2,Arizona Outlaws Contest Club,1,2,C,0,0,105,105,150
KE6GQO,NA,306,1B1,ORG,2,NA,1,1,B,0,0,28,28,250
KE6K,NA,170,1D,AZ,2,Arizona Outlaws Contest Club,1,1,C,30,0,0,30,50
KE6RN,NA,2106,5A,SJV,2,California City ARC,17,5,G,50,113,102,265,1250
KE6SRN (+KE6SRO),NA,594,2B2,WMA,2,CITARC/JPLARC/PRC/SPARC,2,2,B,0,0,22,22,550
KE6SYT,NA,218,1E,EB,2,Hayward RC,1,1,B,0,0,34,34,150
KE6VFJ,NA,182,1D,LAX,2,NA,1,1,C,0,33,0,33,50
KE7ACE,NA,154,1D,WWA,2,Chehalis Valley ARS,1,1,C,0,0,52,52,50
KE7CR (+K7ARJ),NA,690,1B2B,ID,5,NA,2,1,B,44,0,0,44,250
KE7DOA,NA,960,1E,UT,5,NA,1,1,B,0,71,0,71,250
KE7EEM,NA,368,2A,OR,2,Gorge East AR,7,2,G,3,21,11,35,250
KE7END,NA,2100,3AC,NV,2,Virgin Valley ARC,10,3,C,50,128,269,447,850
KE7F,NA,702,1B2,OR,2,NA,2,1,G,0,0,176,176,350
KE7FQJ,NA,106,1D,WWA,2,Snohomish Co. Hams Club,1,1,C,0,0,28,28,50
KE7FSD,NA,128,1D,AZ,2,NA,3,1,C,0,0,39,39,50
KE7MJR,NA,400,1B1,OR,2,NA,1,1,B,0,0,25,25,350
KE8AER,NA,314,1D,MI,2,Who Cares ARG,1,1,C,0,4,24,28,250
KE8BG,NA,658,1D,NC,2,NA,1,1,C,0,144,16,160,50
KE8CSW,NA,182,1D,OH,2,NA,1,1,C,33,0,0,33,50
KE8CUG,NA,200,1B1,MI,2,NA,1,1,B,0,0,75,75,50
KE8E,NA,674,1D,OH,2,Eastern OH Contesters,1,1,C,156,0,0,156,50
KE8FZT,NA,255,1B1B,MI,5,NA,1,1,B,0,0,1,1,250
KE8G,NA,2050,1D,OH,2,NA,1,1,C,500,0,0,500,50
KE8GC,NA,422,1D,MI,2,NA,1,1,C,93,0,0,93,50
KE8JNN,NA,1246,1D,OH,2,TUSCO ARC,1,1,C,0,299,0,299,50
KE8JVX,NA,222,1B1,OH,2,CRES ARC,1,1,B,0,0,36,36,150
KE8KIK,NA,1040,2B1B,OH,5,NA,1,2,B,69,0,0,69,350
KE8KOR,NA,254,1B1,WWA,2,NA,1,1,B,0,8,36,44,150
KE8LCM,NA,480,1D,WV,2,NA,1,1,C,0,61,93,154,50
KE8LFC,NA,402,1D,OH,2,Delaware ARA,1,1,C,0,88,0,88,50
KE8NSI,NA,102,1D,OH,2,NA,1,1,C,0,0,26,26,50
KE8PUB,NA,1090,4E,MI,2,Big Signal ARC,6,4,G,12,102,92,206,450
KE8PYE,NA,106,1E,OH,2,NA,1,1,B,0,0,28,28,50
KE8QAS,NA,122,1D,OH,2,Mound ARA,1,1,C,0,0,36,36,50
KE8RS,NA,286,1D,OH,2,Mound ARA,1,1,C,0,20,78,98,50
KE8RV,NA,4056,4A,OH,2,Madison Co. (OH) ARC,9,4,G,20,366,471,857,1570
KE8SNO,NA,168,1B1,WV,2,NA,1,1,B,0,0,9,9,150
KE8UEY,NA,150,1D,WV,2,NA,1,1,C,0,25,0,25,50
KE8UTM,NA,230,1E,OH,2,NA,1,1,B,0,0,40,40,150
KE8VSI,NA,1136,1D,MI,2,Who Cares ARG,1,1,C,0,271,1,272,50
KE9JQ,NA,330,1B1B,IL,5,Suburban Technical ARS,1,1,B,0,0,16,16,250
KF0ARE,NA,530,1B1B,WI,5,NA,1,1,B,5,10,6,21,350
KF0IBJ,NA,830,1E,CO,5,Beaver Creek ARA,3,1,B,0,44,8,52,350
KF0IDT,NA,1252,1E,CO,2,NA,1,1,G,0,48,405,453,250
KF0JEJ,NA,378,1D,MO,2,St. Charles ARC,1,1,C,0,62,40,102,50
KF0JYU,NA,354,1B1,MN,2,NA,1,1,B,0,51,0,51,150
KF0MLW,NA,692,1D,MO,2,NA,1,1,C,0,150,21,171,50
KF0XV,NA,1010,1B1B,KS,5,NA,1,1,B,86,0,0,86,150
KF2YV,NA,182,1C,NNJ,2,Garden State ARA,1,1,G,0,0,16,16,150
KF4DVF,NA,1154,1D,NFL,2,Five Flags Amateur Radio Assn.,1,1,C,0,226,0,226,250
KF4HZU,NA,1020,1E,WCF,5,NA,1,1,B,0,77,0,77,250
KF4IE,NA,62,1D,VA,2,Albemarle ARC,1,1,C,0,0,6,6,50
KF4KF,NA,332,2A,MT,2,Henderson ARC,3,2,G,0,9,23,32,250
KF4UTJ,NA,2104,3AC,KY,2,Stubblefield Repeater Club,15,3,C,0,224,79,303,1050
KF5DPX,NA,285,1B1B,NM,5,NA,1,1,B,0,0,7,7,250
KF5IZ,NA,818,1D,MS,2,NA,7,1,C,0,165,54,219,50
KF5KHS,NA,408,2D,NTX,2,NFLARC,12,2,C,0,0,79,79,250
KF5R,NA,400,1D,NM,2,NA,1,1,C,0,72,31,103,50
KF5TVG,NA,830,1E,OK,5,South Canadian ARS,1,1,B,0,58,0,58,250
KF5VDX,NA,786,1B1,STX,2,NA,1,1,O,0,0,318,318,150
KF6HDD,NA,54,1D,EB,2,NA,1,1,C,0,0,2,2,50
KF6HTE,NA,682,2A,EB,2,Martinez ARC,13,2,B,58,0,0,58,450
KF6I,NA,1136,1E,ORG,2,Southern CA Contest Club,1,1,B,157,64,51,272,150
KF6IDK,NA,554,1B1,SJV,2,NA,1,1,B,0,126,0,126,50
KF6JBN,NA,982,7A,LAX,2,Korean ARC,20,7,B,0,0,16,16,950
KF6JS,NA,150,1D,EB,2,NA,1,1,C,0,0,50,50,50
KF6JXM,NA,1038,1E,SDG,2,NA,1,1,B,0,221,2,223,150
KF6NNM,NA,2720,3A,SV,2,Friends & AR Communications Enthusiasts,21,3,G,76,302,9,387,1190
KF6RRR,NA,370,1C,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,0,0,4,4,350
KF6VAQ,NA,236,1D,ORG,2,NA,1,1,C,0,0,93,93,50
KF7CCC,NA,180,1E,AZ,2,Thunderbird ARC,1,1,B,0,0,15,15,150
KF7JZ,NA,1370,1E,MS,5,NA,1,1,B,0,122,0,122,150
KF7KTC,NA,152,1D,NV,2,Sierra Nevada ARS,1,1,C,0,0,51,51,50
KF7MD,NA,5450,1B1B,CO,5,NA,1,1,B,530,0,0,530,150
KF7PBM,NA,930,1D,EWA,2,Spokane DX Assn.,1,1,C,0,220,0,220,50
KF7UFF,NA,360,1B1B,WY,5,NA,1,1,B,21,0,0,21,150
KF8MZ,NA,200,1E,OH,2,NA,1,1,G,2,0,21,23,150
KF8S,NA,1474,1D,MI,2,Who Cares ARG,1,1,C,0,355,2,357,50
KG0E,NA,202,1B1,WI,2,NA,1,1,B,0,10,6,16,150
KG0RD,NA,634,1D,NE,2,NA,1,1,C,146,0,0,146,50
KG1V,NA,1034,1D,NH,2,NA,1,1,C,246,0,0,246,50
KG3V,NA,750,1D,VA,2,NA,1,1,C,175,0,0,175,50
KG4EIF,NA,52,1C,VA,2,Albemarle ARC,1,1,B,0,0,1,1,50
KG4KFF,NA,168,1D,SFL,2,NA,1,1,C,0,0,59,59,50
KG4KGY,NA,66,1D,KY,2,NA,1,1,C,4,0,0,4,50
KG4SLK,NA,298,1B2,NFL,2,Shelby Co. (AL) ARC,2,1,B,0,0,64,64,170
KG4SRK,NA,272,1D,KY,2,Paducah ARA,1,1,C,0,0,111,111,50
KG4ULP,NA,250,1D,WI,2,NA,1,1,C,0,0,100,100,50
KG5IGO,NA,74,1D,STX,2,Katy ARS,1,1,C,0,6,0,6,50
KG5IV (+K5VSD),K5VSD,3042,3AC,MS,2,Grid 54,23,3,C,62,200,232,494,1530
KG5JEN,NA,102,1D,ENY,2,Saratoga Co. ARA,1,1,C,0,13,0,13,50
KG5JST,NA,296,1C,OK,2,Edmond ARS,1,1,B,0,0,23,23,250
KG5KLX,NA,620,1D,OK,2,NA,1,1,C,0,140,5,145,50
KG5KRZ,NA,130,1D,LA,2,NA,1,1,C,0,9,22,31,50
KG5TAA,NA,78,1D,STX,2,NA,1,1,C,0,7,0,7,50
KG5WHQ,NA,155,1B1B,NTX,5,NA,1,1,B,0,0,1,1,150
KG5WJZ,NA,104,1D,STX,2,NA,1,1,C,11,0,5,16,50
KG6MWI,NA,424,1C,ORG,2,NA,1,1,G,0,44,49,93,150
KG6MZS,NA,1182,2E,LAX,2,NA,2,2,B,0,169,78,247,350
KG6NLW,NA,298,1E,SF,2,NA,1,1,B,0,0,74,74,150
KG7DYX,NA,146,1D,AZ,2,Tortolita RC,1,1,C,0,18,12,30,50
KG7JWN,NA,162,1E,UT,2,NA,1,1,B,0,0,6,6,150
KG7KMV,NA,300,1E,ID,2,NA,1,1,B,0,0,25,25,250
KG7MVH,NA,170,1D,EWA,2,NA,1,1,C,30,0,0,30,50
KG7MYX,NA,296,1D,WWA,2,NA,1,1,C,0,36,1,37,150
KG7PD,NA,282,1D,WWA,2,Pacific Northwest VHF Soc.,1,1,C,2,49,14,65,50
KG7POD,NA,280,1B1B,WWA,5,Washington Co. (WA) ARC,1,1,B,0,0,6,6,250
KG7SPL,NA,2470,3AB,MT,5,American Legion Post 91 ARC,7,3,B,59,82,122,263,450
KG8MR,NA,894,2E,OH,2,Splinter Grp. ARC,3,2,G,0,206,0,206,70
KG9EP,NA,54,1D,WCF,2,NA,1,1,C,0,1,0,1,50
KG9JP,NA,440,1B1,WI,2,NA,1,1,B,0,41,13,54,250
KH6AQ (+NH6V),NA,4150,1B2,PAC,2,NA,2,1,B,925,0,0,925,450
KH6CE,NA,876,1A,PAC,2,Emergency ARC of Hawaii,62,1,B,0,9,45,54,750
KH6EJ,NA,558,2A,PAC,2,Big Island ARC,10,2,B,0,24,6,30,450
"KH6KB (N6KB, KH6LC)",NA,1386,1B2,PAC,2,Makani ARC,2,1,B,309,0,0,309,150
KH6KW,NA,158,1E,PAC,2,NA,1,1,B,0,0,4,4,150
KH6PE,NA,304,1B1,PAC,2,Garden Island Contesters,1,1,B,0,12,3,15,250
KH6RDO,NA,1166,1D,PAC,2,Big Island ARC,1,1,C,0,279,0,279,50
KH6RS,NA,2215,2A,PAC,1,Maui ARC,15,2,B,0,550,745,1295,370
KH6UL,NA,694,1F,PAC,2,NCTAMS PAC,1,1,B,18,53,30,101,350
KI0D,NA,950,1E,SD,2,NA,1,1,B,20,180,0,200,150
KI0F,NA,210,1D,MN,2,Hiawatha Valley ARC,1,1,C,40,0,0,40,50
KI0Y,NA,680,1D,MO,2,NA,1,1,C,80,10,135,225,50
KI2D,NA,482,1D,ENY,2,NA,1,1,C,20,88,0,108,50
KI4AMD,NA,66,1D,VA,2,NA,1,1,C,0,0,8,8,50
KI4AZX (+KI4ZX),NA,84,1B1,SC,2,NA,1,1,B,0,0,17,17,50
KI4ENS,NA,378,1E,KY,2,Bluegrass ARS,1,1,B,0,0,14,14,350
KI4EZC,NA,430,1E,TN,5,Mile Highlanders Grp.,1,1,B,28,0,0,28,150
KI4JQR,NA,376,1E,NE,2,NA,1,1,B,0,46,21,67,150
KI4LEH,NA,170,1D,NFL,2,NA,1,1,C,0,0,60,60,50
KI4MEU,NA,370,1D,NFL,2,NA,2,1,C,0,0,160,160,50
KI4UIP,NA,250,1D,WCF,2,St. Petersburg ARC,1,1,C,0,50,0,50,50
KI5ABV,NA,150,1D,NTX,2,NA,1,1,C,0,0,50,50,50
KI5BGC,NA,376,2F,AR,2,Cross County ARC,4,2,C,0,0,13,13,350
