CALL,FINAL SCORE,CLASS,TOTAL QSOS,Power Multiplier,GOTA CALL,SEC,Number of Participants,CLUB NAME
W8O,2718,5A,724,2,W8GO,OH,75,Clinton/Highland AR Group
W8ON,210,1B2B,28,2,NA,MI,2,NA
W8PI,6322,2A,1714,2,W8DWL,MI,30,Monroe Co Radio Comm Assn
W8PIF,1778,2A,912,1,NA,MI,57,M&M ARC
W8PRC,1122,1A,254,2,NA,OH,32,Parma RC
W8QLY,5818,8A,1832,2,W8IZC,OH,15,Mahoning Valley ARA
W8QQQ,1528,2A,297,2,NA,MI,7,Shiawassee ARA
W8SAI,1218,3A,238,2,KB8OPY,OH,6,NA
W8SGZ,150,1A,25,2,NA,MI,3,NA
W8SIO,3290,1B2,760,2,NA,MI,2,NA
W8SP,5590,2A,1641,2,NA,WV,21,Mountaineer ARA
W8STZ,1010,2A,126,2,NA,OH,28,Grant ARC
W8TK,1158,1D,277,2,NA,AZ,1,NA
W8TM,766,1D,223,2,NA,OH,1,NA
W8TNO,11652,3A,4016,2,K8O,MI,27,OCARS
W8TOM,740,1E,114,2,NA,MI,1,NA
W8UM,6684,5A,1580,2,W8PGW,MI,43,Arrow/UMARC FD Team
W8VA,5088,6F,955,2,NA,WV,57,NA
W8VM,1724,1D,478,2,NA,OH,15,NA
W8VN,488,2E,142,2,NA,MI,3,NA
W8VP,3688,3A,828,2,NA,OH,35,NA
W8VPV,9198,5A,2423,2,NA,OH,23,Cuyahoga Falls ARC
W8VTD,2518,5A,804,2,AB8ZT,OH,21,Warren ARA
W8VVL,2094,3F,554,2,NA,OH,17,NA
W8VY,2826,5A,1088,2,NA,MI,30,Kalamazoo ARC
W8WE,3500,5A,675,2,W8WER,OH,25,Intercity ARC
W8WKY,2016,3A,534,2,NA,OH,5,Silvercreek ARA
W8WOO,3830,2AB,403,5,NA,OH,5,Just Havin' Fun QRP Club
W8WRC,1700,7A,160,2,NA,OH,42,Western Reserve ARC
W8ZHO,5766,7A,1578,2,NA,MI,60,Muskegon AR Council
W8ZPF,5398,3A,1546,2,NA,OH,26,CRES ARC
W8ZX,1336,2A,318,2,NA,OH,41,Tusco ARC
W9AA,4328,3A,1087,2,W9KXT,IL,45,Hamfesters RC
W9AEG,540,1E,58,5,NA,IL,1,NA
W9ARG,670,1B2B,64,5,NA,WI,2,NA
W9ATG,5198,2A,1463,2,N9TT,IN,43,Hancock ARC
W9AV,898,1D,284,2,NA,WI,1,NA
W9AWE,2498,3F,719,2,NA,IL,20,NA
W9AZ,5320,3A,1371,2,N9FD,IL,28,Kankakee ARS
W9CA,23014,3A,6374,2,N9KK,IL,25,CorTek Radio Assn
W9CHD,408,1E,77,2,NA,WI,1,NA
W9CQ,2088,5AC,507,2,KC9PIF,WI,12,Wisconsin ARC
W9D,2056,3A,648,2,NA,SB,14,NA
W9DC,5332,1A,1449,2,NA,SC,7,Oconee District 17 FD Group
W9DKB,664,1E,180,2,NA,WI,1,NA
W9DUA,2834,7A,623,2,NA,IL,40,Sangamon Valley ARC
W9DUP,6922,8A,1847,2,K9DEE,IL,70,DuPage ARC
W9EAU,2872,2F,812,2,NA,WI,16,NA
W9EBV,6012,3A,1454,2,NA,WI,25,Fond du Lac ARC
W9EOC,952,3A,128,2,NA,IN,12,Old Post ARS
W9EX,4538,3A,1388,2,NA,IL,50,NA
W9F,1982,2A,429,2,N9RPN,IL,17,NA
W9FHA,2260,1B1B,211,5,NA,KY,1,NA
W9FK,2626,2A,921,2,NA,WI,15,West Allis RAC
W9FRG,2120,2A,481,2,KC9ONY,WI,10,LeFrog
W9FT,2222,3A,736,2,NA,IL,28,WAFAR
W9GD,1084,2A,317,2,NA,IL,7,Ogle Co ARES
W9GFD,230,2A,40,2,NA,IL,5,Knox Co ARC
W9GHX,1730,1E,163,5,NA,MO,1,Raymond W. Meyers Memorial ARC
W9GO,2648,5A,589,2,NA,IN,19,Kokomo ARC
W9GUS,1610,3A,282,2,NA,IN,11,Hoosier Hills Ham Club
W9HB,4058,1E,977,2,NA,WI,2,NA
W9HDG,700,1A,125,2,NA,WI,4,Levy's Renegades
W9IW,1320,4A,271,2,NA,IL,11,Palisadse ARC
W9JD/Ø,756,1E,131,2,NA,NE,1,NA
W9JOZ,1982,3A,316,2,NA,IN,35,Starke Co ARC
W9JP,9440,3A,2996,2,W9RCA,IN,55,Indianapolis RC
W9KHH,1266,1B1,267,2,NA,WI,1,NA
W9LDX,6066,1A,1717,2,NA,IN,11,Lafayette DX Assn
W9LHG,1906,1D,464,2,NA,WI,1,NA
W9LJ,7532,2A,1965,2,W9EMA,IN,27,Lake Co ARC
W9LO,14908,5A,4863,2,AA9W,WI,40,Ozaukee RC
W9LYA,1434,1F,357,2,NA,IL,22,NA
W9MAR,1014,1A,77,2,NA,IN,12,Midwest ARS
W9MKS,2784,4A,562,2,K9ZQ,IL,70,Starved Rock RC
W9MQB,5292,2A,1282,2,W9FIB,WI,18,Tri County ARC
W9MVA,14962,3A,4531,2,W9FCC,WI,16,MS Valley ARA
W9NE,8602,7A,2264,2,W9CEQ,IL,35,Fox River RL
W9NJY,3260,1B1B,291,5,NA,WI,1,NA
W9OB,3908,3AC,1731,2,NA,IN,40,Henry Co ARC
W9OG,4556,3A,1249,2,WA9C,IN,25,Tristate ARS
W9P,4384,2A,993,2,WX9PAL,IL,49,Palatine ARES/RACES Group
W9PC,3946,1F,944,2,NA,IN,6,NA
W9PN,6104,6A,1756,2,NA,WI,15,Beloit ARC
W9REG,4222,2A,1108,2,NA,IN,31,Tippecanoe ARA
W9RH,1360,2A,353,2,NA,WI,14,MRAC/MAARS
W9ROB,166,1B1C,58,2,NA,IN,1,NA
W9SAL,1812,2A,476,2,NA,IN,43,Michigan City / LaPorte / Porters Co Clubs
W9SRB,675,1B1B,85,5,NA,IL,1,NA
W9SRC,120,1D,10,2,NA,ID,4,STARS
W9TAZ,1788,2F,844,2,NA,IL,7,NA
W9TE,7344,6A,1846,2,NA,IN,40,Fort Wayne RC
W9TG,4772,1A,1031,2,NA,IN,5,Bozo and the Lids
W9TS,4640,1E,439,5,NA,IL,1,NA
W9UL,624,1A,112,2,NA,IN,11,Pike Cty ARC
W9UUU,5554,9A,1377,2,NA,IN,50,Wabash Valley ARA
W9UVI,2116,3A,533,2,KB9NW,IL,45,Peoria Area ARC
W9VCF,1732,3F,680,2,NA,IN,15,NA
W9VMW,1910,2F,463,2,W9LVY,IN,20,NA
W9VT,3466,4F,762,2,N9WDG,IL,12,NA
W9W,264,3AC,107,2,NA,WI,3,Bluff Country DX Assn
W9WAP,1124,1AC,330,2,NA,WI,21,Waupaca ARES
W9WI,288,1C,75,2,NA,TN,1,NA
W9WIL,2378,2F,514,2,NA,IL,6,NA
W9WLC,3250,3A,1297,2,NA,IL,10,Western Lake Co ARS
W9WWI,1818,3A,396,2,N9UGP,IN,60,NA
W9WXN,352,1D,51,2,NA,IN,1,NA
W9XS,1370,1C,291,2,NA,IL,1,NA
W9YPC,1604,4F,316,2,NA,IL,20,NA
W9YPS,712,2A,131,2,NA,IL,6,Area AR Operators
W9YRC,746,2F,195,2,K9PLX,IL,20,NA
W9ZL,4250,2A,1232,2,NA,WI,40,Fox Cities ARC
W9ZRX,592,1D,251,2,NA,IN,1,NA
W9ZSJ,658,1C,102,2,NA,IL,1,NA
WA1DRQ,296,1E,123,2,NA,EMA,1,NA
WA1ENO,2432,1D,1191,2,NA,EMA,2,NA
WA1RJI,2188,6F,362,2,N1KT,CT,9,NA
WA1VKO,1908,1E,629,2,NA,NH,1,NA
WA1WA,2676,6A,651,2,NA,ME,6,Waterville Area Wireless Assn
WA2DFI,5840,2A,1853,2,W7BSA,AZ,23,Explorer Post 599
WA2EQF,3762,1E,939,2,NA,NNJ,6,NA
WA2EZG,370,1B2B,24,5,NA,NNJ,2,NA
WA2JQK,1278,1D,516,2,NA,ENY,1,NA
WA2LQO,1518,2AC,547,2,NA,NLI,15,Grumman ARC
WA2OQJ,170,1D,60,2,NA,NLI,1,NA
WA2SNA,2324,3A,772,2,NA,NNJ,7,Ramapo Mountain ARC
WA2SOC,2220,2E,299,5,NA,NNJ,2,NA
WA3AAN,1348,1D,351,2,NA,EPA,1,NA
WA3BKD,190,1C,9,5,NA,WV,1,NA
WA3COM,6454,5A,1537,2,KC3HW,WPA,58,Washington Amateur Comm
WA3NAN,3122,2A,893,2,KB3PEE,MDC,13,Goddard ARC
WA3SEE,672,1A,114,2,NA,MDC,4,545 GANG
WA3SWA,386,1D,84,2,NA,MDC,1,NA
WA3SWJ,430,1E,45,2,NA,MDC,1,NA
WA3YZD,74,1D,37,2,NA,EPA,1,NA
WA4CHJ,210,1C,30,2,NA,VA,1,NA
WA4FOM,1350,1E,122,5,NA,NNJ,1,NA
WA4HWT,180,1D,90,2,NA,GA,1,NA
WA4IZK,346,1B1C,148,2,NA,NH,1,NA
WA4JA,530,1B1,90,2,NA,TN,1,NA
WA4MIY,366,1D,80,2,NA,SC,1,NA
WA4MM,1290,2AB,109,5,NA,VA,6,Nova QRP
WA4MXF,1030,1B1B,78,5,NA,TN,1,NA
WA4NOT,54,1D,27,2,NA,NC,1,NA
WA4NZD,248,1F,99,2,NA,AL,10,NA
WA4PIG,1560,1AB,141,5,NA,TN,5,Flying Pigs QRP Int North Central TN Chapter
WA4SWJ,168,1D,59,2,NA,NFL,1,NA
WA4T,362,1AC,36,2,NA,WCF,6,Suncoast ARC
WA4USN,1670,3A,395,2,NA,SC,20,Charleston ARS
WA4YHA,922,1D,247,2,NA,VA,1,NA
WA4ZKO,260,1A,30,2,NA,KY,4,NKDXE
WA5AR,954,9AC,89,2,NA,STX,18,NA
WA5CC,1720,5F,216,2,NA,AR,26,Cross County Amateur Club
WA5DSS,206,1D,61,2,NA,STX,1,NA
WA5WFE,36,1D,18,2,NA,WTX,1,NA
WA5YNE,78,1D,78,1,NA,OK,1,NA
WA6BAI,2320,10A,295,2,NA,SJV,30,Tulare Co ARC
WA6BGS,1774,6A,346,2,NA,SDG,54,NA
WA6FV,4448,6A,1092,2,NA,ORG,16,Fountain Valley Am Comm / West Coast ARC
WA6GFR,106,1D,14,2,NA,ORG,1,NA
WA6GFY,55,1D,5,1,NA,SCV,1,NA
WA6IRC,946,3A,197,2,NA,ORG,35,Independent RC
WA6KHK,2368,1D,737,2,NA,ORG,1,NA
WA6P,4430,2A,1246,2,NA,LAX,70,Los Angeles ARES NW & SW
WA6RC,666,1B2B,58,2,NA,LAX,2,NA
WA6TOW,1284,2A,382,2,NA,SCV,15,Coastside ARC
WA6TST,2450,2AB,242,5,NA,ORG,31,Barstow ARC
WA6URY,390,1D,234,1,NA,LAX,1,NA
WA7BME,98,1D,12,2,NA,UT,1,NA
WA7FQD,2062,4A,374,2,NA,OR,12,Emerald ARS
WA7LAW,3470,3A,592,2,KD7EJI,WWA,145,Snohomish Co Hams Club
WA7LK,692,1E,171,2,NA,WWA,1,NA
WA7LNW,3700,1B1B,355,5,NA,UT,1,NA
WA7LO,882,2A,73,2,KD7ZDO,OR,50,Lake Oswego ARES
WA7TPB,110,1B1,5,2,NA,WWA,1,NA
WA7VE,1565,4AB,104,5,WA7FIV,OR,55,Seaside Tsunami ARS
WA7YAZ,250,1D,61,2,NA,UT,1,NA
WA7YNU,378,1D,161,2,NA,MT,1,NA
WA7ZZB,980,1C,265,2,NA,WWA,1,NA
WA8FRE,326,1D,276,1,NA,MI,1,NA
WA8NKY,1002,3A,302,2,NA,OH,20,Miamisburg Wireless Assn
WA8RRA,2588,5A,732,2,NA,MI,17,Riverside Radio Amateurs
WA8RUM,164,1E,7,2,NA,OH,1,NA
WA8UXP,884,1A,317,2,NA,OH,4,Goodyear ARC
WA9JHH,294,1B1C,122,2,NA,MI,1,NA
WA9ORC,874,2AC,212,2,NA,IL,25,Chicago FM Club
WA9RDF,524,3F,162,2,NA,IN,12,Mid-State ARC
WA9STI,1412,2B2,391,2,NA,SJV,2,NA
WA9VIQ,42,1D,21,2,NA,NFL,1,NA
WA9Z,1696,1B1,467,2,NA,IA,1,NA
WAØBJR,488,1D,147,2,NA,MO,4,NA
WAØDX,1654,2D,547,2,NA,IA,6,NA
WAØFYA,2330,2A,760,2,NA,MO,10,Zero Beaters ARC
WAØH,666,2A,33,2,AI4DB,TN,10,NA
WAØVPJ,3086,1A,1467,2,NA,MN,5,JJ&V Contesters
WAØZQG,324,1E,87,2,NA,IA,1,NA
WB2BXO,1938,3A,421,2,NA,NLI,10,Kings Co RC
WB2ELW,1670,2A,372,2,NA,WNY,21,South Towns ARS
WB2EMS,158,1C,4,2,NA,WNY,1,NA
WB2JSM,660,2A,145,2,NA,NLI,15,Hall of Science ARC
WB2QBP,5018,2A,1546,2,K2ARC,NLI,20,ARC Em Comm Svc
WB2REM,565,1D,515,1,NA,SNJ,1,NA
WB2UEE,2136,3A,748,2,NA,NNY,4,Cotton Hill Group
WB2URF/PJ4,260,1B1B,5,2,NA,DX,1,NA
WB2VUO,356,1E,101,2,NA,WNY,1,NA
WB3CEG,1050,1B1B,80,5,NA,STX,1,NA
WB3ESR,1116,1D,279,2,NA,EPA,1,NA
WB3FTQ,96,1D,23,2,NA,MDC,1,NA
WB3JGP/6,626,1E,104,2,NA,EB,1,NA
WB4ALM,74,1D,12,2,NA,WCF,1,NA
WB4GNA,656,4AC,53,2,NA,AL,37,Calhoun Co ARA
WB4JFA,230,1B2C,15,2,NA,SFL,2,NA
WB4MNK,400,1B1B,25,5,NA,NFL,1,NA
WB4OMM,322,1D,60,2,NA,NFL,1,NA
WB4QNG,110,1D,30,2,NA,KY,1,NA
WB4SON,440,1E,19,5,NA,RI,1,NA
WB5A,810,1D,405,2,NA,NM,1,NA
WB5LRP,354,1B1,102,2,NA,STX,1,NA
WB5PJB,500,1B1B,103,2,NA,CO,1,NA
WB5RDD,996,3A,123,2,NA,NTX,23,Red River Valley ARC
WB6MMQ,196,1E,46,1,NA,LAX,1,NA
WB6RER,640,1A,145,2,NA,AZ,4,Hualapai ARC
WB6ZQZ,1914,2A,782,2,NA,SJV,8,High Sierra FD Group
WB7CLF,34,1D,17,2,NA,WWA,1,NA
WB7D,286,1C,68,2,NA,GA,1,NA
WB7ULW,86,1D,18,2,NA,AZ,1,NA
WB8CQR,2540,3A,603,2,NA,OH,38,Lake Erie ARA
WB8EJN,1470,1E,132,5,NA,MO,1,NA
WB8ICU,2568,4A,510,2,KC8SDL,MI,23,Bay Area ARC
WB8NNJ,664,1D,141,2,NA,OH,1,NA
WB8RFB,492,1B1,100,2,NA,IL,1,NA
WB8TQZ,650,1A,160,2,NA,MI,4,Presque Isle Coy ARC
WB9EOC,1270,2F,273,2,NA,IN,7,NA
WB9FDZ,1458,5A,404,2,NA,WI,15,Yellow Thunder ARC
WB9FJO,230,1D,40,2,NA,MI,1,NA
WB9KPT,184,1D,67,2,NA,EPA,1,NA
WB9LRK,262,1D,106,2,NA,IN,1,NA
WB9MII,122,1D,18,2,NA,IL,1,NA
WBØBXO,278,2A,114,2,NA,SD,22,Brookings Radio Research Club
WBØRMK,1444,3A,298,2,KDØCLD,MN,5,SMARTS RC/Sibley Cty ARES
WBØRXX,385,1B1B,23,5,NA,MN,1,NA
WBØTEV,412,1A,111,2,NA,NTX,5,NA
WC1SW,2614,3F,553,2,NA,WMA,15,NA
WC3A,3324,4A,681,2,K3BD,EPA,26,Columbia-Montour ARC
WC4AR,1992,4A,442,2,NA,TN,27,Wilson ARC
WC4EM,5192,2A,1531,2,NA,WCF,12,Sarasota Co ACS / Suncoast ARS
WC4M,2440,2A,410,2,NA,AL,10,South AL RC
WC4WX,324,1F,137,2,NA,TN,4,NA
WC5T,8280,2A,2319,2,W5T,STX,43,Williamson Co ARC
WC7ID,286,3F,236,1,NA,ID,8,NA
WC7Q,1474,1B1C,356,2,NA,EWA,1,NA
WC8EC,2868,5A,505,2,NA,WV,30,Wood Co Em Comm
WC8OH,1376,3A,208,2,W8COH,OH,23,West Central OH ARA
WC8VOA,2780,4A,1104,1,NA,OH,29,West Chester ARA
WC9AR,1962,2A,756,2,NA,IN,17,Whitley Co ARC
WCØAAA,1602,2F,326,2,NA,MN,14,NA
WD2K,4386,3A,992,2,K2RVW,ENY,32,Rip Van Winkle ARS
WD3E,1494,2A,373,2,NA,MDC,5,Chesapeake Bay RA
WD4NIT,188,1E,44,2,NA,GA,1,NA
WD4WDW,1298,3A,334,2,NA,NFL,44,Disney Emergency AR Service
WD5DDH,1826,2A,448,2,K5ASU,NTX,35,Ellis Co ARC
WD5HNI,1100,1B1B,91,5,NA,STX,1,NA
WD5IYF,1608,3A,227,2,K5WPN,OK,10,Chisholm Trail ARC
WD6RAT,1552,3E,411,2,NA,ORG,25,NA
WD8DX,1016,3A,112,2,NA,MI,8,GOBARC
WD8IEL,1348,4A,229,2,NA,MI,15,Chelsea ARC
WD8LC,1654,3D,440,2,NA,WV,9,NA
WD8MQN,314,1A,102,2,NA,VA,15,Possum Hollw Rednecks
WD9EWK,485,1B1B,27,5,NA,AZ,1,NA
WE4A,2732,2A,783,2,NA,NC,23,Franklin Co ARC
WE4HOE,84,2D,17,2,NA,AL,5,NA
WE4TT,1402,2F,491,2,AI4ET,WCF,15,NA
WE5ET,36,1D,18,2,NA,STX,1,NA
WE5T,101,1D,51,1,NA,NTX,1,NA
WE7GV,3082,2A,642,2,NA,AZ,59,Green Valley ARC
WF4W,2240,1E,209,5,NA,GA,1,NA
WF4X,232,2AC,116,2,NA,NFL,12,Walton Cty ARC
WFØRT,2566,1A,497,2,NA,IA,25,Fort Madison Amateur
WG3R,660,1AC,55,2,NA,MDC,10,Free State ARC
WG4FOC,1000,1E,65,5,NA,NFL,1,NA
WG5F,910,1B1,165,2,NA,OK,1,NA
WG7J,2458,5A,594,2,NA,AZ,23,Thunderbird ARC
WG9F,758,2A,508,1,NA,IN,3,Indiana 807 Club Contesters
WGØD,552,5E,149,2,NA,MN,5,NA
WI7J,482,1A,166,2,NA,UT,3,NA
WI9MRC,3596,4A,978,2,K9VS,WI,104,NA
WIØS,3298,3A,713,2,NA,MN,3,SMARTS-CW
WJ2D,344,1D,226,1,NA,NC,1,NA
WJ4N,4630,2A,1113,2,NA,SFL,17,NA
WJ5J,3264,4A,894,2,NA,NTX,49,Ham Association of Mesquite
WK4P,1960,1B2B,139,5,NA,SC,2,NA
WKØX,528,1D,174,2,NA,MN,11,NA
WM4CC,1770,1F,402,2,NA,TN,3,NA
WM7RC,1082,3A,108,2,NA,AZ,7,NA
WNØB,1458,1A,542,2,NA,CO,6,Lost Park Loggers
WO2N,366,1D,79,2,NA,NLI,1,NA
WO3T,286,1D,143,2,NA,WPA,2,NA
WO3X,420,1E,85,2,NA,OH,1,NA
WØA,4792,3A,1671,2,NA,MO,51,Nixa ARC
WØAA,11154,2A,2793,2,NØKK,MN,12,MN Wireless Assn
WØAK,6112,2A,1448,2,WØSCI,IA,41,Des Moines Radio Amateurs Assn / AR Technical Soc
WØANA,1754,2A,544,2,NA,MN,12,Anoka Cty RACES
WØARC,1148,2A,229,2,NA,IA,20,Washington Area ARC
WØAXT,100,1A,25,2,NA,IA,7,Country Cabin RC
WØBBO,1018,3A,300,2,NA,CO,3,NA
WØBU,4950,2A,1243,2,WBØJMG,MN,23,Twin Cities Repeater Club
WØCET,2916,2A,802,2,NA,KS,30,Kaw Valley ARC
WØCGM,3068,6A,662,2,NA,MN,14,SE Metro ARC
WØCO,3150,1A,883,2,NA,CO,7,Pitkin ARC
WØCQC,19130,2AB,1943,5,KØFEI,CO,9,Colorado QRP Club
WØCS,3004,3E,725,2,NA,IA,16,NA
WØCWP,3012,2A,776,2,NA,IA,12,Jones Co ARC
WØCY,1736,4A,593,2,NA,KS,18,Central Kansas ARC
WØDBQ,1154,1A,252,2,NA,IA,17,Great River ARC
WØDK,5386,2A,1741,2,KH6HTV,CO,45,Boulder ARC
WØEB,358,1E,70,2,NA,KS,1,NA
WØECA,1646,2F,498,2,NA,MO,6,NA
WØEF,11200,3A,3430,2,WBØN,MN,50,Twin City FM Club
WØEND,1418,2A,310,2,NA,ND,15,Three Rivers ARC
WØERH,5916,3A,1619,2,WAØCBW,KS,38,Johnson Co RAC
WØFT,2292,1F,561,2,NA,CO,10,NA
WØGCJ,1902,1A,348,2,NA,KS,15,Marshall Co ARC
WØGG,7190,2A,1994,2,NA,CO,6,Pikes Peak DX Group
WØGKP,6732,2A,1684,2,NA,MN,25,Arrowhead RAC
WØGS,3096,3A,736,2,NA,MO,35,Rolla Regional ARS
WØHCA,2470,2A,563,2,NA,MO,10,Howell Cty ARC
WØHF,3040,6F,523,2,KFØX,AZ,66,NA
WØI,1340,4A,255,2,NA,IA,10,Rural Iowa ARC
WØICT,6898,1A,2091,2,NA,KS,3,NA
WØIE,72,1D,11,2,NA,KS,1,NA
WØILO,1266,2A,335,2,NA,ND,10,Red River RA
WØIN,2672,3A,537,2,NA,MO,26,NA
WØJET,650,3AC,89,2,NA,MO,14,Ste. Genevieve Co ARC
WØJH,1250,2AC,373,2,KBØSCE,MN,31,Stillwater ARA
WØJP,196,1E,23,2,NA,MO,1,NA
WØJV,1408,1A,275,2,NA,IA,16,Iowa City ARC
WØKEM,3804,2A,895,2,NA,MO,24,Hannibal ARC
WØKG,858,1A,54,2,NA,CO,10,Estes Valley ARC
WØLB,2846,3A,701,2,KDØGIE,KS,30,Jayhawk ARS
WØLI,5302,3A,1217,2,NA,CO,12,NA
WØLLN,3405,2AB,322,5,NA,MN,16,Rochester ARC -QRP
WØMA,3854,3A,921,2,NA,MO,22,Boeing ARS - St Louis
WØMG,478,3A,75,2,NA,IA,21,Northeast Iowa Radio Amateur Assn
WØMI,896,1F,101,2,NA,KS,8,NA
WØMR,8206,2A,2634,2,KØAGF,MN,37,Mining RC / St Paul RC
WØMXW,8808,3A,2507,2,KØRGR,MN,25,Rochester ARC
WØNE,2472,2A,548,2,NA,MN,14,Winona ARC
WØNEB,200,1D,100,2,NA,KS,1,NA
WØNFS,158,1D,54,2,NA,MO,1,NA
WØNOZ,1688,2A,489,2,NA,SD,13,Huron ARA
WØNT,13060,13E,4055,2,NA,CO,43,NA
WØOTV,2484,1B2,685,2,NA,KS,2,NA
WØPAN,326,1D,138,2,NA,AZ,1,NA
WØPPA,300,1E,75,2,NA,MN,1,NA
WØPV,718,1D,180,2,NA,WCF,1,NA
WØQMF,1526,4A,302,2,NA,MO,10,Semo ARC
WØQS,1104,1F,167,2,NA,KS,21,NA
WØRR,2366,2F,567,2,NA,MO,17,NA
WØSAA,540,1D,42,2,NA,MN,11,NA
WØSG,284,1B1,34,2,NA,CO,1,NA
WØTX,4058,5A,1043,2,WØOUI,CO,51,Denver RC
WØUK,6992,3A,2133,2,NØTOY,KS,37,Douglas Co ARC
WØVFW,544,1A,168,2,NA,CO,3,W0VFW ARC
WØWCL,2584,3F,721,2,NA,MN,20,NA
WØWFX,506,1D,114,2,NA,MO,1,NA
WØWML,3450,1A,650,2,NA,IA,8,Newton ARA
WØWTN,4284,3A,1073,2,NA,SD,35,Lake Area Radio Klub
WØWWV,1486,2A,283,2,NA,NE,25,ARA of Nebraska
WØWYV,1962,3A,472,2,NA,NE,22,Bellevue ARC
WØXR,2050,1B1B,450,2,NA,CO,1,NA
WØYFZ,1874,5A,322,2,AEØAL,MN,33,Anoka Co RC
WØYHE,1072,1D,275,2,NA,AZ,1,NA
WØYL,1786,2A,356,2,NA,IA,44,Story Co ARC / Cyclone ARC
WØZWY,2772,2A,1000,2,WØFSD,SD,20,Sioux Empire AR
WØZXN,832,2A,136,2,NA,KS,15,Phillips Cty ARC
WP4CRG,1560,6A,118,2,KP4ARN,PR,22,"Caribbean ARG, Inc."
WP4OGK,1328,3A,101,2,WP4OEP,PR,30,Cuerpo de Radioaficionados Voluntarios
WQ1C,662,1D,175,2,NA,STX,1,NA
WQØRP,2420,1AB,149,5,NA,MN,15,MN QRP Soc
WR1VT,2262,3A,455,2,NA,VT,30,NA
WR4BC,2264,6A,474,2,NA,GA,21,Barrow ARC
WR4CC,1374,3F,412,2,NA,TN,36,NA
WR4MC,1054,1F,177,2,NA,GA,3,Morgan Cty ARES
WR4RC,298,3F,137,2,NA,VA,6,Russell Cty ARC
WR6HMB,1914,2A,468,2,NA,SCV,20,Half Moon Bay ARES
WR8R,100,1D,25,2,NA,MI,1,NA
WR8S,1230,1B1B,118,5,NA,WV,1,NA
WS1SM,1290,1A,208,2,NA,ME,10,Wireless Society of Southern ME
WS4Y,5426,2A,1709,2,NA,KS,6,Scorpion Ranch
WS7R,190,1D,95,2,NA,AZ,1,NA
WS9C,130,1C,40,2,NA,IN,1,NA
WT2C,598,2A,174,2,NA,ENY,8,Greene Co ARC
WT7B,1050,1B2,450,2,NA,ID,2,NA
WT9H,572,3D,261,2,NA,IL,10,NA
WU1B,282,1B1B,16,2,NA,WMA,1,NA
WU5PIG,1080,2A,315,2,NA,AR,9,Razorback Radio ARC
WU6W,610,1E,424,1,NA,NV,1,NA
WU9Z,500,1E,112,2,NA,IN,2,NA
WUØL,1380,1B1B,113,5,NA,NE,1,NA
WV5D,2710,3F,1000,2,NA,MS,31,NA
WV7P,202,1D,76,2,NA,UT,1,NA
WV8BD,870,5AC,149,2,NA,WV,23,Blackdiamond ARC
WW1IE,2786,4A,485,2,K1BSA,ME,20,St Croix Valley ARC
WW2DDM,670,1E,57,5,NA,VA,1,Old Dominion Chapter 202 - QCWA
WW2FD,1584,4A,431,2,NA,ENY,6,Regional EmComm & WX Assn
WW6OR,2700,3A,713,2,NA,EB,79,Oakland Radio Comm Assn
WW8ZZ,592,1E,221,2,NA,OH,1,NA
WX3SKY,1434,4A,227,2,NU3Q,WPA,7,Skyview Radio Soc
WX4CAR,2688,3AC,721,2,KJ4PQX,GA,73,Cherokee ARS
WX4SC,642,2A,46,2,NA,SC,8,Carolina ARES
WX4TC,2954,3A,854,2,NA,GA,43,Tri-County ARC
WX5EOC,878,2F,44,2,NA,OK,10,NA
WX5FWD,1577,2F,607,1,NA,NTX,7,NA
WX7G (+N7BW),578,1B2,125,2,NA,UT,2,NA
WX8EMA,1138,2F,165,2,NA,OH,5,NA
WX9WAS,1222,5A,196,2,NA,IL,8,Winnebago Co ARES/Skywarn
WY6L,78,1D,14,2,NA,SJV,1,NA
WZ8T,1300,1D,625,2,NA,MI,1,NA
WZØH,540,2E,143,2,NA,AZ,2,NA
Y7YAM,3575,4AB,308,5,NA,OR,8,McMinnville ARC / YCARES
YV5HUJ,370,1B1B,22,5,NA,DX,1,NA
