CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
K9NO,NA,2050,1D,IL,2,NA,1,1,C,497,0,6,503,50,NA
K9NW,NA,530,1D,OH,2,Mad River Radio Club,1,1,C,100,20,0,120,50,Y
K9O,AD9RR,4398,3A,IL,2,Okaw Valley ARC,48,3,G,370,119,396,885,1650,NA
K9OM,NA,8706,1E,WI,2,NA,1,1,G,1252,887,0,2139,150,NA
K9P,NA,742,3AC,IN,2,Randolph Co. ARC,12,3,C,0,23,100,123,450,NA
K9PLS,NA,492,1D,IL,2,NA,1,1,C,0,110,1,111,50,NA
K9PMV,NA,870,1B1B,IL,5,Tri-Town Radio Amateur Club,1,1,B,72,0,0,72,150,NA
K9PW,NA,2310,1E,IL,2,Fox River Radio League,1,1,B,539,0,2,541,150,NA
K9QA,NA,158,1E,IL,2,Bolingbrook ARS,1,1,B,0,0,4,4,150,NA
K9RAF,NA,198,1D,VA,2,NA,1,1,C,0,0,74,74,50,NA
K9RN,W9TD,9278,2A,IL,2,McHenry Co. Wireless Assn.,20,2,G,1467,379,272,2118,1350,NA
K9RWM,NA,380,1B1B,IN,5,NA,1,1,B,0,19,8,27,150,NA
K9RZL,NA,112,1B1,WI,2,NA,1,1,B,0,0,31,31,50,NA
K9SH,NA,2624,1D,IN,2,NA,2,1,C,134,0,1009,1143,70,NA
K9SQG,NA,86,1D,OH,2,NA,1,1,C,0,0,18,18,50,NA
K9SS,NS9RC,10828,3A,IL,2,North Shore Radio Club (IL),102,3,G,1535,416,707,2658,1610,NA
K9T,NA,1026,2A,IL,2,Northern IL Quad Co. ARG,10,2,G,20,66,16,102,650,NA
K9TIT,NA,3856,2A,WI,2,Northeast WI ARC,10,2,G,556,231,109,896,490,NA
K9TWW,NA,88,1E,MN,2,NA,1,1,B,0,0,19,19,50,NA
K9UQN,NA,510,1D,TN,2,NA,1,1,C,115,0,0,115,50,NA
K9VS,NA,108,1D,WI,2,Badger Contesters,1,1,C,0,0,29,29,50,NA
K9WD,NA,550,1B1,WI,2,NA,1,1,G,74,0,52,126,150,NA
K9WPV,NA,164,1D,IN,2,Goshen ARC,1,1,C,7,0,43,50,50,NA
K9WRA,NA,1244,8F,IL,2,Woodford Co. Repeater Assn.,22,8,G,3,7,27,37,1150,NA
K9WWT,NA,2168,1D,IN,2,NA,1,1,C,542,0,0,542,0,NA
K9WX,NA,194,1D,IN,2,Lafayette DX Assn.,1,1,C,36,0,0,36,50,NA
K9ZEV,NA,780,4AC,IN,2,Miami Co. ARC,7,4,C,0,0,265,265,250,NA
KA1BZE,NA,228,1D,WMA,2,3730 Grp.,1,1,C,4,0,81,85,50,NA
KA1GG,NA,1766,3F,EMA,2,Pilgrim Amateur Wireless Assn.,10,3,C,0,0,708,708,350,NA
KA1HAH,NA,198,1D,WMA,2,Franklin Co. (MA) ARC,1,1,C,0,37,0,37,50,NA
KA1HVR,NA,122,1D,CT,2,NA,5,1,C,0,0,16,16,90,NA
KA1KNW,NA,62,1C,CT,2,NA,1,1,B,0,0,31,31,0,NA
KA1LHJ,NA,248,1D,CT,2,NA,1,1,C,35,0,4,39,100,NA
KA1O,NA,2090,1E,NH,5,NA,1,1,B,194,0,0,194,150,NA
KA1PPV,NA,146,1D,CT,2,NA,1,1,C,0,24,0,24,50,NA
KA1YQC,NA,2350,1B1C,RI,2,Blackstone Valley ARC,1,1,C,456,119,0,575,50,NA
KA2AEY,NA,330,1D,WNY,2,NA,1,1,C,0,70,0,70,50,NA
KA2BEO,NA,450,1B1B,SNJ,5,NA,1,1,B,30,0,0,30,150,NA
KA2BXH,NA,200,1E,SNJ,2,David Sarnoff ARC,1,1,G,8,0,9,17,150,NA
KA2ENE,NA,744,1D,WNY,2,Rochester (NY) ARA,1,1,C,1,157,31,189,50,NA
KA2F,NA,738,1D,SNJ,2,Garden State ARA,1,1,C,167,0,0,167,70,NA
KA2FHN,NA,530,1E,WNY,2,NA,1,1,B,3,29,76,108,250,NA
KA2FIR,NA,834,1D,NNJ,2,NA,1,1,C,172,0,48,220,50,NA
KA2OEE,NA,292,1B1,AR,2,NA,1,1,G,0,0,71,71,150,NA
KA2YNH,NA,54,1D,SNJ,2,Old Barney ARC,1,1,C,1,0,0,1,50,NA
KA3E,NA,546,1E,EPA,2,Wayne Co. ARC,1,1,B,0,99,0,99,150,NA
KA3HFS,NA,500,1E,SCV,5,NA,1,1,B,0,25,0,25,250,NA
KA3HSW,NA,168,1D,IL,2,Wheaton Community Radio Amateurs,1,1,C,0,0,9,9,150,NA
KA3ICJ,NA,110,1B1C,MDC,2,NA,1,1,C,12,0,6,18,50,NA
KA3KSP,NA,166,1C,WPA,2,NA,1,1,G,0,0,58,58,50,NA
KA3PMW,NA,784,1D,WPA,2,SWPA Shut-ins,1,1,C,0,183,1,184,50,NA
KA3QLF,NA,884,1B1,IL,2,Soc. of Midwest Contesters,1,1,B,148,60,1,209,50,Y
KA3TTT,NA,635,1E,EPA,5,Holmesburg ARC,1,1,B,37,0,3,40,250,NA
KA3UIP,NA,170,1D,WPA,2,NA,1,1,C,0,30,0,30,50,NA
KA3ZAI,NA,382,1D,WCF,2,NA,1,1,C,0,0,66,66,250,NA
KA4BKA,NA,390,1B1B,TN,5,WCARES Contest Grp.,1,1,B,0,0,48,48,150,NA
KA4FFL,NA,184,1E,TN,2,West TN ARS,1,1,B,0,0,67,67,50,NA
KA4FJV,NA,394,1D,GA,2,Piedmont ARC,1,1,C,0,86,0,86,50,NA
KA4HOT,NA,258,2D,IN,2,NA,2,2,C,0,0,104,104,50,NA
KA4J,NA,5012,5E,TN,2,Cleveland ARC,75,5,G,268,499,267,1034,1410,NA
KA4JJD,NA,130,1D,VA,2,Albemarle ARC,1,1,C,0,0,40,40,50,NA
KA4MLP,NA,498,1D,TN,2,NA,1,1,C,0,112,0,112,50,NA
KA4OTB,NA,532,1D,AR,2,WCARES Contest Grp.,1,1,C,120,0,1,121,50,NA
KA4PKB,NA,722,1D,AL,2,NA,1,1,C,0,168,0,168,50,NA
KA4RUR,NA,730,1B1B,MO,5,NA,1,1,B,68,0,0,68,50,NA
KA5B,NA,804,3A,NM,2,Eastern NM ARC,12,3,G,0,0,27,27,750,NA
KA5CJJ,NA,5370,2AB,NTX,5,NE TX QRP Contest Federation,3,2,B,236,295,2,533,50,NA
KA5D,NA,3595,1AB,STX,5,NA,4,1,B,160,135,39,334,450,NA
KA5M,NA,1538,1E,LA,2,Shreveport ARA,1,1,G,347,0,0,347,150,NA
KA5VZG,NA,394,1D,TN,2,PODXS 070,1,1,C,0,86,0,86,50,NA
KA6JMR,NA,340,1D,LAX,2,Palos Verdes ARC,1,1,C,0,20,5,25,250,NA
KA6LJR,NA,1100,1D,LAX,2,Palos Verdes ARC,1,1,C,0,212,41,253,170,NA
KA6MJR,NA,944,1D,LAX,2,Palos Verdes ARC,1,1,C,0,184,19,203,170,NA
KA6UGS,NA,1050,1E,ORG,5,Desert Radio Amateur Transmitting Soc.,3,1,S,0,60,0,60,450,NA
KA6YMD,NA,98,1D,SCV,2,Santa Clara Co. ARA,1,1,C,0,0,24,24,50,NA
KA7NPQ,NA,322,1E,AZ,2,West Valley ARC,1,1,B,0,0,36,36,250,NA
KA7NRA,NA,108,1D,OR,2,NA,1,1,C,0,0,29,29,50,NA
KA7OLK,NA,434,1B1,OR,2,NA,1,1,B,0,46,0,46,250,NA
KA7RGW,NA,72,1D,AZ,2,West Valley ARC,1,1,C,0,0,11,11,50,NA
KA7SQD,NA,168,1D,GA,2,Camden Co. ARS,1,1,C,0,0,59,59,50,NA
KA7TTY,NA,86,1D,WWA,2,BEARS ARS,1,1,C,0,9,0,9,50,NA
KA8G,NA,768,1D,OH,2,NA,1,1,C,179,0,1,180,50,NA
KA8JMW,NA,1942,1E,NM,2,Rocky Mountain Ham Radio,3,1,G,0,423,0,423,250,NA
KA8MNP,NA,260,1D,WV,2,NA,1,1,C,49,0,7,56,50,NA
KA8VHF,NA,798,1D,MN,2,South East Metro ARC,1,1,C,0,187,0,187,50,NA
KA8ZEP,NA,274,1D,OH,2,NOARS-LCARA,1,1,C,0,0,112,112,50,NA
KA9BHD,NA,2118,1D,IL,2,Dupage ARC,1,1,C,248,269,0,517,50,NA
KA9CAR,NA,300,1D,IL,2,McHenry Co. Wireless Assn.,1,1,C,44,0,37,81,50,NA
KA9IUC,NA,650,1D,IL,2,Tri-Town Radio Amateur Club,1,1,C,0,100,0,100,250,NA
KA9IVY,NA,134,1D,OH,2,Toledo Mobile Radio Assn.,1,1,C,0,0,42,42,50,NA
KA9QWC,NA,290,1D,IN,2,NA,2,1,C,60,0,0,60,50,NA
KA9ZXN,NA,108,1D,IL,2,Suburban Technical ARS,1,1,C,0,0,29,29,50,NA
KA0AIG,NA,360,1E,MO,5,NA,1,1,B,0,0,42,42,150,NA
KA0CSW,NA,1406,3E,MN,2,NA,3,3,G,135,0,258,393,350,NA
KA0DOS,NA,70,1D,IA,2,Des Moines Radio Amateurs Assn.,1,1,C,0,0,10,10,50,NA
KA0HCP,NA,84,1D,KS,2,NA,1,1,C,0,0,17,17,50,NA
KA0HMQ,NA,126,1D,MO,2,NA,1,1,C,0,19,0,19,50,NA
KA0NES,NA,134,1D,KS,2,Reno Co. (KS) ARA,1,1,C,21,0,0,21,50,NA
KA0NXI,NA,474,1E,MO,2,Tri-Lakes ARC,2,1,B,0,0,162,162,150,NA
KA0OUV,NA,52,1D,MO,2,Mid-MO ARC,1,1,C,0,0,1,1,50,NA
KA0YJE,NA,358,1D,MO,2,Heart of America Radio Club,1,1,C,0,77,0,77,50,NA
KB1GMX,NA,584,1E,EMA,2,PART of Westford,1,1,B,0,16,135,151,250,NA
KB1HRG,NA,198,1D,ME,2,NA,1,1,C,0,37,0,37,50,NA
KB1HXO,NA,415,1B1B,WMA,5,NA,1,1,B,0,1,31,32,250,NA
KB1ND,NA,74,1D,SC,2,Kershaw Co. ARC,1,1,C,0,0,12,12,50,NA
KB1NG,NA,290,1E,VA,5,Vienna Wireless Soc.,1,1,B,0,0,28,28,150,NA
KB1NO,NA,902,1E,EMA,2,HP Alumni RC,1,1,B,138,0,0,138,350,NA
KB1PGF,NA,160,1B1B,NLI,5,NA,1,1,B,0,1,0,1,150,NA
KB1RVU,NA,1116,1D,CT,2,NA,1,1,C,0,0,533,533,50,NA
KB1RZA,NA,274,1B1,VT,2,NA,1,1,B,0,0,62,62,150,NA
KB1SEQ,NA,210,1D,EMA,2,PART of Westford,1,1,C,0,40,0,40,50,NA
KB1SL,NA,68,1D,CT,2,NA,1,1,C,0,0,9,9,50,NA
KB1VXY,NA,218,1D,EMA,2,Framingham ARA,1,1,C,0,0,84,84,50,NA
KB1W,NA,2354,1D,WMA,2,NA,1,1,C,532,0,88,620,50,NA
KB1YO,NA,194,1D,CT,2,NA,1,1,C,0,0,62,62,70,NA
KB1ZAC,NA,82,1D,CT,2,NA,1,1,C,0,4,8,12,50,NA
KB2DSQ,NA,510,1B1B,WNY,5,NA,1,1,B,0,0,32,32,350,NA
KB2DX,NA,200,1D,ENY,2,Northville ARA,1,1,C,0,0,75,75,50,NA
KB2FA,NA,52,1D,SNJ,2,David Sarnoff ARC,1,1,C,0,0,1,1,50,NA
KB2IXT,NA,854,1D,ENY,2,Broughton Memorial Field Day Grp.,1,1,C,0,0,402,402,50,NA
KB2JED,NA,352,1B1,WNY,2,Keuka Lake ARA,1,1,B,0,0,101,101,150,NA
KB2MN,NA,1170,1E,SNJ,2,Southern Counties ARA,2,1,G,170,0,120,290,250,NA
KB2RTI,NA,742,1D,NNJ,2,Garden State ARA,1,1,C,0,171,4,175,50,NA
KB2URI,NA,762,3E,WNY,2,Niagara Frontier Radiosport,1,3,B,53,0,0,53,550,NA
KB2ZVD,NA,192,1E,SV,2,El Dorado Co. ARC,1,1,B,0,0,21,21,150,NA
KB3FKH,NA,620,1E,MDC,2,Goddard ARC,3,1,B,0,17,1,18,550,NA
KB3FW,NA,266,1D,SC,2,Sun City Hilton Head ARC,1,1,C,39,15,0,54,50,NA
KB3HF,NA,2224,1D,MO,2,EmComm Assn.,1,1,C,0,486,0,486,280,NA
KB3IAI,NA,174,1D,MDC,2,Anne Arundel Radio Club,1,1,C,0,0,12,12,150,NA
KB3IPZ,NA,362,2B2,EPA,2,NA,2,2,B,0,0,6,6,350,NA
KB3KOC,NA,530,1E,MDC,2,NA,1,1,S,0,0,190,190,150,NA
KB3LIX,NA,974,1D,WPA,2,NA,1,1,C,225,4,4,233,50,NA
KB3LTT,NA,590,1B2,EPA,2,NA,2,1,B,0,0,70,70,450,NA
KB3LZV,NA,518,1B1,MDC,2,NA,1,1,B,0,86,12,98,150,NA
KB3N,NA,380,1B1,MDC,2,HacDC ARC,1,1,B,0,0,15,15,350,NA
KB3NJB,NA,166,1D,WPA,2,NA,1,1,C,0,29,0,29,50,NA
KB3NRL,NA,192,1D,EPA,2,Battleship New Jersey Amateur Radio Station,1,1,C,0,0,71,71,50,NA
KB3PQT,NA,52,1D,EPA,2,Cumberland ARC,1,1,C,0,0,1,1,50,NA
KB3RKM,NA,498,1D,EPA,2,NA,1,1,C,0,107,10,117,50,NA
KB3SPH,NA,158,1B1C,MDC,2,NA,1,1,C,0,0,54,54,50,NA
KB4CG,NA,3708,1B1,VA,2,NA,1,1,G,811,0,57,868,350,NA
KB4CO,NA,140,2B2,MS,2,NA,2,2,B,13,0,19,32,50,NA
KB4DE,NA,598,1D,SC,2,CARCSC,1,1,C,137,0,0,137,50,NA
KB4DSF,NA,1010,1D,GA,2,Glynn ARA,1,1,C,210,0,10,220,150,NA
KB4FB,NA,146,1D,WCF,2,NA,1,1,C,24,0,0,24,50,NA
KB4IRR,NA,1450,1B1B,MO,5,NA,1,1,B,130,0,0,130,150,NA
KB4MOX,NA,840,1E,GA,2,Piedmont ARC,1,1,B,0,71,3,74,550,NA
KB4OPR,NA,238,1E,VA,2,NA,1,1,B,0,0,44,44,150,NA
KB4PIX,NA,850,1E,VA,2,Powhatan Area Radio Club,1,1,G,0,0,350,350,150,NA
KB4RRN,NA,208,1D,NFL,2,NA,1,1,C,0,39,1,40,50,NA
KB4TV,NA,166,1E,TN,2,Tellico Lake ARC,1,1,B,0,0,8,8,150,NA
KB4VL,NA,1110,1D,TN,2,Tellico Lake ARC,1,1,C,0,265,0,265,50,NA
KB4YPN,NA,346,1D,VA,2,NA,1,1,C,0,0,148,148,50,NA
KB5A,NA,1268,3AC,NTX,2,Metrocrest ARS,31,3,C,0,28,143,171,870,NA
KB5MAR,NA,1034,2F,NTX,2,Marshall (TX) ARC,18,2,G,10,131,0,141,470,NA
KB5NJD,NA,4450,1E,NTX,5,Southwest Dallas Co. ARC,1,1,B,410,0,0,410,350,NA
KB5QHO,NA,140,1E,STX,5,NA,1,1,B,9,0,0,9,50,NA
KB5QR,NA,222,1D,AR,2,Benton ARS,1,1,C,0,0,86,86,50,NA
KB6A,NA,616,1D,ORG,2,NA,1,1,C,120,0,43,163,50,NA
KB6C,NA,1314,2D,SB,2,NA,1,2,C,0,316,0,316,50,NA
KB6NTW,NA,140,1D,SCV,2,NA,1,1,C,10,8,9,27,50,NA
KB6ODH,NA,182,1E,SV,2,North Hills Radio Club,1,1,B,0,0,16,16,150,NA
KB6TAZ,NA,3282,1D,SB,2,Paso Robles ARC,1,1,C,0,0,1616,1616,50,NA
KB7AK,NA,766,1E,WWA,2,Clark Co. (WA) ARC,1,1,B,13,141,0,154,150,NA
KB7BTO,NA,82,1D,WWA,2,NA,1,1,C,4,4,0,8,50,NA
KB7DUJ,NA,74,1D,MT,2,Hi-Line ARC,1,1,C,0,0,12,12,50,NA
KB7GFL,NA,254,1D,WWA,2,Sky Valley ARC,1,1,C,0,26,0,26,150,NA
KB7HDX,NA,106,1D,EWA,2,NA,1,1,C,8,0,12,20,50,NA
KB7KDT,NA,470,1B1B,EWA,5,NA,1,1,B,0,22,0,22,250,NA
KB7KUH,NA,208,2D,OR,2,NA,1,2,C,0,0,29,29,150,NA
KB7LJP,NA,600,1B1B,WWA,5,NA,1,1,B,25,0,0,25,350,NA
KB7MLK,NA,570,1E,NTX,2,Red Mountain Radio Amateurs,2,1,G,0,8,194,202,150,NA
KB7QAG,NA,82,1D,WWA,2,NA,1,1,C,0,0,16,16,50,NA
KB7THX,NA,74,1D,ORG,2,Desert Radio Amateur Transmitting Soc.,1,1,C,0,0,12,12,50,NA
KB7TU,NA,418,1D,EWA,2,Spout Springs Repeater Assn.,1,1,C,0,92,0,92,50,NA
KB7XL,NA,346,1B2,NV,2,NA,2,1,B,0,0,148,148,50,NA
KB7YIV,NA,320,1B2B,ID,5,NA,2,1,B,0,0,30,30,170,NA
KB7YWE,NA,374,1A,WWA,2,Bainbridge Island ARC,3,1,B,0,0,12,12,350,NA
KB8BMY,NA,270,1B1B,WWA,5,West Seattle ARC,1,1,B,2,0,0,2,250,NA
KB8GAE,NA,290,1D,OH,2,Mahoning Valley ARA,1,1,C,60,0,0,60,50,NA
KB8KLK,NA,88,1D,OH,2,NA,1,1,C,0,0,19,19,50,NA
KB8M,NA,172,1B1,MI,2,NA,1,1,B,0,0,11,11,150,NA
KB8PAI,NA,122,1D,OH,2,Toledo Mobile Radio Assn.,1,1,C,0,3,30,33,50,NA
KB8PGW,NA,1574,1B1,MI,2,NA,1,1,B,231,0,0,231,650,NA
KB8RTB,NA,382,1B1C,OH,2,NA,1,1,C,0,83,0,83,50,NA
KB8TL,NA,270,1D,MI,2,Livonia ARC,1,1,C,55,0,0,55,50,NA
KB8TYJ,NA,1698,1D,MI,2,Grand Rapids ARA,1,1,C,412,0,0,412,50,NA
KB8UCH,NA,560,1B1B,SDG,5,Cuyahoga ARS,1,1,B,0,41,0,41,150,NA
KB8UHN,NA,1688,1B1,OH,2,Portage Co. ARS,1,1,B,0,0,719,719,250,NA
KB8UIP,NA,94,1D,SDG,2,NA,1,1,C,0,0,22,22,50,NA
KB8VJA,NA,170,1D,MN,2,Anoka Co. Radio Club,1,1,C,0,30,0,30,50,NA
KB8W,NA,620,1E,MI,5,Copper Country Radio Amateur Assn.,1,1,B,46,1,0,47,150,NA
KB8YGO,NA,168,2D,MI,2,NA,2,2,C,0,0,59,59,50,NA
KB9DVC,NA,630,1E,IL,5,York Radio Club,2,1,B,45,0,6,51,150,NA
KB9ENS,NA,376,1C,LAX,2,Palos Verdes ARC,1,1,B,46,0,21,67,150,NA
KB9FU,NA,394,1E,STX,2,NA,1,1,B,0,0,72,72,250,NA
KB9GEG,NA,182,1D,MS,2,NA,1,1,C,0,0,16,16,150,NA
KB9HGI,NA,610,1D,IL,2,NA,1,1,C,0,140,0,140,50,NA
KB9JMJ,NA,210,1D,WI,2,Watertown ARC UA,1,1,C,0,40,0,40,50,NA
KB9KY,NA,658,1D,STX,2,Northwest  ARS,1,1,C,0,152,0,152,50,NA
KB9LHT,NA,214,1B1,AZ,2,NA,1,1,B,0,16,0,16,150,NA
KB9ME,NA,666,1D,IL,2,NA,1,1,C,0,154,0,154,50,NA
KB9OZI,NA,220,1D,IN,2,Fort Wayne Radio Club,1,1,C,0,0,85,85,50,NA
KB9REV,NA,402,1D,IL,2,Suburban Technical ARS,1,1,C,0,83,0,83,70,NA
KB9S,NA,3014,1B1,WI,2,Eau Claire ARC,1,1,G,509,182,0,691,250,NA
KB9TYC,NA,258,1D,WI,2,NA,1,1,C,0,27,0,27,150,NA
KB9VMO,NA,606,1D,IN,2,NA,1,1,C,0,114,0,114,150,NA
KB0CFD,NA,182,1D,IA,2,NA,1,1,C,0,0,66,66,50,NA
KB0GT,NA,1042,1D,MN,2,Rochester (MN) ARC,1,1,C,0,248,0,248,50,NA
KB0LYL,NA,158,1D,MN,2,Hiawatha Valley ARC,1,1,C,0,0,54,54,50,NA
KB0MPL,NA,170,1D,IA,2,Hamilton and Boone Co. ARES,1,1,C,0,30,0,30,50,NA
KB0MU,NA,780,3A,KS,2,Nemaha Co. Amateur Radio Org.,3,3,B,0,29,57,86,550,NA
KB0NES,NA,735,1E,MN,5,Twin Cities Repeater Club,1,1,B,54,0,9,63,150,NA
KB0OLA,NA,198,1E,UT,2,NA,1,1,B,0,0,24,24,150,NA
KB0ROA,NA,138,1B1,MN,2,NA,1,1,G,0,0,44,44,50,NA
KB0SMX,NA,1712,2A,NE,2,Plattsmouth ARC,12,2,G,133,0,65,198,1050,NA
KB0SNI,NA,170,1E,CO,5,NA,1,1,B,0,2,0,2,150,NA
KB0TLL,NA,1188,3A,MO,2,Jefferson Co. ARC,4,3,G,40,32,15,87,870,NA
KB0TUA,NA,306,1D,MO,2,NA,1,1,C,64,0,0,64,50,NA
KB0TUC,NA,2310,2AC,CO,2,Royal Gorge ARC,6,2,C,472,0,36,508,350,NA
KB0UAZ,NA,94,1D,MN,2,Mining ARC/St. Paul (MN) Radio Club,1,1,C,11,0,0,11,50,NA
KB0UFL,NA,1358,6F,MO,2,Bootheel ARC,9,6,C,120,49,56,225,570,NA
KB0VHA,NA,1814,1D,CO,2,NA,1,1,C,0,419,44,463,50,NA
KB0YH,NA,410,1E,CO,5,NA,1,1,B,0,0,32,32,250,NA
KB0YTO,NA,294,1B1,NE,2,NA,1,1,G,0,0,22,22,250,NA
KC1CUE,NA,4898,2F,RI,2,Coventry EMA,21,2,C,0,565,714,1279,1210,NA
KC1DSQ,NA,822,1D,EMA,2,PART of Westford,1,1,C,0,193,0,193,50,NA
KC1ETY,NA,162,1D,CT,2,Heritage Village Radio and Electronics Club,1,1,C,0,28,0,28,50,NA
KC1GTK,NA,132,1D,NH,2,Port City ARC,1,1,C,0,0,41,41,50,NA
KC1HBG,NA,198,1D,EMA,2,Framingham ARA,1,1,C,0,0,74,74,50,NA
KC1JTS,NA,734,1B1,CT,2,NA,1,1,B,0,96,0,96,350,NA
KC1KHH,NA,260,1D,WI,2,NA,1,1,C,50,0,5,55,50,NA
KC1KSO,NA,82,1D,CT,2,NA,1,1,C,0,0,16,16,50,NA
KC1KUF,NA,74,1D,RI,2,Newport Co. Radio Club,1,1,C,0,0,12,12,50,NA
KC1MIJ,NA,198,1B1,EMA,2,NA,1,1,G,0,12,0,12,150,NA
KC1MXA,NA,98,1B1,ME,2,NA,1,1,B,0,0,24,24,50,NA
KC1NBI,NA,430,1E,WMA,2,NA,2,1,B,0,2,56,58,310,NA
KC1PYY,NA,180,1B1B,EMA,5,Fidelity ARC,1,1,B,0,0,6,6,150,NA
KC1RET,NA,100,1D,EMA,2,NA,1,1,C,0,0,25,25,50,NA
KC1RFR,KB1ZOO,2452,4A,NH,2,Country Pond ARG,12,4,G,67,149,99,315,1390,NA
KC1RJL,NA,74,1D,EMA,2,NA,1,1,C,5,0,2,7,50,NA
KC1SA,NA,554,1D,CT,2,Meriden ARC,1,1,C,112,0,28,140,50,NA
KC1WD,NA,398,1D,EMA,2,NA,1,1,C,0,87,0,87,50,NA
KC2ASA,NA,102,1D,ENY,2,Crystal Radio Club,6,1,C,0,13,0,13,50,NA
KC2DPF,NA,104,1D,VA,2,NA,1,1,C,0,0,27,27,50,NA
KC2DU,NA,152,1B1,NNY,2,NA,1,1,B,0,0,1,1,150,NA
KC2EBA,NA,88,1D,ENY,2,Albany ARA,1,1,C,0,1,17,18,50,NA
KC2ELS,NA,192,1D,WWA,2,NA,1,1,C,0,8,5,13,150,NA
KC2FTD,NA,972,3F,ENY,2,NY State EOC,5,3,C,0,1,359,360,250,NA
KC2IEB,NA,88,1D,SNJ,2,Gloucester Co. ARC,1,1,C,0,6,7,13,50,NA
KC2J,NA,550,1B1B,AZ,5,NA,1,1,B,40,0,0,40,150,NA
KC2JRQ,NA,92,1D,NLI,2,NA,1,1,C,0,0,21,21,50,NA
KC2NFJ,NA,2310,1D,NNJ,2,Morris Radio Club/Hanover Twp. OEM,1,1,C,0,565,0,565,50,NA
KC2THY,NA,150,1E,NNJ,2,NA,1,1,B,0,25,0,25,50,NA
KC2TV,NA,176,1D,NH,2,Granite State ARA,1,1,C,0,0,63,63,50,NA
KC2ULS,NA,54,1D,SNJ,2,Burlington Co. Radio Club,1,1,C,0,0,2,2,50,NA
KC2VTM,NA,104,1D,ENY,2,Orange Co. (NY) ARC,1,1,C,0,6,15,21,50,NA
KC2WUF,NA,426,1D,NNJ,2,New Providence ARC,1,1,C,0,69,0,69,150,NA
KC3ANX,NA,526,1D,WPA,2,SWPA Shut-ins,2,1,C,0,87,64,151,50,NA
KC3ARC,NA,2780,2A,DE,2,Kent Co. ARC,16,2,G,219,94,309,622,910,NA
KC3DLL,NA,875,1B1B,WPA,5,NA,1,1,B,23,35,9,67,250,NA
KC3DTE,NA,270,1A,WPA,2,Indiana Water Conservancy FD Group,5,1,G,0,0,60,60,150,NA
KC3FHC,NA,2422,3F,MDC,2,Harford Co. ARES/RACES,16,3,G,287,64,84,435,850,NA
KC3FL,NA,494,1D,WCF,2,PODXS 070,1,1,C,0,111,0,111,50,NA
KC3FUN,NA,382,1B2,WV,2,Cumberland Valley ARC,2,1,B,0,0,116,116,150,NA
KC3FVN,NA,690,1B1,EPA,2,NA,1,1,B,0,110,0,110,250,NA
KC3KZT,NA,475,1E,WPA,5,McKean Co. ARC,1,1,B,0,0,65,65,150,NA
KC3LUV,NA,130,1D,MDC,2,Queen Anne's ARC,1,1,C,0,0,40,40,50,NA
KC3M,NA,1002,1D,EPA,2,NA,1,1,C,238,0,0,238,50,NA
KC3MAL,NA,130,1D,DE,2,Sussex ARA,1,1,C,0,20,0,20,50,NA
KC3MG,NA,132,1D,EPA,2,Harrisburg Radio Amateurs Club,1,1,C,0,0,41,41,50,NA
KC3NAF,NA,70,1D,WPA,2,BCARS.org,1,1,C,0,0,10,10,50,NA
KC3NDW,NA,326,1E,EPA,2,NA,1,1,B,0,44,0,44,150,NA
KC3NLT,NA,336,1B1,VA,2,NA,1,1,B,0,31,31,62,150,NA
KC3NTS,NA,114,1D,MDC,2,Montgomery ARC/Damascus ECT,1,1,C,0,16,0,16,50,NA
KC3OWM,NA,78,1C,MDC,2,NA,1,1,B,0,6,2,8,50,NA
KC3PIB,NA,472,1E,WPA,2,NA,1,1,B,0,92,27,119,50,NA
KC3RDV,NA,124,1D,EPA,2,NA,1,1,C,0,0,37,37,50,NA
KC3RHQ,NA,882,1D,WPA,2,Butler Co. Amateur Radio Public Svc. Grp.,1,1,C,0,208,0,208,50,NA
KC3RKW,NA,56,1D,EPA,2,NA,1,1,C,0,0,3,3,50,NA
KC3RWU,NA,230,1E,EPA,2,NA,1,1,B,0,0,40,40,150,NA
KC3SER,NA,104,1D,EPA,2,Harrisburg Radio Amateurs Club,1,1,C,0,0,27,27,50,NA
KC3SPN,NA,222,1D,WPA,2,Tri-County ARC (PA),1,1,C,0,0,86,86,50,NA
KC3SQI,NA,110,1D,EPA,2,146.985 User Group/Spark To Space ARC,1,1,C,0,4,22,26,50,NA
KC3TL,NA,1806,2AC,WPA,2,TLSC ARG,18,2,C,0,0,328,328,1150,NA
KC3WX,NA,6944,2D,EPA,2,NA,4,2,C,1084,0,1179,2263,250,NA
KC4AIF,NA,162,1D,NFL,2,NA,1,1,C,0,28,0,28,50,NA
KC4AUV,NA,170,1D,KS,2,King George Amateur Radio Operators,1,1,C,30,0,0,30,50,NA
KC4D,NA,1438,1D,VA,2,Lynchburg ARC,1,1,C,347,0,0,347,50,NA
KC4GCK,NA,610,1D,GA,2,NA,1,1,C,0,140,0,140,50,NA
KC4GO,NA,766,1D,NFL,2,Lake Monroe ARS,1,1,C,0,179,0,179,50,NA
KC4KZR,NA,350,1D,NC,2,NA,1,1,C,0,50,0,50,150,NA
